k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.10000000|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       2|[0.9787164081674133, 0.9803715416522426, 1.013667454520387, 0.9992635193017323, 0.9840008820563682, 1.0044167880402137, 0.9990227447862927, 0.9994012521868176, 1.0071346366775455, 0.9754615511617128, 1.0189696958153769, 0.9485138194014304, 1.0107773883113833, 1.0023809777611543, 0.9742651174366823, 0.9927775075020295, 0.99124061429473, 0.9770433238075628, 1.0352389140358416, 0.9576515354002525, 1.0075682570653737, 1.022392522392701]|  1.5117634534835815|      1.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[0.9787164081674133, 0.9803715416522426, 1.013667454520387, 0.9992635193017323, 0.9840008820563682, 1.0044167880402137, 0.9990227447862927, 0.9994012521868176, 1.0071346366775455, 0.9754615511617128, 1.0189696958153769, 0.9485138194014304, 1.0107773883113833, 1.0023809777611543, 0.9742651174366823, 0.9927775075020295, 0.99124061429473, 0.9770433238075628, 1.0352389140358416, 0.9576515354002525, 1.0075682570653737, 1.022392522392701]|  1.5117634534835815|      0.10000000|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.957280146554394, 0.9663847245809983, 0.9922475736164655, 0.9719872394670327, 0.9789089683051088, 1.0050929058186868, 0.9810433229579681, 0.9785841366957306, 0.9917774683730145, 0.9687944008789684, 1.023192684469555, 0.9129958651177975, 1.0473903407838734, 0.9832062707251259, 0.9946239595898736, 0.9989611943638895, 0.9751050064479295, 0.9726127631797354, 1.0631779399503172, 0.9224872240216749, 0.9860764772416141, 0.9927361628598658]|  1.4932395219802856|      1.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | iterate success | actual_k=0
       5|[0.957280146554394, 0.9663847245809983, 0.9922475736164655, 0.9719872394670327, 0.9789089683051088, 1.0050929058186868, 0.9810433229579681, 0.9785841366957306, 0.9917774683730145, 0.9687944008789684, 1.023192684469555, 0.9129958651177975, 1.0473903407838734, 0.9832062707251259, 0.9946239595898736, 0.9989611943638895, 0.9751050064479295, 0.9726127631797354, 1.0631779399503172, 0.9224872240216749, 0.9860764772416141, 0.9927361628598658]|  1.4932395219802856|      0.10000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.9334873373818886, 0.9359262319523532, 0.9597866609701972, 0.9583983249426444, 0.9559066954018427, 0.9861836399284754, 0.9795274206925069, 0.9664137380865164, 0.9454391189877539, 0.9740662175393243, 1.0308201469865894, 0.8759401769108501, 1.0477985020018652, 0.985270386929351, 0.9834626871093304, 1.003001434759526, 0.9647855904683834, 0.9456425825107231, 1.0636565039894577, 0.9138723946806238, 1.0257051488756739, 0.993295657002671]|  1.4705580472946167|      1.00000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       7|[0.9334873373818886, 0.9359262319523532, 0.9597866609701972, 0.9583983249426444, 0.9559066954018427, 0.9861836399284754, 0.9795274206925069, 0.9664137380865164, 0.9454391189877539, 0.9740662175393243, 1.0308201469865894, 0.8759401769108501, 1.0477985020018652, 0.985270386929351, 0.9834626871093304, 1.003001434759526, 0.9647855904683834, 0.9456425825107231, 1.0636565039894577, 0.9138723946806238, 1.0257051488756739, 0.993295657002671]|  1.4705580472946167|      0.10000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.9328309440122579, 0.9185759286351903, 0.9305691170332486, 0.9517092807523231, 0.953298537200525, 0.9709135401530123, 0.9574361152967427, 0.9554726092585504, 0.9157049083280797, 0.9677187581410021, 1.0591529115797, 0.815969151513632, 1.0707792203054902, 0.9808905638060431, 0.9587977009924715, 1.038880362159853, 0.9701395910782468, 0.9533551684095513, 1.0567264853671448, 0.9154990470002721, 1.024572009141897, 0.9865374942388837]|  1.4475184679031372|      1.00000000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
       9|[0.9328309440122579, 0.9185759286351903, 0.9305691170332486, 0.9517092807523231, 0.953298537200525, 0.9709135401530123, 0.9574361152967427, 0.9554726092585504, 0.9157049083280797, 0.9677187581410021, 1.0591529115797, 0.815969151513632, 1.0707792203054902, 0.9808905638060431, 0.9587977009924715, 1.038880362159853, 0.9701395910782468, 0.9533551684095513, 1.0567264853671448, 0.9154990470002721, 1.024572009141897, 0.9865374942388837]|  1.4475184679031372|      0.10000000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      10|[0.9093549641164212, 0.8913358416531041, 0.9484492576688386, 0.9506896527419618, 0.945167679535994, 0.9447326647959895, 0.9548556746093815, 0.9414836026397222, 0.9321197914869433, 0.9532271969660279, 1.0840775598851944, 0.7652248691766985, 1.080610728969559, 0.9626845892828947, 0.9405288910721032, 1.0496217660985196, 0.944638132053233, 0.9573730129944918, 1.0595653812500927, 0.9160708173707325, 1.0111350742374212, 0.9415497772890687]|  1.4297368526458740|      1.00000000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      11|[0.9093549641164212, 0.8913358416531041, 0.9484492576688386, 0.9506896527419618, 0.945167679535994, 0.9447326647959895, 0.9548556746093815, 0.9414836026397222, 0.9321197914869433, 0.9532271969660279, 1.0840775598851944, 0.7652248691766985, 1.080610728969559, 0.9626845892828947, 0.9405288910721032, 1.0496217660985196, 0.944638132053233, 0.9573730129944918, 1.0595653812500927, 0.9160708173707325, 1.0111350742374212, 0.9415497772890687]|  1.4297368526458740|      0.10000000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
