k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0]                                                                      |  6.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0]                                                                      |  6.0000000000000000|      0.10000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[1.0551498353454694, 0.9165824019683638]                                        |  5.3160433769226074|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[1.0551498353454694, 0.9165824019683638]                                        |  5.3160433769226074|      0.10000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[1.1111434853928455, 0.833728849513614]                                         |  4.7018051147460938|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[1.1111434853928455, 0.833728849513614]                                         |  4.7018051147460938|      0.10000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[1.1624184901257277, 0.7478750558313142]                                        |  4.1489949226379395|      1.00000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[1.1624184901257277, 0.7478750558313142]                                        |  4.1489949226379395|      0.10000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[1.2140259844590906, 0.6622207125168511]                                        |  3.6516408920288086|      1.00000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[1.2140259844590906, 0.6622207125168511]                                        |  3.6516408920288086|      0.10000000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[1.2611987843659251, 0.5740463004181603]                                        |  3.2033150196075439|      1.00000000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[1.2611987843659251, 0.5740463004181603]                                        |  3.2033150196075439|      0.10000000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.305252142647246, 0.4842726872340093]                                         |  2.7989368438720703|      1.00000000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[1.305252142647246, 0.4842726872340093]                                         |  2.7989368438720703|      0.10000000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.3492069923774836, 0.3944508013420273]                                        |  2.4339225292205811|      1.00000000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[1.3492069923774836, 0.3944508013420273]                                        |  2.4339225292205811|      0.10000000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.3492069923774836, 0.3944508013420273]                                        |  2.4339225292205811|      0.01000000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.353556535738233, 0.3854462762266778]                                         |  2.3994357585906982|      0.10000000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[1.353556535738233, 0.3854462762266778]                                         |  2.3994357585906982|      0.01000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.3578681161136308, 0.3764235119791489]                                        |  2.3653004169464111|      0.10000000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[1.3578681161136308, 0.3764235119791489]                                        |  2.3653004169464111|      0.01000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.362207645219578, 0.3674141564451144]                                         |  2.3315129280090332|      0.10000000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[1.362207645219578, 0.3674141564451144]                                         |  2.3315129280090332|      0.01000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.366494261387147, 0.3583795052713315]                                         |  2.2980694770812988|      0.10000000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[1.366494261387147, 0.3583795052713315]                                         |  2.2980694770812988|      0.01000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.3707804631307103, 0.3493446574799476]                                        |  2.2649667263031006|      0.10000000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[1.3707804631307103, 0.3493446574799476]                                        |  2.2649667263031006|      0.01000000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.3750489469461065, 0.3403014254295299]                                        |  2.2322010993957520|      0.10000000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      28|[1.3750489469461065, 0.3403014254295299]                                        |  2.2322010993957520|      0.01000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[1.3793126655097063, 0.33125594567385]                                          |  2.1997692584991455|      0.10000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[1.3793126655097063, 0.33125594567385]                                          |  2.1997692584991455|      0.01000000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.3836078180220281, 0.3222253496306258]                                        |  2.1676678657531738|      0.10000000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[1.3836078180220281, 0.3222253496306258]                                        |  2.1676678657531738|      0.01000000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.3878462272432506, 0.3131679831660591]                                        |  2.1358940601348877|      0.10000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[1.3878462272432506, 0.3131679831660591]                                        |  2.1358940601348877|      0.01000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[1.3921236137762647, 0.3041289586364326]                                        |  2.1044440269470215|      0.10000000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[1.3921236137762647, 0.3041289586364326]                                        |  2.1044440269470215|      0.01000000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[1.3963409320666573, 0.2950617525376655]                                        |  2.0733146667480469|      0.10000000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[1.3963409320666573, 0.2950617525376655]                                        |  2.0733146667480469|      0.01000000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[1.400555917664574, 0.2859934618272089]                                         |  2.0425031185150146|      0.10000000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[1.400555917664574, 0.2859934618272089]                                         |  2.0425031185150146|      0.01000000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
