k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721016647027786, 0.8378909827431191, 5.258673103195998, 5.240777232718485, 6.354948935827767, 7.934180589559277]|190.2458343505859375|      5.00000000|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.5721016647027786, 0.8378909827431191, 5.258673103195998, 5.240777232718485, 6.354948935827767, 7.934180589559277]|190.2458343505859375|      1.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.1477028954433767, 0.5418509633506012, 4.90013870052878, 5.50506341127147, 5.913670371394321, 7.900701811021881]|120.9483642578125000|      5.00000000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[-0.1477028954433767, 0.5418509633506012, 4.90013870052878, 5.50506341127147, 5.913670371394321, 7.900701811021881]|120.9483642578125000|      1.00000000|[43, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-0.656570279253143, 0.5912743512311054, 4.289694763880829, 5.732422390907492, 5.509815623496006, 8.289518929489708]| 74.3532257080078125|      5.00000000|[53, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       6|[-0.656570279253143, 0.5912743512311054, 4.289694763880829, 5.732422390907492, 5.509815623496006, 8.289518929489708]| 74.3532257080078125|      1.00000000|[64, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[-1.0250761010854608, 0.6641694520603826, 3.5722055110850155, 5.595340161471479, 4.942538536476324, 8.230323451718174]| 45.1474952697753906|      5.00000000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[-1.0250761010854608, 0.6641694520603826, 3.5722055110850155, 5.595340161471479, 4.942538536476324, 8.230323451718174]| 45.1474952697753906|      1.00000000|[86, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[-1.3741554505241271, 1.018264498261214, 2.9120957105314345, 5.7756612372743374, 4.410398276397695, 8.266743370572694]| 27.2914066314697266|      5.00000000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[-1.3741554505241271, 1.018264498261214, 2.9120957105314345, 5.7756612372743374, 4.410398276397695, 8.266743370572694]| 27.2914066314697266|      1.00000000|[107, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[-1.4224563410130147, 1.626978370433668, 2.241173700472635, 5.661550232807423, 4.021017352074354, 8.155571086913005]| 14.7651672363281250|      5.00000000|[118, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
