k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|     10.00000000|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      1.00000000|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       3|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      0.10000000|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      0.01000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       5|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      0.00100000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      0.00010000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       7|[0.0077973724840422, -0.0246352516362426]                                       |  0.0000011898538332|      0.00001000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.0077960560942953, -0.0246253386589888]                                       |  0.0000011879847079|      0.00010000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
       9|[0.0077960560942953, -0.0246253386589888]                                       |  0.0000011879847079|      0.00001000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      10|[0.0077947394720769, -0.0246154257126087]                                       |  0.0000011861177427|      0.00010000|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      11|[0.0077947394720769, -0.0246154257126087]                                       |  0.0000011861177427|      0.00001000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[0.0077934224067814, -0.0246055128250876]                                       |  0.0000011842529375|      0.00010000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[0.0077934224067814, -0.0246055128250876]                                       |  0.0000011842529375|      0.00001000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[0.0077921049426529, -0.0245955999905651]                                       |  0.0000011823904060|      0.00010000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[0.0077921049426529, -0.0245955999905651]                                       |  0.0000011823904060|      0.00001000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      16|[0.007790787156157, -0.0245856871988921]                                        |  0.0000011805300346|      0.00010000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
