k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4980033113474904, 0.2140185818806627, -0.0027164695336919, 0.6175791367459821, 0.2542754042280811, 0.0677289815056797, -0.0413612198666759, -0.0871196806384704, -0.08830080084793, -0.0503449473178893, -0.0505958149821465, 0.2145202723585628, 0.136339809964868, -0.0304852676980941, -0.121747437645349, -0.0842058230172757, 0.0675124134634633, 0.3004720150609064, 0.1290094661191727, 0.0852545985181584, -0.1538938461429587, 0.0587847575409721]| 13.4524440765380859|      5.00000000|[46, 14, 0, 2]                                                             |  | trying linear partial model with 26 points | iterate success | actual_k=7
       2|[0.4980033113474904, 0.2140185818806627, -0.0027164695336919, 0.6175791367459821, 0.2542754042280811, 0.0677289815056797, -0.0413612198666759, -0.0871196806384704, -0.08830080084793, -0.0503449473178893, -0.0505958149821465, 0.2145202723585628, 0.136339809964868, -0.0304852676980941, -0.121747437645349, -0.0842058230172757, 0.0675124134634633, 0.3004720150609064, 0.1290094661191727, 0.0852545985181584, -0.1538938461429587, 0.0587847575409721]| 13.4524440765380859|      1.00000000|[91, 28, 0, 4]                                                             |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       3|[0.8598439433963352, -0.0650848424364502, 0.1603490813503025, 1.3474795712199619, 0.0853475798942536, -0.0152034543389519, 0.0725877218350225, -0.1659252787422745, -0.1478156346274888, -0.0917132489125526, -0.2876666949690301, 0.2293324753645667, 0.134523659483226, -0.2459757729855932, -0.0680378567853056, -0.0978768261972014, 0.1613409919475087, 0.2006964739708663, 0.0980780093353206, 0.2041646043369715, -0.3225644263302851, -0.0022647157927829]| 12.5001239776611328|      5.00000000|[136, 42, 0, 6]                                                            |  | trying linear partial model with 26 points | iterate success | actual_k=7
       4|[0.8598439433963352, -0.0650848424364502, 0.1603490813503025, 1.3474795712199619, 0.0853475798942536, -0.0152034543389519, 0.0725877218350225, -0.1659252787422745, -0.1478156346274888, -0.0917132489125526, -0.2876666949690301, 0.2293324753645667, 0.134523659483226, -0.2459757729855932, -0.0680378567853056, -0.0978768261972014, 0.1613409919475087, 0.2006964739708663, 0.0980780093353206, 0.2041646043369715, -0.3225644263302851, -0.0022647157927829]| 12.5001239776611328|      1.00000000|[181, 56, 0, 8]                                                            |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       5|[0.8598439433963352, -0.0650848424364502, 0.1603490813503025, 1.3474795712199619, 0.0853475798942536, -0.0152034543389519, 0.0725877218350225, -0.1659252787422745, -0.1478156346274888, -0.0917132489125526, -0.2876666949690301, 0.2293324753645667, 0.134523659483226, -0.2459757729855932, -0.0680378567853056, -0.0978768261972014, 0.1613409919475087, 0.2006964739708663, 0.0980780093353206, 0.2041646043369715, -0.3225644263302851, -0.0022647157927829]| 12.5001239776611328|      0.20000000|[227, 70, 0, 10]                                                           |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       6|[0.9757077430864396, -0.0684097296259146, 0.1681766843163314, 1.4697171597288607, 0.0405578997913474, -0.0531956068109256, 0.0413109520003527, -0.18452580064746, -0.1264775604638165, -0.1040788149507953, -0.3147208992914485, 0.247592929040776, 0.139683342357091, -0.2679963675173234, -0.0674437805693326, -0.1071462761864781, 0.1620457048170956, 0.1613053598721234, 0.1245002034989288, 0.1802855635930931, -0.3063205187820702, 0.0355734861652655]| 12.3766479492187500|      1.00000000|[271, 84, 0, 12]                                                           |  | trying linear partial model with 26 points | iterate success | actual_k=7
       7|[0.9757077430864396, -0.0684097296259146, 0.1681766843163314, 1.4697171597288607, 0.0405578997913474, -0.0531956068109256, 0.0413109520003527, -0.18452580064746, -0.1264775604638165, -0.1040788149507953, -0.3147208992914485, 0.247592929040776, 0.139683342357091, -0.2679963675173234, -0.0674437805693326, -0.1071462761864781, 0.1620457048170956, 0.1613053598721234, 0.1245002034989288, 0.1802855635930931, -0.3063205187820702, 0.0355734861652655]| 12.3766479492187500|      0.20000000|[316, 98, 0, 14]                                                           |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
       8|[1.077430942809607, -0.0444977218834974, 0.172867025221956, 1.6166773661363423, 0.0336623658297529, -0.0513433039719287, 0.0630689933280812, -0.1644267719753669, -0.1361540355559606, -0.1149285584521614, -0.3180665628747401, 0.2612662815928163, 0.117594999020291, -0.245903454353349, -0.0991160779202873, -0.0877413916387401, 0.2105661963695896, 0.1427279310826913, 0.1383580173190922, 0.2065943963542357, -0.2940738790407713, 0.0414240050266032]| 12.2735595703125000|      1.00000000|[363, 112, 0, 16]                                                          |  | trying linear partial model with 26 points | iterate success | actual_k=7
       9|[1.077430942809607, -0.0444977218834974, 0.172867025221956, 1.6166773661363423, 0.0336623658297529, -0.0513433039719287, 0.0630689933280812, -0.1644267719753669, -0.1361540355559606, -0.1149285584521614, -0.3180665628747401, 0.2612662815928163, 0.117594999020291, -0.245903454353349, -0.0991160779202873, -0.0877413916387401, 0.2105661963695896, 0.1427279310826913, 0.1383580173190922, 0.2065943963542357, -0.2940738790407713, 0.0414240050266032]| 12.2735595703125000|      0.20000000|[408, 126, 0, 18]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
      10|[1.201679278054735, -0.0474144668808725, 0.2018590819462253, 1.750429430079906, 0.0488638840302536, -0.0704656756514659, 0.093053354163583, -0.1598081262757275, -0.1643846779885674, -0.1185529047435954, -0.3224834546211882, 0.2595519146024494, 0.1294452616814401, -0.2813737571115693, -0.0981317880557177, -0.0969500984263312, 0.18846988615339, 0.1777973123541219, 0.1418398229856261, 0.2040100798058207, -0.280350868733701, 0.0333977711430717]| 12.1987762451171875|      1.00000000|[452, 140, 0, 20]                                                          |  | trying linear partial model with 26 points | iterate success | actual_k=7
      11|[1.201679278054735, -0.0474144668808725, 0.2018590819462253, 1.750429430079906, 0.0488638840302536, -0.0704656756514659, 0.093053354163583, -0.1598081262757275, -0.1643846779885674, -0.1185529047435954, -0.3224834546211882, 0.2595519146024494, 0.1294452616814401, -0.2813737571115693, -0.0981317880557177, -0.0969500984263312, 0.18846988615339, 0.1777973123541219, 0.1418398229856261, 0.2040100798058207, -0.280350868733701, 0.0333977711430717]| 12.1987762451171875|      0.20000000|[497, 154, 0, 22]                                                          |  | trying linear partial model with 26 points | exploitation failed, decreasing delta | actual_k=7
