k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.197024512336142, 38.5160007425223, 41.80170257342005, 39.1730625383026]     |810.4403686523437500|     10.00000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[24.197024512336142, 38.5160007425223, 41.80170257342005, 39.1730625383026]     |810.4403686523437500|      1.00000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       3|[23.387597408152512, 38.03692373151119, 42.09490509203315, 39.344367131389]     |729.9310302734375000|     10.00000000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       4|[23.387597408152512, 38.03692373151119, 42.09490509203315, 39.344367131389]     |729.9310302734375000|      1.00000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       5|[22.570210234903747, 37.55781194556132, 42.369593270651734, 39.50830770019223]  |655.6052246093750000|     10.00000000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       6|[22.570210234903747, 37.55781194556132, 42.369593270651734, 39.50830770019223]  |655.6052246093750000|      1.00000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       7|[21.752709627062522, 37.07940340929613, 42.650281632565544, 39.663330511719984] |587.0968017578125000|     10.00000000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       8|[21.752709627062522, 37.07940340929613, 42.650281632565544, 39.663330511719984] |587.0968017578125000|      1.00000000|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       9|[20.917239463791653, 36.622008473059935, 42.91352929540699, 39.81656284054833]  |524.0092163085937500|     10.00000000|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      10|[20.917239463791653, 36.622008473059935, 42.91352929540699, 39.81656284054833]  |524.0092163085937500|      1.00000000|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      11|[20.0775907915332, 36.16557860900096, 43.16801762239869, 39.96454114231817]     |466.0178527832031250|     10.00000000|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      12|[20.0775907915332, 36.16557860900096, 43.16801762239869, 39.96454114231817]     |466.0178527832031250|      1.00000000|[159, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      13|[19.22547889424638, 35.7286795638453, 43.41125236264621, 40.11901249882496]     |412.7988586425781250|     10.00000000|[172, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      14|[19.22547889424638, 35.7286795638453, 43.41125236264621, 40.11901249882496]     |412.7988586425781250|      1.00000000|[185, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      15|[18.369695256599947, 35.29171118259729, 43.643031857458006, 40.27057524197421]  |364.0547485351562500|     10.00000000|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      16|[18.369695256599947, 35.29171118259729, 43.643031857458006, 40.27057524197421]  |364.0547485351562500|      1.00000000|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      17|[17.5021915286545, 34.868050176611, 43.86548762408123, 40.40645042699158]       |319.4906311035156250|     10.00000000|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      18|[17.5021915286545, 34.868050176611, 43.86548762408123, 40.40645042699158]       |319.4906311035156250|      1.00000000|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      19|[16.626533603222928, 34.45642269637625, 44.082716375985015, 40.53528242802702]  |278.8449707031250000|     10.00000000|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      20|[16.626533603222928, 34.45642269637625, 44.082716375985015, 40.53528242802702]  |278.8449707031250000|      1.00000000|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      21|[15.739644463289023, 34.058455759690254, 44.283003265812525, 40.657491807925965]|241.8649139404296875|     10.00000000|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      22|[15.739644463289023, 34.058455759690254, 44.283003265812525, 40.657491807925965]|241.8649139404296875|      1.00000000|[290, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      23|[14.84586579745468, 33.668004879203636, 44.46500470457987, 40.78232482724868]   |208.3216552734375000|     10.00000000|[304, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      24|[14.84586579745468, 33.668004879203636, 44.46500470457987, 40.78232482724868]   |208.3216552734375000|      1.00000000|[317, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      25|[13.943109613407172, 33.30149350487583, 44.66487131880115, 40.88602642401579]   |177.9891662597656250|     10.00000000|[330, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      26|[13.943109613407172, 33.30149350487583, 44.66487131880115, 40.88602642401579]   |177.9891662597656250|      1.00000000|[343, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      27|[13.03133155086645, 32.94518229763179, 44.84133352300615, 40.98880861483158]    |150.6611022949218750|     10.00000000|[356, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      28|[13.03133155086645, 32.94518229763179, 44.84133352300615, 40.98880861483158]    |150.6611022949218750|      1.00000000|[369, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      29|[12.11329831057979, 32.60243979452742, 45.010604100631106, 41.094117768493746]  |126.1536178588867188|     10.00000000|[383, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      30|[12.11329831057979, 32.60243979452742, 45.010604100631106, 41.094117768493746]  |126.1536178588867188|      1.00000000|[396, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[11.179829875986032, 32.28830309669648, 45.15097342789358, 41.195366317405984]  |104.2809677124023438|     10.00000000|[409, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      32|[11.179829875986032, 32.28830309669648, 45.15097342789358, 41.195366317405984]  |104.2809677124023438|      1.00000000|[422, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      33|[10.243088627000505, 31.98265447816771, 45.29774168555565, 41.28227910693279]   | 84.8790435791015625|     10.00000000|[435, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      34|[10.243088627000505, 31.98265447816771, 45.29774168555565, 41.28227910693279]   | 84.8790435791015625|      1.00000000|[449, 68, 0, 68]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      35|[9.305790227371192, 31.674259150714374, 45.441923869868276, 41.35694857716073]  | 67.8171768188476562|     10.00000000|[463, 70, 0, 70]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      36|[9.305790227371192, 31.674259150714374, 45.441923869868276, 41.35694857716073]  | 67.8171768188476562|      1.00000000|[477, 72, 0, 72]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      37|[8.351064715349116, 31.412928677716316, 45.56464450345971, 41.428678812541044]  | 52.9276809692382812|     10.00000000|[490, 74, 0, 74]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      38|[8.351064715349116, 31.412928677716316, 45.56464450345971, 41.428678812541044]  | 52.9276809692382812|      1.00000000|[504, 76, 0, 76]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      39|[7.388169423440669, 31.174718104019806, 45.667905105291496, 41.50233767154024]  | 40.0932197570800781|     10.00000000|[517, 78, 0, 78]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      40|[7.388169423440669, 31.174718104019806, 45.667905105291496, 41.50233767154024]  | 40.0932197570800781|      1.00000000|[530, 80, 0, 80]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      41|[6.427228490465433, 30.933825157579943, 45.77772403829192, 41.58297831664463]   | 29.2177715301513672|     10.00000000|[543, 82, 0, 82]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      42|[6.427228490465433, 30.933825157579943, 45.77772403829192, 41.58297831664463]   | 29.2177715301513672|      1.00000000|[556, 84, 0, 84]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      43|[6.427228490465433, 30.933825157579943, 45.77772403829192, 41.58297831664463]   | 29.2177715301513672|      0.10000000|[569, 86, 0, 86]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      44|[6.329547573539183, 30.914818727445002, 45.786153345003314, 41.58809113097121]  | 28.2319335937500000|      1.00000000|[582, 88, 0, 88]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      45|[6.329547573539183, 30.914818727445002, 45.786153345003314, 41.58809113097121]  | 28.2319335937500000|      0.10000000|[595, 90, 0, 90]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      46|[6.231776576550429, 30.89624172484687, 45.79461563185755, 41.59300201923001]    | 27.2643432617187500|      1.00000000|[609, 92, 0, 92]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      47|[6.231776576550429, 30.89624172484687, 45.79461563185755, 41.59300201923001]    | 27.2643432617187500|      0.10000000|[623, 94, 0, 94]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      48|[6.134012612651871, 30.877589210744798, 45.803107734699495, 41.59771108175192]  | 26.3149299621582031|      1.00000000|[636, 96, 0, 96]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      49|[6.134012612651871, 30.877589210744798, 45.803107734699495, 41.59771108175192]  | 26.3149299621582031|      0.10000000|[649, 98, 0, 98]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      50|[6.036099110437576, 30.859510698203675, 45.811128776753996, 41.60237759573899]  | 25.3835830688476562|      1.00000000|[662, 100, 0, 100]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
      51|[6.036099110437576, 30.859510698203675, 45.811128776753996, 41.60237759573899]  | 25.3835830688476562|      0.10000000|[675, 102, 0, 102]                                                         |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      52|[5.9381120584545615, 30.841760807887884, 45.818943579256334, 41.607111294008305]| 24.4702224731445312|      1.00000000|[688, 104, 0, 104]                                                         |  | trying linear partial model with 8 points | iterate success | actual_k=1
