k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3732509483543116, 0.0902482036024968, -0.0142250356926007, 0.3436863049799362, 0.2736981244071083, 0.2399919226789142, 0.1355096331844372, -0.1564786827151692, -0.339238542494964, 0.0292591303619258, 0.0940945661316512, -0.09187195941532, 0.0840972110461017, -0.2916560829006258, 0.1467630965937028, 0.0695321095342404, -0.0538679644993809, 0.1419179309145853, -0.1373014939178248, 0.3574997616918205, -0.1704804537123533, 0.3291723782244741]| 13.9612646102905273|      1.11111111|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[0.9667441293503363, -0.0833613129648309, -0.302656121007893, 0.7529212077767578, 0.5074971435928473, 0.0932217404061892, 0.3528796681181613, -0.1776026860760041, -0.4081475273795104, 0.0146898862201704, 0.0290081060783859, -0.149272051297832, 0.4253642347580934, -0.2678927592976454, -0.0452842680503916, -0.1251773437567155, -0.1302946286792614, 0.2374314668695984, -0.168396075024839, 0.6448360824910664, -0.5880573057649069, 0.3079247538289995]| 12.9793548583984375|      1.23456790|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       3|[1.3209197798761163, -0.0860756911727995, -0.2829143140242278, 1.3881567740036809, 0.1816243890201796, 0.4251162265560996, 0.6138132723769262, 0.1139583289744801, -0.8508675827020418, -0.1845957630951887, -0.1308578304617474, -0.0585834724850135, 0.4784817274472645, -0.036709924937749, -0.0257026093691544, -0.1717272810037242, 0.1993545007516732, -0.0323202886856225, -0.39484056430668, 0.8253095284711705, -0.6173875895768329, 0.1321471983283391]| 12.3244161605834961|      1.37174211|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[1.3209197798761163, -0.0860756911727995, -0.2829143140242278, 1.3881567740036809, 0.1816243890201796, 0.4251162265560996, 0.6138132723769262, 0.1139583289744801, -0.8508675827020418, -0.1845957630951887, -0.1308578304617474, -0.0585834724850135, 0.4784817274472645, -0.036709924937749, -0.0257026093691544, -0.1717272810037242, 0.1993545007516732, -0.0323202886856225, -0.39484056430668, 0.8253095284711705, -0.6173875895768329, 0.1321471983283391]| 12.3244161605834961|      1.23456790|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       5|[1.3209197798761163, -0.0860756911727995, -0.2829143140242278, 1.3881567740036809, 0.1816243890201796, 0.4251162265560996, 0.6138132723769262, 0.1139583289744801, -0.8508675827020418, -0.1845957630951887, -0.1308578304617474, -0.0585834724850135, 0.4784817274472645, -0.036709924937749, -0.0257026093691544, -0.1717272810037242, 0.1993545007516732, -0.0323202886856225, -0.39484056430668, 0.8253095284711705, -0.6173875895768329, 0.1321471983283391]| 12.3244161605834961|      1.11111111|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       6|[1.3209197798761163, -0.0860756911727995, -0.2829143140242278, 1.3881567740036809, 0.1816243890201796, 0.4251162265560996, 0.6138132723769262, 0.1139583289744801, -0.8508675827020418, -0.1845957630951887, -0.1308578304617474, -0.0585834724850135, 0.4784817274472645, -0.036709924937749, -0.0257026093691544, -0.1717272810037242, 0.1993545007516732, -0.0323202886856225, -0.39484056430668, 0.8253095284711705, -0.6173875895768329, 0.1321471983283391]| 12.3244161605834961|      1.00000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       7|[1.3209197798761163, -0.0860756911727995, -0.2829143140242278, 1.3881567740036809, 0.1816243890201796, 0.4251162265560996, 0.6138132723769262, 0.1139583289744801, -0.8508675827020418, -0.1845957630951887, -0.1308578304617474, -0.0585834724850135, 0.4784817274472645, -0.036709924937749, -0.0257026093691544, -0.1717272810037242, 0.1993545007516732, -0.0323202886856225, -0.39484056430668, 0.8253095284711705, -0.6173875895768329, 0.1321471983283391]| 12.3244161605834961|      0.90000000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       8|[1.3209197798761163, -0.0860756911727995, -0.2829143140242278, 1.3881567740036809, 0.1816243890201796, 0.4251162265560996, 0.6138132723769262, 0.1139583289744801, -0.8508675827020418, -0.1845957630951887, -0.1308578304617474, -0.0585834724850135, 0.4784817274472645, -0.036709924937749, -0.0257026093691544, -0.1717272810037242, 0.1993545007516732, -0.0323202886856225, -0.39484056430668, 0.8253095284711705, -0.6173875895768329, 0.1321471983283391]| 12.3244161605834961|      0.81000000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
       9|[1.3209197798761163, -0.0860756911727995, -0.2829143140242278, 1.3881567740036809, 0.1816243890201796, 0.4251162265560996, 0.6138132723769262, 0.1139583289744801, -0.8508675827020418, -0.1845957630951887, -0.1308578304617474, -0.0585834724850135, 0.4784817274472645, -0.036709924937749, -0.0257026093691544, -0.1717272810037242, 0.1993545007516732, -0.0323202886856225, -0.39484056430668, 0.8253095284711705, -0.6173875895768329, 0.1321471983283391]| 12.3244161605834961|      0.72900000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      10|[1.3209197798761163, -0.0860756911727995, -0.2829143140242278, 1.3881567740036809, 0.1816243890201796, 0.4251162265560996, 0.6138132723769262, 0.1139583289744801, -0.8508675827020418, -0.1845957630951887, -0.1308578304617474, -0.0585834724850135, 0.4784817274472645, -0.036709924937749, -0.0257026093691544, -0.1717272810037242, 0.1993545007516732, -0.0323202886856225, -0.39484056430668, 0.8253095284711705, -0.6173875895768329, 0.1321471983283391]| 12.3244161605834961|      0.65610000|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
      11|[1.3209197798761163, -0.0860756911727995, -0.2829143140242278, 1.3881567740036809, 0.1816243890201796, 0.4251162265560996, 0.6138132723769262, 0.1139583289744801, -0.8508675827020418, -0.1845957630951887, -0.1308578304617474, -0.0585834724850135, 0.4784817274472645, -0.036709924937749, -0.0257026093691544, -0.1717272810037242, 0.1993545007516732, -0.0323202886856225, -0.39484056430668, 0.8253095284711705, -0.6173875895768329, 0.1321471983283391]| 12.3244161605834961|      0.59049000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | exploitation failed, decreasing delta | actual_k=0
