k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.1602126904829331, 0.0402997724982092, -0.4157046494970385, -0.3433635058471585, 0.751218525870704, -0.0099400386459545, 0.0336815247642048, 0.2633413305215675, 0.2169972118087171]|239323.0937500000000000|      1.11111111|[28, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[-0.1602126904829331, 0.0402997724982092, -0.4157046494970385, -0.3433635058471585, 0.751218525870704, -0.0099400386459545, 0.0336815247642048, 0.2633413305215675, 0.2169972118087171]|239323.0937500000000000|      1.00000000|[54, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.1602126904829331, 0.0402997724982092, -0.4157046494970385, -0.3433635058471585, 0.751218525870704, -0.0099400386459545, 0.0336815247642048, 0.2633413305215675, 0.2169972118087171]|239323.0937500000000000|      0.90000000|[80, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[-0.1602126904829331, 0.0402997724982092, -0.4157046494970385, -0.3433635058471585, 0.751218525870704, -0.0099400386459545, 0.0336815247642048, 0.2633413305215675, 0.2169972118087171]|239323.0937500000000000|      0.81000000|[107, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[0.0947455362088722, 0.3314641763532347, -0.1515719841139411, 0.2461108735343474, 0.8933386851082676, 0.1342221457341702, 0.1213093058706542, 0.0752024314491556, 0.1461612374203594]|79929.1015625000000000|      0.90000000|[135, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
       6|[0.0947455362088722, 0.3314641763532347, -0.1515719841139411, 0.2461108735343474, 0.8933386851082676, 0.1342221457341702, 0.1213093058706542, 0.0752024314491556, 0.1461612374203594]|79929.1015625000000000|      0.81000000|[162, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[0.0947455362088722, 0.3314641763532347, -0.1515719841139411, 0.2461108735343474, 0.8933386851082676, 0.1342221457341702, 0.1213093058706542, 0.0752024314491556, 0.1461612374203594]|79929.1015625000000000|      0.72900000|[188, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[0.0947455362088722, 0.3314641763532347, -0.1515719841139411, 0.2461108735343474, 0.8933386851082676, 0.1342221457341702, 0.1213093058706542, 0.0752024314491556, 0.1461612374203594]|79929.1015625000000000|      0.65610000|[215, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[0.0947455362088722, 0.3314641763532347, -0.1515719841139411, 0.2461108735343474, 0.8933386851082676, 0.1342221457341702, 0.1213093058706542, 0.0752024314491556, 0.1461612374203594]|79929.1015625000000000|      0.59049000|[242, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      10|[0.0947455362088722, 0.3314641763532347, -0.1515719841139411, 0.2461108735343474, 0.8933386851082676, 0.1342221457341702, 0.1213093058706542, 0.0752024314491556, 0.1461612374203594]|79929.1015625000000000|      0.53144100|[269, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
