k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.5721014974766658, 0.8378913000140653, 5.258673204948442, 5.240777541443279, 6.354949475219205, 7.9341803422085]|190.2466888427734375|      2.00000000|[11, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[0.2705790888113152, 1.5284071988844095, 4.320084257860062, 6.45969958525171, 5.353201874175227, 7.685074714403818]| 98.9988708496093750|      4.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       3|[0.2705790888113152, 1.5284071988844095, 4.320084257860062, 6.45969958525171, 5.353201874175227, 7.685074714403818]| 98.9988708496093750|      2.00000000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[-0.4387724550764707, 1.7522453627940937, 3.0235897346925897, 6.691806289923999, 4.053212794692911, 7.833309952559923]| 26.6941490173339844|      4.00000000|[43, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       5|[-0.4387724550764707, 1.7522453627940937, 3.0235897346925897, 6.691806289923999, 4.053212794692911, 7.833309952559923]| 26.6941490173339844|      2.00000000|[53, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       6|[-0.4387724550764707, 1.7522453627940937, 3.0235897346925897, 6.691806289923999, 4.053212794692911, 7.833309952559923]| 26.6941490173339844|      1.00000000|[64, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       7|[-0.9170348208106154, 1.6648300946640753, 2.3779816623183523, 6.626115889925175, 3.47663671428305, 7.733016921134238]| 11.9533405303955078|      2.00000000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[-0.9170348208106154, 1.6648300946640753, 2.3779816623183523, 6.626115889925175, 3.47663671428305, 7.733016921134238]| 11.9533405303955078|      1.00000000|[86, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       9|[-0.9170348208106154, 1.6648300946640753, 2.3779816623183523, 6.626115889925175, 3.47663671428305, 7.733016921134238]| 11.9533405303955078|      0.50000000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      10|[-0.9170348208106154, 1.6648300946640753, 2.3779816623183523, 6.626115889925175, 3.47663671428305, 7.733016921134238]| 11.9533405303955078|      0.25000000|[107, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[-0.927040795521755, 1.7635576438138618, 2.1826207984544896, 6.588805346586108, 3.363091847829208, 7.747242638586959]| 10.0109663009643555|      0.50000000|[118, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      12|[-0.8518682315370665, 1.9437812040275564, 1.8624859670410836, 6.598754838657452, 3.0346379516876327, 7.709808838342789]|  6.9744696617126465|      1.00000000|[129, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      13|[-0.8518682315370665, 1.9437812040275564, 1.8624859670410836, 6.598754838657452, 3.0346379516876327, 7.709808838342789]|  6.9744696617126465|      0.50000000|[141, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      14|[-0.8518682315370665, 1.9437812040275564, 1.8624859670410836, 6.598754838657452, 3.0346379516876327, 7.709808838342789]|  6.9744696617126465|      0.25000000|[153, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[-0.8518682315370665, 1.9437812040275564, 1.8624859670410836, 6.598754838657452, 3.0346379516876327, 7.709808838342789]|  6.9744696617126465|      0.12500000|[163, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      16|[-0.8084505680531118, 1.983011352921412, 1.7712593625249624, 6.598825553444377, 2.9814149656766875, 7.677468193585505]|  6.3817105293273926|      0.25000000|[174, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      17|[-0.8212457710516955, 2.1239875290024472, 1.6600969905491076, 6.568962551600471, 2.821223406269092, 7.737065114898014]|  5.6487393379211426|      0.50000000|[185, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      18|[-0.8212457710516955, 2.1239875290024472, 1.6600969905491076, 6.568962551600471, 2.821223406269092, 7.737065114898014]|  5.6487393379211426|      0.25000000|[196, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[-0.6714429872611997, 2.2213921812807116, 1.5893380131966943, 6.483330556754392, 2.760929942549863, 7.616249195009002]|  4.6722898483276367|      0.50000000|[207, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      20|[-0.6714429872611997, 2.2213921812807116, 1.5893380131966943, 6.483330556754392, 2.760929942549863, 7.616249195009002]|  4.6722898483276367|      0.25000000|[218, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      21|[-0.5322719795391002, 2.223266643594942, 1.4916481293317443, 6.379664180801567, 2.6686829784327877, 7.4965479682020435]|  3.9199042320251465|      0.50000000|[229, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      22|[-0.5322719795391002, 2.223266643594942, 1.4916481293317443, 6.379664180801567, 2.6686829784327877, 7.4965479682020435]|  3.9199042320251465|      0.25000000|[240, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      23|[-0.5322719795391002, 2.223266643594942, 1.4916481293317443, 6.379664180801567, 2.6686829784327877, 7.4965479682020435]|  3.9199042320251465|      0.12500000|[251, 92, 0, 46]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      24|[-0.5029885167679109, 2.2707993894574763, 1.5161525364769186, 6.337631530427295, 2.5797888829373923, 7.449232569039303]|  3.6516385078430176|      0.25000000|[261, 96, 0, 48]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      25|[-0.3967233096270411, 2.372078229338518, 1.4533143024294548, 6.431225106916073, 2.441204814751866, 7.354172813250415]|  3.0735373497009277|      0.50000000|[271, 100, 0, 50]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      26|[-0.3967233096270411, 2.372078229338518, 1.4533143024294548, 6.431225106916073, 2.441204814751866, 7.354172813250415]|  3.0735373497009277|      0.25000000|[281, 104, 0, 52]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      27|[-0.2684234751324105, 2.3389584754695503, 1.2787811299450644, 6.381551602676747, 2.355329039540747, 7.286067745279532]|  2.5051457881927490|      0.50000000|[291, 108, 0, 54]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      28|[-0.2684234751324105, 2.3389584754695503, 1.2787811299450644, 6.381551602676747, 2.355329039540747, 7.286067745279532]|  2.5051457881927490|      0.25000000|[302, 112, 0, 56]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      29|[-0.2684234751324105, 2.3389584754695503, 1.2787811299450644, 6.381551602676747, 2.355329039540747, 7.286067745279532]|  2.5051457881927490|      0.12500000|[314, 116, 0, 58]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      30|[-0.2444539516403968, 2.3089556448867907, 1.1617019581262353, 6.388313792449976, 2.336694907362526, 7.279010725069803]|  2.3543851375579834|      0.25000000|[325, 120, 0, 60]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      31|[-0.2444539516403968, 2.3089556448867907, 1.1617019581262353, 6.388313792449976, 2.336694907362526, 7.279010725069803]|  2.3543851375579834|      0.12500000|[335, 124, 0, 62]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      32|[-0.1264861660435965, 2.3379446523759806, 1.1553540145457037, 6.374708823579709, 2.320031205392234, 7.2599013431551045]|  2.1068146228790283|      0.25000000|[347, 128, 0, 64]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
      33|[-0.1264861660435965, 2.3379446523759806, 1.1553540145457037, 6.374708823579709, 2.320031205392234, 7.2599013431551045]|  2.1068146228790283|      0.12500000|[358, 132, 0, 66]                                                          |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      34|[-0.1095998948955911, 2.3479059712469192, 1.089111322236615, 6.3136152011092515, 2.2363616876383556, 7.270833533282498]|  1.9147794246673584|      0.25000000|[368, 136, 0, 68]                                                          |  | trying linear partial model with 7 points | iterate success | actual_k=2
