k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.50000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.25000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.12500000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-1.0789494646740985, 0.9688268080345839]                                       |8303.6660156250000000|      0.25000000|[26, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[-1.0789494646740985, 0.9688268080345839]                                       |8303.6660156250000000|      0.12500000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-1.0789494646740985, 0.9688268080345839]                                       |8303.6660156250000000|      0.06250000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-1.018321831286623, 0.9536432620115415]                                        |4481.0200195312500000|      0.12500000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       8|[-0.8943928829515804, 0.9373148890194036]                                       |1207.8599853515625000|      0.25000000|[49, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[-0.8943928829515804, 0.9373148890194036]                                       |1207.8599853515625000|      0.12500000|[56, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.7718608287866418, 0.9125985846411081]                                       |286.7374877929687500|      0.25000000|[64, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      11|[-0.7718608287866418, 0.9125985846411081]                                       |286.7374877929687500|      0.12500000|[72, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-0.7718608287866418, 0.9125985846411081]                                       |286.7374877929687500|      0.06250000|[78, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[-0.7094876907735583, 0.9086184270561812]                                       |132.6061553955078125|      0.12500000|[83, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      14|[-0.5846506688933033, 0.902237363816506]                                        | 24.6515865325927734|      0.25000000|[88, 32, 0, 32]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[-0.5846506688933033, 0.902237363816506]                                        | 24.6515865325927734|      0.12500000|[95, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.4601445066743719, 0.9133376146926415]                                       |  3.7144448757171631|      0.25000000|[100, 37, 0, 37]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      17|[-0.4601445066743719, 0.9133376146926415]                                       |  3.7144448757171631|      0.12500000|[107, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[-0.4601445066743719, 0.9133376146926415]                                       |  3.7144448757171631|      0.06250000|[115, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[-0.3981451736453946, 0.9054425083626443]                                       |  1.2539838552474976|      0.12500000|[122, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      20|[-0.3981451736453946, 0.9054425083626443]                                       |  1.2539838552474976|      0.06250000|[129, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[-0.3357032974879571, 0.9027476796224013]                                       |  0.3808294534683228|      0.12500000|[135, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[-0.3357032974879571, 0.9027476796224013]                                       |  0.3808294534683228|      0.06250000|[141, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[-0.2735283151868527, 0.8963820236579816]                                       |  0.1014266908168793|      0.12500000|[146, 55, 0, 55]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[-0.2735283151868527, 0.8963820236579816]                                       |  0.1014266908168793|      0.06250000|[154, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      25|[-0.2735283151868527, 0.8963820236579816]                                       |  0.1014266908168793|      0.03125000|[162, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      26|[-0.2422814916293212, 0.8968275767575079]                                       |  0.0489932149648666|      0.06250000|[168, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      27|[-0.2422814916293212, 0.8968275767575079]                                       |  0.0489932149648666|      0.03125000|[174, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[-0.2114555581971456, 0.9019583006864553]                                       |  0.0225423164665699|      0.06250000|[180, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      29|[-0.2114555581971456, 0.9019583006864553]                                       |  0.0225423164665699|      0.03125000|[186, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[-0.2114555581971456, 0.9019583006864553]                                       |  0.0225423164665699|      0.01562500|[193, 72, 0, 72]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.2114555581971456, 0.9019583006864553]                                       |  0.0225423164665699|      0.00781250|[200, 75, 0, 75]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
