k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.50000000|[641, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 513 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.25000000|[1281, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 513 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.12500000|[1921, 0, 0, 30]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 513 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.06250000|[2561, 0, 0, 40]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 513 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[1.0302541741138642, 0.0154159877997721, 1.888260681584471, 0.0146407795093597, 0.0143380725468981, 2.004842640700831, 0.433265102024729, 0.0222578802411911, 2.118184146662102, 0.8086055245752414, 0.0068678034105321, 2.14924095498327, 0.210990860194252, 0.0263337392024712, 2.2154553530380765, 2.692065624316243, 0.0246304850280644, 2.2726091072300814, 0.8142002163420993, 0.0161699438111938, 2.386026824213389, 2.2704849557466056, 0.0232281733874683, 2.4983634119671145, 14.355405778691281, 0.0536622743911241, 2.552629946600225, 12.162631289832584, 0.0361527065084442, 2.702635151475529, 0.2801620358245739, 0.0108906946617878, 2.938752233384631, 0.2489183114394945, 0.0221964309859766, 2.96892810107853, 1.1589735154480107, 0.0207535383997233, 3.1209364745314594, 0.1831856294300884, 0.0234097616450427, 3.2338405690341774, 0.1210519736357452, 0.0184232166828809, 3.2542952134228145, 3.748030644175278, 0.0239888260604689, 3.38222514845599, 0.8359886063552466, 0.0220757643935408, 3.673065718212941, 0.1563283335604664, 0.0142028191497056, 3.72414571833331, 0.3861930178273328, 0.0237211444395917, 3.827226666767572, 0.9288369722439055, 0.0160085412055811, 3.9587067309354635, 0.2561222736298285, 0.0215392853758701, 4.055808546922422, 2.08026566328549, 0.0181272312553536, 4.168137751861007, 1.940765859990379, 0.0209493359095486, 4.429698819378354, 1.4771263679471645, 0.0178024495462467, 4.563536242812526, 0.4716568545243397, 0.0202032191939596, 4.598922900420187, 0.4964280562965019, 0.0221407537393506, 4.703029621796241, 0.3214212675453044, 0.0122936976478428, 4.796838515023539, 0.8417874963017347, 0.0223726729810033, 4.963604625328259, 0.4568653098654804, 0.0227823478498646, 5.390425776551454, 0.4915190243841943, 0.0199109342098129, 5.41468409010074, 0.9934470238054646, 0.0246586846180964, 2.5773068139057314, -0.0179386880473903, 0.0222065149231842, 3.860463173868065, 0.2602504407206439, 0.0152638321221987, 5.206649969637211]|2486656.0000000000000000|      0.12500000|[2689, 0, 0, 42]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       6|[1.050501241980196, 0.0258928242536525, 1.8680306156611328, 0.0223025131124996, 0.0096865686243251, 1.9869430262713927, 0.4311160608027324, 0.0127035887261726, 2.0954285633261973, 0.8082958038802824, -0.0069660066603055, 2.1458389432085476, 0.2400136529723274, 0.0148456041406636, 2.2140161640053417, 2.696922080537752, 0.0357688030153073, 2.2871673896626783, 0.818352814358806, 0.0017645246559753, 2.3997340397755735, 2.2777890788081847, 0.0455888419420737, 2.491200038787076, 14.357303861598181, 0.0802549091881476, 2.56728402788492, 12.175990525169887, 0.0811957329302278, 2.709063020180005, 0.2676197458998469, 0.0179265303943375, 2.940659624357295, 0.2489344745777309, 0.0087071207418431, 2.9739105444978193, 1.1588863488732448, 0.0339778777713151, 3.1133451413146376, 0.191579143546298, 0.0224013099894685, 3.2369131649014977, 0.1241446643035789, 0.0182139526140197, 3.232436475538777, 3.7246458047039055, 0.0215410638398082, 3.3787951003121286, 0.8160735955364303, 0.0206576494669105, 3.66570012581276, 0.1701461093926888, 0.0026822936366775, 3.729673515690939, 0.3588732773626231, 0.0358867387294353, 3.8246844037667644, 0.9474231596456683, 0.019757925996723, 3.94501121499627, 0.2522730637504118, 0.034560155090877, 4.061570600171107, 2.0952944130479927, 0.0288984888598822, 4.172702499514706, 1.9328420810490017, 0.0251452794125755, 4.446483094755208, 1.4820504166962682, 0.0069617745583762, 4.553275015589443, 0.4778448414954626, 0.0206985253371686, 4.591296454061659, 0.5008982546324, 0.0006130513386202, 4.693143843438467, 0.3295501185784138, 0.0054273253405718, 4.816211899720706, 0.8490093275018188, 0.0158267736835304, 4.965926391334271, 0.4622625313448236, 0.0254115842765551, 5.389375714296932, 0.4853719216632253, 0.0145141588357647, 5.427060894991042, 1.018521409842521, 0.0374474376445123, 2.5790160356722747, -0.0234389239117282, 0.0355636737528093, 3.8683904499585693, 0.2604449075341082, 0.0065105731265015, 5.199128679898331]|2050815.8750000000000000|      0.25000000|[2817, 0, 0, 44]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[1.026486217610573, 0.0313873645500339, 1.8799597043189433, 0.0385018713969395, -0.0093112399209433, 1.9881799846479276, 0.4458687812827746, -0.0010168185980365, 2.088125544920927, 0.7892616253056287, -0.0555959033427553, 2.1050993957614508, 0.2610515037227006, 0.0103157199582265, 2.226447169327769, 2.6852207863855266, 0.0903922237411278, 2.268016859160297, 0.8173932626210805, -0.015457423155928, 2.405371653119507, 2.2740797377718964, 0.0206881915699813, 2.500115890604819, 14.334410871029474, 0.1313084740506527, 2.5449626277776476, 12.214163670803876, 0.1056733401590624, 2.7947040764517337, 0.27910627004453, 0.0582790948401327, 2.964480493007798, 0.2265379136831556, 0.0520659598796448, 3.0039486686161077, 1.185023420800843, 0.0312987696447263, 3.0849439906933562, 0.1562511200226772, 0.0304073393082933, 3.2389472885850696, 0.1492672849531291, -0.0353458862669024, 3.251361783277626, 3.739504327815716, 0.0174484190402089, 3.3691127677876596, 0.8401673286917639, 0.048624326391909, 3.649143757477093, 0.1624844648295289, -0.0145016811702209, 3.752705267786438, 0.3382852631340768, 0.0362948178875077, 3.8270730121834644, 0.9617373897081317, 0.048346695876415, 3.9284589466985294, 0.2552537512441431, 0.0461559388818322, 4.085610529537782, 2.083591031529995, 0.0448983514366885, 4.17060517778575, 1.959645922553304, 0.0361584013618947, 4.409574979306053, 1.503569933983635, -0.0140125864900273, 4.576301910357791, 0.4270258560177198, 0.0044179495780975, 4.604987129419367, 0.4478568628443195, 0.025914783216569, 4.656483329103691, 0.3252870478134232, 0.0097401192789078, 4.837376496093408, 0.8573114110657197, 0.0148033465905932, 4.997964194603362, 0.4831739298973666, 0.0125262140829126, 5.396247333190961, 0.4791556799007251, -0.005180530277822, 5.422330459072843, 1.013862019910196, 0.0169618925783511, 2.541155983509187, -0.0429006544968096, 0.0480437516479349, 3.8836381299017746, 0.2265468036035352, -0.0327616659945551, 5.224649494068256]|1385469.1250000000000000|      0.50000000|[2945, 0, 0, 46]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       8|[1.026486217610573, 0.0313873645500339, 1.8799597043189433, 0.0385018713969395, -0.0093112399209433, 1.9881799846479276, 0.4458687812827746, -0.0010168185980365, 2.088125544920927, 0.7892616253056287, -0.0555959033427553, 2.1050993957614508, 0.2610515037227006, 0.0103157199582265, 2.226447169327769, 2.6852207863855266, 0.0903922237411278, 2.268016859160297, 0.8173932626210805, -0.015457423155928, 2.405371653119507, 2.2740797377718964, 0.0206881915699813, 2.500115890604819, 14.334410871029474, 0.1313084740506527, 2.5449626277776476, 12.214163670803876, 0.1056733401590624, 2.7947040764517337, 0.27910627004453, 0.0582790948401327, 2.964480493007798, 0.2265379136831556, 0.0520659598796448, 3.0039486686161077, 1.185023420800843, 0.0312987696447263, 3.0849439906933562, 0.1562511200226772, 0.0304073393082933, 3.2389472885850696, 0.1492672849531291, -0.0353458862669024, 3.251361783277626, 3.739504327815716, 0.0174484190402089, 3.3691127677876596, 0.8401673286917639, 0.048624326391909, 3.649143757477093, 0.1624844648295289, -0.0145016811702209, 3.752705267786438, 0.3382852631340768, 0.0362948178875077, 3.8270730121834644, 0.9617373897081317, 0.048346695876415, 3.9284589466985294, 0.2552537512441431, 0.0461559388818322, 4.085610529537782, 2.083591031529995, 0.0448983514366885, 4.17060517778575, 1.959645922553304, 0.0361584013618947, 4.409574979306053, 1.503569933983635, -0.0140125864900273, 4.576301910357791, 0.4270258560177198, 0.0044179495780975, 4.604987129419367, 0.4478568628443195, 0.025914783216569, 4.656483329103691, 0.3252870478134232, 0.0097401192789078, 4.837376496093408, 0.8573114110657197, 0.0148033465905932, 4.997964194603362, 0.4831739298973666, 0.0125262140829126, 5.396247333190961, 0.4791556799007251, -0.005180530277822, 5.422330459072843, 1.013862019910196, 0.0169618925783511, 2.541155983509187, -0.0429006544968096, 0.0480437516479349, 3.8836381299017746, 0.2265468036035352, -0.0327616659945551, 5.224649494068256]|1385469.1250000000000000|      0.25000000|[3585, 0, 0, 56]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 513 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[1.026486217610573, 0.0313873645500339, 1.8799597043189433, 0.0385018713969395, -0.0093112399209433, 1.9881799846479276, 0.4458687812827746, -0.0010168185980365, 2.088125544920927, 0.7892616253056287, -0.0555959033427553, 2.1050993957614508, 0.2610515037227006, 0.0103157199582265, 2.226447169327769, 2.6852207863855266, 0.0903922237411278, 2.268016859160297, 0.8173932626210805, -0.015457423155928, 2.405371653119507, 2.2740797377718964, 0.0206881915699813, 2.500115890604819, 14.334410871029474, 0.1313084740506527, 2.5449626277776476, 12.214163670803876, 0.1056733401590624, 2.7947040764517337, 0.27910627004453, 0.0582790948401327, 2.964480493007798, 0.2265379136831556, 0.0520659598796448, 3.0039486686161077, 1.185023420800843, 0.0312987696447263, 3.0849439906933562, 0.1562511200226772, 0.0304073393082933, 3.2389472885850696, 0.1492672849531291, -0.0353458862669024, 3.251361783277626, 3.739504327815716, 0.0174484190402089, 3.3691127677876596, 0.8401673286917639, 0.048624326391909, 3.649143757477093, 0.1624844648295289, -0.0145016811702209, 3.752705267786438, 0.3382852631340768, 0.0362948178875077, 3.8270730121834644, 0.9617373897081317, 0.048346695876415, 3.9284589466985294, 0.2552537512441431, 0.0461559388818322, 4.085610529537782, 2.083591031529995, 0.0448983514366885, 4.17060517778575, 1.959645922553304, 0.0361584013618947, 4.409574979306053, 1.503569933983635, -0.0140125864900273, 4.576301910357791, 0.4270258560177198, 0.0044179495780975, 4.604987129419367, 0.4478568628443195, 0.025914783216569, 4.656483329103691, 0.3252870478134232, 0.0097401192789078, 4.837376496093408, 0.8573114110657197, 0.0148033465905932, 4.997964194603362, 0.4831739298973666, 0.0125262140829126, 5.396247333190961, 0.4791556799007251, -0.005180530277822, 5.422330459072843, 1.013862019910196, 0.0169618925783511, 2.541155983509187, -0.0429006544968096, 0.0480437516479349, 3.8836381299017746, 0.2265468036035352, -0.0327616659945551, 5.224649494068256]|1385469.1250000000000000|      0.12500000|[4225, 0, 0, 66]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 513 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[1.026486217610573, 0.0313873645500339, 1.8799597043189433, 0.0385018713969395, -0.0093112399209433, 1.9881799846479276, 0.4458687812827746, -0.0010168185980365, 2.088125544920927, 0.7892616253056287, -0.0555959033427553, 2.1050993957614508, 0.2610515037227006, 0.0103157199582265, 2.226447169327769, 2.6852207863855266, 0.0903922237411278, 2.268016859160297, 0.8173932626210805, -0.015457423155928, 2.405371653119507, 2.2740797377718964, 0.0206881915699813, 2.500115890604819, 14.334410871029474, 0.1313084740506527, 2.5449626277776476, 12.214163670803876, 0.1056733401590624, 2.7947040764517337, 0.27910627004453, 0.0582790948401327, 2.964480493007798, 0.2265379136831556, 0.0520659598796448, 3.0039486686161077, 1.185023420800843, 0.0312987696447263, 3.0849439906933562, 0.1562511200226772, 0.0304073393082933, 3.2389472885850696, 0.1492672849531291, -0.0353458862669024, 3.251361783277626, 3.739504327815716, 0.0174484190402089, 3.3691127677876596, 0.8401673286917639, 0.048624326391909, 3.649143757477093, 0.1624844648295289, -0.0145016811702209, 3.752705267786438, 0.3382852631340768, 0.0362948178875077, 3.8270730121834644, 0.9617373897081317, 0.048346695876415, 3.9284589466985294, 0.2552537512441431, 0.0461559388818322, 4.085610529537782, 2.083591031529995, 0.0448983514366885, 4.17060517778575, 1.959645922553304, 0.0361584013618947, 4.409574979306053, 1.503569933983635, -0.0140125864900273, 4.576301910357791, 0.4270258560177198, 0.0044179495780975, 4.604987129419367, 0.4478568628443195, 0.025914783216569, 4.656483329103691, 0.3252870478134232, 0.0097401192789078, 4.837376496093408, 0.8573114110657197, 0.0148033465905932, 4.997964194603362, 0.4831739298973666, 0.0125262140829126, 5.396247333190961, 0.4791556799007251, -0.005180530277822, 5.422330459072843, 1.013862019910196, 0.0169618925783511, 2.541155983509187, -0.0429006544968096, 0.0480437516479349, 3.8836381299017746, 0.2265468036035352, -0.0327616659945551, 5.224649494068256]|1385469.1250000000000000|      0.06250000|[4865, 0, 0, 76]                                                           |  | trying linear partial model with 65 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 129 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 193 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 257 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 321 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 385 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 449 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 513 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 577 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
