k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.25000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.9578419038537812, 0.9378754760916536]                                       |2359.1376953125000000|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[-0.9578419038537812, 0.9378754760916536]                                       |2359.1376953125000000|      0.25000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[-0.9578419038537812, 0.9378754760916536]                                       |2359.1376953125000000|      0.12500000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.8442529551741675, 0.8856974084974998]                                       |624.8868408203125000|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[-0.5952699271982475, 0.8631707181071606]                                       | 26.5565700531005859|      0.50000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[-0.5952699271982475, 0.8631707181071606]                                       | 26.5565700531005859|      0.25000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[-0.5952699271982475, 0.8631707181071606]                                       | 26.5565700531005859|      0.12500000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.4724872161132168, 0.8866101263464887]                                       |  4.3575854301452637|      0.25000000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[-0.4724872161132168, 0.8866101263464887]                                       |  4.3575854301452637|      0.12500000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-0.3582940261324035, 0.8357680634260495]                                       |  0.5484806895256042|      0.25000000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[-0.3582940261324035, 0.8357680634260495]                                       |  0.5484806895256042|      0.12500000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-0.2334144536959424, 0.830282410494386]                                        |  0.0399356707930565|      0.25000000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[-0.2334144536959424, 0.830282410494386]                                        |  0.0399356707930565|      0.12500000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[-0.2334144536959424, 0.830282410494386]                                        |  0.0399356707930565|      0.06250000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[-0.2334144536959424, 0.830282410494386]                                        |  0.0399356707930565|      0.03125000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[-0.2023108482472064, 0.8272611147310823]                                       |  0.0187791250646114|      0.06250000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[-0.2023108482472064, 0.8272611147310823]                                       |  0.0187791250646114|      0.03125000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[-0.2023108482472064, 0.8272611147310823]                                       |  0.0187791250646114|      0.01562500|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[-0.2023108482472064, 0.8272611147310823]                                       |  0.0187791250646114|      0.00781250|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[-0.1945090091774223, 0.8276691139702858]                                       |  0.0154019044712186|      0.01562500|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[-0.1945090091774223, 0.8276691139702858]                                       |  0.0154019044712186|      0.00781250|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[-0.1866965109827189, 0.8276744250678445]                                       |  0.0125819342210889|      0.01562500|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[-0.1866965109827189, 0.8276744250678445]                                       |  0.0125819342210889|      0.00781250|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[-0.1788848181966978, 0.8277867285264949]                                       |  0.0102347163483500|      0.01562500|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[-0.1788848181966978, 0.8277867285264949]                                       |  0.0102347163483500|      0.00781250|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[-0.1788848181966978, 0.8277867285264949]                                       |  0.0102347163483500|      0.00390625|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[-0.174984514119208, 0.8280021749597839]                                        |  0.0092152375727892|      0.00781250|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[-0.174984514119208, 0.8280021749597839]                                        |  0.0092152375727892|      0.00390625|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.1710831820042159, 0.8281981259511845]                                       |  0.0082874605432153|      0.00781250|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[-0.1710831820042159, 0.8281981259511845]                                       |  0.0082874605432153|      0.00390625|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[-0.1671785340844105, 0.8283099905338691]                                       |  0.0074441386386752|      0.00781250|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[-0.1671785340844105, 0.8283099905338691]                                       |  0.0074441386386752|      0.00390625|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[-0.1632798907821104, 0.8285536490324494]                                       |  0.0066781239584088|      0.00781250|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[-0.1632798907821104, 0.8285536490324494]                                       |  0.0066781239584088|      0.00390625|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[-0.1593779895101498, 0.8287379192860785]                                       |  0.0059830090031028|      0.00781250|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[-0.1593779895101498, 0.8287379192860785]                                       |  0.0059830090031028|      0.00390625|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[-0.1554763179265771, 0.828926990480186]                                        |  0.0053529320284724|      0.00781250|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[-0.1554763179265771, 0.828926990480186]                                        |  0.0053529320284724|      0.00390625|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[-0.1554763179265771, 0.828926990480186]                                        |  0.0053529320284724|      0.00195312|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[-0.1535273222794294, 0.8290539283903002]                                       |  0.0050605405122042|      0.00390625|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[-0.1535273222794294, 0.8290539283903002]                                       |  0.0050605405122042|      0.00195312|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[-0.151578616150915, 0.8291852360074272]                                        |  0.0047823744826019|      0.00390625|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      45|[-0.151578616150915, 0.8291852360074272]                                        |  0.0047823744826019|      0.00195312|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      46|[-0.1496282247254672, 0.8292885343770412]                                       |  0.0045178201980889|      0.00390625|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      47|[-0.1496282247254672, 0.8292885343770412]                                       |  0.0045178201980889|      0.00195312|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      48|[-0.1476801299355575, 0.829428619905029]                                        |  0.0042662750929594|      0.00390625|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[-0.1476801299355575, 0.829428619905029]                                        |  0.0042662750929594|      0.00195312|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[-0.1457308281490653, 0.8295507665824419]                                       |  0.0040271589532495|      0.00390625|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      51|[-0.1457308281490653, 0.8295507665824419]                                       |  0.0040271589532495|      0.00195312|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      52|[-0.1437819942444754, 0.8296801639469669]                                       |  0.0037999311462045|      0.00390625|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[-0.1437819942444754, 0.8296801639469669]                                       |  0.0037999311462045|      0.00195312|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      54|[-0.1418336017857014, 0.8298160465883067]                                       |  0.0035840631462634|      0.00390625|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[-0.1418336017857014, 0.8298160465883067]                                       |  0.0035840631462634|      0.00195312|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[-0.1398854851286118, 0.8299558276885853]                                       |  0.0033790473826230|      0.00390625|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[-0.1398854851286118, 0.8299558276885853]                                       |  0.0033790473826230|      0.00195312|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[-0.1379372347374831, 0.8300937322900029]                                       |  0.0031843974720687|      0.00390625|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[-0.1379372347374831, 0.8300937322900029]                                       |  0.0031843974720687|      0.00195312|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
