k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      1.11111111|[117, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      1.00000000|[233, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      0.90000000|[350, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      0.81000000|[466, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      0.72900000|[582, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      0.65610000|[700, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      0.59049000|[816, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      0.53144100|[933, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      0.47829690|[1049, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      0.43046721|[1165, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[9.931091137085598, -0.659306121025716, -0.3213341252929177, -0.1053145343716245, 0.6553308355573587, -0.4620706705489275, 0.1351845701040019]|61036.2031250000000000|      0.38742049|[1281, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[9.898207327554744, -0.7394611769284977, -0.2988214398535733, 0.1629586060812575, 0.9046521546441448, -0.4954101230727381, 0.2178799100032642]|50616.5195312500000000|      0.43046721|[1397, 96, 0, 24]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      13|[9.898207327554744, -0.7394611769284977, -0.2988214398535733, 0.1629586060812575, 0.9046521546441448, -0.4954101230727381, 0.2178799100032642]|50616.5195312500000000|      0.38742049|[1513, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[9.898207327554744, -0.7394611769284977, -0.2988214398535733, 0.1629586060812575, 0.9046521546441448, -0.4954101230727381, 0.2178799100032642]|50616.5195312500000000|      0.34867844|[1629, 112, 0, 28]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[9.898207327554744, -0.7394611769284977, -0.2988214398535733, 0.1629586060812575, 0.9046521546441448, -0.4954101230727381, 0.2178799100032642]|50616.5195312500000000|      0.31381060|[1745, 120, 0, 30]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
