k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      1.11111111|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[1.324236212788985, -1.1647715737406539]                                        |  3.5546140670776367|      1.23456790|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[1.324236212788985, -1.1647715737406539]                                        |  3.5546140670776367|      1.11111111|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[0.4154495024086219, -0.5254949385735589]                                       |  0.9643464684486389|      1.23456790|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[0.4154495024086219, -0.5254949385735589]                                       |  0.9643464684486389|      1.11111111|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.4154495024086219, -0.5254949385735589]                                       |  0.9643464684486389|      1.00000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.4154495024086219, -0.5254949385735589]                                       |  0.9643464684486389|      0.90000000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.4154495024086219, -0.5254949385735589]                                       |  0.9643464684486389|      0.81000000|[52, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.4154495024086219, -0.5254949385735589]                                       |  0.9643464684486389|      0.72900000|[60, 21, 0, 21]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.4154495024086219, -0.5254949385735589]                                       |  0.9643464684486389|      0.65610000|[66, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.4154495024086219, -0.5254949385735589]                                       |  0.9643464684486389|      0.59049000|[74, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.4154495024086219, -0.5254949385735589]                                       |  0.9643464684486389|      0.53144100|[80, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.4154495024086219, -0.5254949385735589]                                       |  0.9643464684486389|      0.47829690|[87, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      14|[-0.0503317213346517, -0.6341953348829961]                                      |  0.8421093821525574|      0.53144100|[92, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[-0.0503317213346517, -0.6341953348829961]                                      |  0.8421093821525574|      0.47829690|[99, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.0503317213346517, -0.6341953348829961]                                      |  0.8421093821525574|      0.43046721|[105, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[-0.0503317213346517, -0.6341953348829961]                                      |  0.8421093821525574|      0.38742049|[112, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[-0.0503317213346517, -0.6341953348829961]                                      |  0.8421093821525574|      0.34867844|[118, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[-0.0503317213346517, -0.6341953348829961]                                      |  0.8421093821525574|      0.31381060|[125, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[-0.0503317213346517, -0.6341953348829961]                                      |  0.8421093821525574|      0.28242954|[132, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.1761773512273635, -0.8028965000359621]                                       |  0.7986245751380920|      0.31381060|[138, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[0.1761773512273635, -0.8028965000359621]                                       |  0.7986245751380920|      0.28242954|[144, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.1761773512273635, -0.8028965000359621]                                       |  0.7986245751380920|      0.25418658|[151, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.1761773512273635, -0.8028965000359621]                                       |  0.7986245751380920|      0.22876792|[157, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.1761773512273635, -0.8028965000359621]                                       |  0.7986245751380920|      0.20589113|[165, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.1761773512273635, -0.8028965000359621]                                       |  0.7986245751380920|      0.18530202|[171, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.1761773512273635, -0.8028965000359621]                                       |  0.7986245751380920|      0.16677182|[177, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.1761773512273635, -0.8028965000359621]                                       |  0.7986245751380920|      0.15009464|[183, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.1761773512273635, -0.8028965000359621]                                       |  0.7986245751380920|      0.13508517|[189, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[0.216592791666673, -0.6739988825036736]                                        |  0.7828329801559448|      0.15009464|[194, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      31|[0.216592791666673, -0.6739988825036736]                                        |  0.7828329801559448|      0.13508517|[201, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.216592791666673, -0.6739988825036736]                                        |  0.7828329801559448|      0.12157665|[209, 77, 0, 77]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.216592791666673, -0.6739988825036736]                                        |  0.7828329801559448|      0.10941899|[215, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.216592791666673, -0.6739988825036736]                                        |  0.7828329801559448|      0.09847709|[222, 82, 0, 82]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.118787820777859, -0.6854847419540364]                                        |  0.7753588557243347|      0.10941899|[227, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[0.118787820777859, -0.6854847419540364]                                        |  0.7753588557243347|      0.09847709|[234, 87, 0, 87]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.118787820777859, -0.6854847419540364]                                        |  0.7753588557243347|      0.08862938|[242, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.118787820777859, -0.6854847419540364]                                        |  0.7753588557243347|      0.07976644|[249, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.118787820777859, -0.6854847419540364]                                        |  0.7753588557243347|      0.07178980|[256, 96, 0, 96]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.118787820777859, -0.6854847419540364]                                        |  0.7753588557243347|      0.06461082|[262, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.118787820777859, -0.6854847419540364]                                        |  0.7753588557243347|      0.05814974|[268, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[0.118787820777859, -0.6854847419540364]                                        |  0.7753588557243347|      0.05233476|[274, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.1650599745941036, -0.7099350023035527]                                       |  0.7736297845840454|      0.05814974|[282, 105, 0, 105]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      44|[0.1650599745941036, -0.7099350023035527]                                       |  0.7736297845840454|      0.05233476|[289, 108, 0, 108]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.1650599745941036, -0.7099350023035527]                                       |  0.7736297845840454|      0.04710129|[297, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      46|[0.1650599745941036, -0.7099350023035527]                                       |  0.7736297845840454|      0.04239116|[303, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.1650599745941036, -0.7099350023035527]                                       |  0.7736297845840454|      0.03815204|[310, 116, 0, 116]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      48|[0.1650599745941036, -0.7099350023035527]                                       |  0.7736297845840454|      0.03433684|[316, 118, 0, 118]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1650599745941036, -0.7099350023035527]                                       |  0.7736297845840454|      0.03090315|[324, 121, 0, 121]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      50|[0.1650599745941036, -0.7099350023035527]                                       |  0.7736297845840454|      0.02781284|[331, 124, 0, 124]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1454339350479681, -0.6902278314797401]                                       |  0.7733533382415771|      0.03090315|[339, 127, 0, 127]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      52|[0.1454339350479681, -0.6902278314797401]                                       |  0.7733533382415771|      0.02781284|[345, 129, 0, 129]                                                         |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
