k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.0, 0.0, 0.0]                                                                |2499.9997982897020847|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      5.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[-1.0948809526749828, -0.9829609176219597, -0.1574339202563493]                 |1375.1679687500000000|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.4073850150901479, -1.4579257167884014, -0.7067587561750711]                 |522.8057250976562500|      5.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[-0.4073850150901479, -1.4579257167884014, -0.7067587561750711]                 |522.8057250976562500|      1.00000000|[33, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.2275703175804534, -1.2678794224990597, -1.4555672307131569]                  | 68.4515914916992188|      5.00000000|[41, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
       6|[0.2275703175804534, -1.2678794224990597, -1.4555672307131569]                  | 68.4515914916992188|      1.00000000|[51, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.2275703175804534, -1.2678794224990597, -1.4555672307131569]                  | 68.4515914916992188|      0.20000000|[61, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.3888818630321207, -1.1718264254195956, -1.5245049348818276]                  | 29.5023937225341797|      1.00000000|[66, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[0.3888818630321207, -1.1718264254195956, -1.5245049348818276]                  | 29.5023937225341797|      0.20000000|[76, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.4875759833450685, -1.0011417166017365, -1.4909460196518023]                  | 11.7924013137817383|      1.00000000|[81, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.4875759833450685, -1.0011417166017365, -1.4909460196518023]                  | 11.7924013137817383|      0.20000000|[93, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.6062039360811007, -0.9096517367394472, -1.6234488211861684]                  |  3.8512012958526611|      1.00000000|[101, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      13|[0.6062039360811007, -0.9096517367394472, -1.6234488211861684]                  |  3.8512012958526611|      0.20000000|[112, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.6062039360811007, -0.9096517367394472, -1.6234488211861684]                  |  3.8512012958526611|      0.04000000|[122, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.5764272342718426, -0.8881053346289359, -1.6076659004978204]                  |  2.9873018264770508|      0.20000000|[130, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      16|[0.5764272342718426, -0.8881053346289359, -1.6076659004978204]                  |  2.9873018264770508|      0.04000000|[140, 55, 0, 55]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.5507250010043412, -0.8613236687968159, -1.592761619893927]                   |  2.5871274471282959|      0.20000000|[149, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
      18|[0.5507250010043412, -0.8613236687968159, -1.592761619893927]                   |  2.5871274471282959|      0.04000000|[161, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.5507250010043412, -0.8613236687968159, -1.592761619893927]                   |  2.5871274471282959|      0.00800000|[173, 67, 0, 67]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.5484358794640748, -0.855285762539168, -1.5880389500348595]                   |  2.5495386123657227|      0.04000000|[183, 71, 0, 71]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
      21|[0.5484358794640748, -0.855285762539168, -1.5880389500348595]                   |  2.5495386123657227|      0.00800000|[194, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.5519061318320819, -0.8517404913625761, -1.5817629321264428]                  |  2.5252425670623779|      0.04000000|[199, 77, 0, 77]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[0.5519061318320819, -0.8517404913625761, -1.5817629321264428]                  |  2.5252425670623779|      0.00800000|[209, 81, 0, 81]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.5554900400295854, -0.8486251675123132, -1.5753247367783774]                  |  2.5024974346160889|      0.04000000|[217, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
      25|[0.5554900400295854, -0.8486251675123132, -1.5753247367783774]                  |  2.5024974346160889|      0.00800000|[227, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.5539692656202092, -0.8476567203657488, -1.5675305495006622]                  |  2.4856200218200684|      0.04000000|[232, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.5539692656202092, -0.8476567203657488, -1.5675305495006622]                  |  2.4856200218200684|      0.00800000|[242, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.555192428461866, -0.8469511830532659, -1.5596561549357775]                   |  2.4770700931549072|      0.04000000|[248, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
