k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.20000000|[28, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       2|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.04000000|[54, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00800000|[81, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       4|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00160000|[107, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00032000|[134, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00006400|[160, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00001280|[186, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[97.0, 0.009, 100.0, 65.0, 20.0, 70.0, 178.0, 16.5]                             |7371.7205784419347765|      0.00000256|[212, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[97.00000002725413, 0.0090025594512157, 100.00000000302569, 65.00000003836637, 20.000000021759746, 70.0000000082223, 177.99999999865892, 16.500000006531625]|7371.3183593750000000|      0.00001280|[238, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[97.00000002725413, 0.0090025594512157, 100.00000000302569, 65.00000003836637, 20.000000021759746, 70.0000000082223, 177.99999999865892, 16.500000006531625]|7371.3183593750000000|      0.00000256|[264, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      11|[97.0000000293507, 0.0090051190711334, 100.00000000113008, 65.000000070874, 20.0000000404328, 70.00000001652406, 178.000000019246, 16.500000000229804]|7370.9521484375000000|      0.00001280|[290, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      12|[97.0000000293507, 0.0090051190711334, 100.00000000113008, 65.000000070874, 20.0000000404328, 70.00000001652406, 178.000000019246, 16.500000000229804]|7370.9521484375000000|      0.00000256|[316, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[97.0000000289288, 0.0090076782890063, 99.9999999973849, 65.00000012302513, 20.000000073398393, 70.00000001683833, 178.00000003171294, 16.50000000549103]|7370.6220703125000000|      0.00001280|[343, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      14|[97.0000000289288, 0.0090076782890063, 99.9999999973849, 65.00000012302513, 20.000000073398393, 70.00000001683833, 178.00000003171294, 16.50000000549103]|7370.6220703125000000|      0.00000256|[369, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[97.00000006042414, 0.0090102352264008, 99.99999997974504, 65.00000022121264, 20.00000011486578, 70.00000000121871, 178.00000004828328, 16.500000055382486]|7370.3276367187500000|      0.00001280|[396, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      16|[97.00000006042414, 0.0090102352264008, 99.99999997974504, 65.00000022121264, 20.00000011486578, 70.00000000121871, 178.00000004828328, 16.500000055382486]|7370.3276367187500000|      0.00000256|[422, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[97.00000006205181, 0.0090127942389162, 99.99999998132739, 65.00000027983448, 20.000000151166223, 70.00000000348862, 178.00000006482435, 16.500000059480417]|7370.0688476562500000|      0.00001280|[448, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
