k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3745460440724845, 0.0805014905256098, -0.0046744768418433, 0.3414217719043455, 0.2806374926820427, 0.2369282320626381, 0.1412396821792244, -0.1602703582654666, -0.3428440853709424, 0.0293231933301588, 0.1002231869784366, -0.0840799884918297, 0.0931275987240298, -0.2873611031390292, 0.1488417562867712, 0.0735541899016584, -0.0583301272550185, 0.1481653520123203, -0.145756711977893, 0.3521121417460836, -0.1677835838101617, 0.3210179035019631]| 13.9616146087646484|      1.11111111|[30, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[0.9678884992875156, -0.093385578254091, -0.2941507546028889, 0.7509705592129194, 0.5152545923295163, 0.0900220263967544, 0.3585686586611782, -0.1814977103381414, -0.4110177557498146, 0.0136230880294627, 0.0354932482528985, -0.1410496851418688, 0.4350349528324177, -0.2642800288859077, -0.0436521434485889, -0.1204629287984801, -0.1347184618362913, 0.2435955636220554, -0.1785995404692056, 0.6379316756235314, -0.5846691483857328, 0.2992604479980084]| 12.9795942306518555|      1.23456790|[59, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[1.3220931513430145, -0.0961108302109032, -0.2744143291097494, 1.3861851305385813, 0.1893772704855816, 0.4219200434977043, 0.619479468706585, 0.1100787125028151, -0.8537362810135305, -0.1856504640625103, -0.1243685473529594, -0.0503546757324371, 0.4881302340514492, -0.0331117150164185, -0.0240918807760746, -0.1670217356686427, 0.1949185977487659, -0.0261762467765599, -0.4050430795566176, 0.8184191375166568, -0.6139986807240952, 0.1234492094349879]| 12.3245239257812500|      1.37174211|[88, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[1.3220931513430145, -0.0961108302109032, -0.2744143291097494, 1.3861851305385813, 0.1893772704855816, 0.4219200434977043, 0.619479468706585, 0.1100787125028151, -0.8537362810135305, -0.1856504640625103, -0.1243685473529594, -0.0503546757324371, 0.4881302340514492, -0.0331117150164185, -0.0240918807760746, -0.1670217356686427, 0.1949185977487659, -0.0261762467765599, -0.4050430795566176, 0.8184191375166568, -0.6139986807240952, 0.1234492094349879]| 12.3245239257812500|      1.23456790|[117, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       5|[1.3220931513430145, -0.0961108302109032, -0.2744143291097494, 1.3861851305385813, 0.1893772704855816, 0.4219200434977043, 0.619479468706585, 0.1100787125028151, -0.8537362810135305, -0.1856504640625103, -0.1243685473529594, -0.0503546757324371, 0.4881302340514492, -0.0331117150164185, -0.0240918807760746, -0.1670217356686427, 0.1949185977487659, -0.0261762467765599, -0.4050430795566176, 0.8184191375166568, -0.6139986807240952, 0.1234492094349879]| 12.3245239257812500|      1.11111111|[146, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       6|[1.3220931513430145, -0.0961108302109032, -0.2744143291097494, 1.3861851305385813, 0.1893772704855816, 0.4219200434977043, 0.619479468706585, 0.1100787125028151, -0.8537362810135305, -0.1856504640625103, -0.1243685473529594, -0.0503546757324371, 0.4881302340514492, -0.0331117150164185, -0.0240918807760746, -0.1670217356686427, 0.1949185977487659, -0.0261762467765599, -0.4050430795566176, 0.8184191375166568, -0.6139986807240952, 0.1234492094349879]| 12.3245239257812500|      1.00000000|[175, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       7|[1.3220931513430145, -0.0961108302109032, -0.2744143291097494, 1.3861851305385813, 0.1893772704855816, 0.4219200434977043, 0.619479468706585, 0.1100787125028151, -0.8537362810135305, -0.1856504640625103, -0.1243685473529594, -0.0503546757324371, 0.4881302340514492, -0.0331117150164185, -0.0240918807760746, -0.1670217356686427, 0.1949185977487659, -0.0261762467765599, -0.4050430795566176, 0.8184191375166568, -0.6139986807240952, 0.1234492094349879]| 12.3245239257812500|      0.90000000|[204, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       8|[1.3220931513430145, -0.0961108302109032, -0.2744143291097494, 1.3861851305385813, 0.1893772704855816, 0.4219200434977043, 0.619479468706585, 0.1100787125028151, -0.8537362810135305, -0.1856504640625103, -0.1243685473529594, -0.0503546757324371, 0.4881302340514492, -0.0331117150164185, -0.0240918807760746, -0.1670217356686427, 0.1949185977487659, -0.0261762467765599, -0.4050430795566176, 0.8184191375166568, -0.6139986807240952, 0.1234492094349879]| 12.3245239257812500|      0.81000000|[234, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       9|[1.3220931513430145, -0.0961108302109032, -0.2744143291097494, 1.3861851305385813, 0.1893772704855816, 0.4219200434977043, 0.619479468706585, 0.1100787125028151, -0.8537362810135305, -0.1856504640625103, -0.1243685473529594, -0.0503546757324371, 0.4881302340514492, -0.0331117150164185, -0.0240918807760746, -0.1670217356686427, 0.1949185977487659, -0.0261762467765599, -0.4050430795566176, 0.8184191375166568, -0.6139986807240952, 0.1234492094349879]| 12.3245239257812500|      0.72900000|[263, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      10|[1.3220931513430145, -0.0961108302109032, -0.2744143291097494, 1.3861851305385813, 0.1893772704855816, 0.4219200434977043, 0.619479468706585, 0.1100787125028151, -0.8537362810135305, -0.1856504640625103, -0.1243685473529594, -0.0503546757324371, 0.4881302340514492, -0.0331117150164185, -0.0240918807760746, -0.1670217356686427, 0.1949185977487659, -0.0261762467765599, -0.4050430795566176, 0.8184191375166568, -0.6139986807240952, 0.1234492094349879]| 12.3245239257812500|      0.65610000|[292, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      11|[1.3220931513430145, -0.0961108302109032, -0.2744143291097494, 1.3861851305385813, 0.1893772704855816, 0.4219200434977043, 0.619479468706585, 0.1100787125028151, -0.8537362810135305, -0.1856504640625103, -0.1243685473529594, -0.0503546757324371, 0.4881302340514492, -0.0331117150164185, -0.0240918807760746, -0.1670217356686427, 0.1949185977487659, -0.0261762467765599, -0.4050430795566176, 0.8184191375166568, -0.6139986807240952, 0.1234492094349879]| 12.3245239257812500|      0.59049000|[321, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
