k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      5.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       3|[1.9680174690915477, 1.0093644888906446, -7.834405216703858]                    |  8.9858198165893555|      5.00000000|[26, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | iterate success | actual_k=1
       4|[1.9680174690915477, 1.0093644888906446, -7.834405216703858]                    |  8.9858198165893555|      1.00000000|[38, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       5|[1.9680174690915477, 1.0093644888906446, -7.834405216703858]                    |  8.9858198165893555|      0.20000000|[50, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       6|[1.8757477499332345, 0.8319221197127618, -7.835115531412932]                    |  6.8402647972106934|      1.00000000|[55, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[1.8757477499332345, 0.8319221197127618, -7.835115531412932]                    |  6.8402647972106934|      0.20000000|[66, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       8|[1.8757477499332345, 0.8319221197127618, -7.835115531412932]                    |  6.8402647972106934|      0.04000000|[76, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       9|[1.8606132763879346, 0.7951675577433434, -7.8395932412006255]                   |  6.4987335205078125|      0.20000000|[81, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[1.7947959378087348, 0.6100165385889059, -7.876838080419289]                    |  5.1851263046264648|      1.00000000|[90, 35, 0, 35]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
      11|[1.7947959378087348, 0.6100165385889059, -7.876838080419289]                    |  5.1851263046264648|      0.20000000|[101, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.7947959378087348, 0.6100165385889059, -7.876838080419289]                    |  5.1851263046264648|      0.04000000|[112, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      13|[1.7855477947348724, 0.5771472327337018, -7.897672681022191]                    |  5.0159859657287598|      0.20000000|[118, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[1.7855477947348724, 0.5771472327337018, -7.897672681022191]                    |  5.0159859657287598|      0.04000000|[128, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.761937671603566, 0.5502900713814912, -7.879749094053453]                     |  4.8314633369445801|      0.20000000|[134, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[1.761937671603566, 0.5502900713814912, -7.879749094053453]                     |  4.8314633369445801|      0.04000000|[145, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.7337715590053795, 0.5218883634153484, -7.879634701255483]                    |  4.6360497474670410|      0.20000000|[151, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[1.7337715590053795, 0.5218883634153484, -7.879634701255483]                    |  4.6360497474670410|      0.04000000|[163, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
