k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|328350.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.1345654330125354, 0.9099160648595446, 0.9126673029398481, 0.8849767325056546, 0.9592791137021108, 1.1144424560042214, 0.8889612392302827, 0.8301162132205027, 1.093002984177517, 1.0814363948456798, 1.0201814817997876, 1.073319548668642, 0.9655973147887374, 0.9974712185061082, 1.0615583160552815, 0.9157300375711351, 1.1032671589920238, 1.0674637563873732, 0.9803629608175548, 0.9702810910460176, 1.143663261673719, 1.0786596029625515, 1.0145070082843066, 1.2127509476145755, 1.1094240332426155, 0.992512402677632, 0.9618459673074864, 1.0651114713086647, 1.0087865994089213, 1.051684766644992, 1.1264196558424717, 1.1261840638967473, 1.0650309558271884, 0.8690612954825843, 1.0405042845625776, 0.9510115668274025, 0.996994730979478, 1.044916802026174, 1.0404162579267144, 1.1123764740418207, 0.9385826390658694, 1.0191373762574105, 0.8861751827073473, 0.9731884361046761, 1.087979254777045, 1.1523430541359847, 0.8686175600737369, 1.0684477845232, 1.0047240278186316, 0.9514890841343311, 0.8876126943248178, 1.0181283398727072, 1.0617656534182787, 0.8347444100648685, 0.932943407209406, 0.8720714135963057, 1.2263609011424734, 1.00378524477669, 0.9489729697033141, 1.2027840514939192, 1.0118830380270458, 0.9755648880553369, 0.842854139647518, 1.0206448896948421, 0.8860936893886027, 1.1828951275076123, 1.0821998665464196, 0.859172229436654, 1.161708792851877, 0.9911124501201015, 1.0497035845372156, 1.1534295479905867, 0.9293104042484123, 1.0184936726208385, 1.098337343322525, 1.0900908604111392, 1.078517846780002, 1.0745341924710456, 1.1457651329616543, 1.0967464626719667, 1.0643314627770484, 0.9856322815368085, 1.184961643269689, 1.0924962805672223, 1.0252521691025427, 1.084129378704237, 0.9010945470190581, 1.0224186655216814, 0.9245054756105221, 1.1680622419960605, 1.0883156205480748, 1.155813182434996, 1.1420749725557378, 1.2149213404948713, 1.0806866322485655, 1.1302846555709412, 1.0842114207843867, 1.024221239138664, 0.9896759408151787, 1.0510773682269445]|327397.3437500000000000|      1.11111111|[30, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[1.2356715939033598, 1.0389681479176838, 0.8986055934860641, 1.1132013407676205, 1.0401142793124007, 1.2750582921157065, 0.7403670377975623, 0.9396223928583296, 1.1377756150286276, 1.0633249424853646, 1.1086328911939947, 0.9522132091860017, 0.9031730504394251, 1.0611001653463243, 0.9065577636233934, 0.8574418515258762, 1.2524666336522776, 1.082643169918902, 0.8914600966910028, 1.045619149787166, 1.158309765754323, 0.8601523600434707, 1.044648509778142, 1.1487298667071446, 1.2830690691311228, 0.8052185099181325, 0.8233242733785469, 0.9939487835692964, 0.9782685035316379, 1.0401607343983308, 0.8734424815683791, 1.225270691490084, 0.9623418948048305, 1.0729882624572815, 1.044497798190298, 0.8515084380812086, 1.1947270228193643, 0.9546863549490783, 0.9915052763053596, 1.0838962023021868, 0.699777873090291, 1.0238410982729125, 0.8517300288442508, 1.0725757775550149, 1.0924348269375903, 1.0765538552266753, 0.8466337996590209, 1.146449337076394, 1.1123893201902966, 1.194345218285793, 1.0093630160086442, 1.0707931308512837, 1.0945620032620669, 0.9605571866169496, 0.8184189449059571, 0.9965506311930727, 1.3918321450493154, 1.0069664833099825, 0.9065325248390261, 1.1793202168098276, 0.9839211933757206, 0.9700556128286942, 0.7857791295062109, 0.9602805055905774, 0.7920879476276091, 1.0570554379833748, 1.099041369586226, 0.9065671244810046, 1.2791557520371677, 0.9564454797177375, 1.0587032329440322, 1.2770651278854646, 0.9578090637858847, 0.9035513541238438, 1.0757484362386136, 1.2595197708767853, 1.0909893345701318, 1.1022739104388526, 1.2196784306214499, 1.0968073615492206, 1.1773176591431103, 0.9632760815256673, 1.0793066270356237, 1.3227560030286787, 1.0710280049306067, 1.0641031937114334, 0.9764733918798667, 1.04722948977599, 1.0598134473283298, 1.2111242659783776, 1.3469266233490438, 1.2307152287612453, 1.3578380123406615, 1.1931329033094145, 1.165880157751196, 1.291698514821869, 1.0287399944804057, 1.109266087963909, 1.1084160526652709, 0.907910054278344]|326677.8750000000000000|      1.23456790|[59, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[0.954642157053579, 1.2378370927623787, 1.0778929344897685, 1.1734369859722076, 0.8723589450687432, 1.307623099785744, 0.7215097262076655, 1.0187341767503997, 0.949141646070687, 1.0051913640252899, 1.092188917510033, 0.9995555459745739, 1.0014346022108715, 0.9986399267824735, 0.9153617389451006, 0.8540997440568782, 1.1920759329121258, 1.1075342316858192, 0.7580117220520888, 1.098011990266346, 1.3181697310693439, 0.8785465246791646, 1.0700931513126737, 1.4084652228206667, 1.2428453837416529, 0.9455829729232333, 0.9051113850551372, 0.9038305959445676, 1.1287394887908635, 1.0964113977821284, 0.7671964374399257, 1.3698264642856108, 0.9956124374718018, 1.2883696607866522, 1.1583933324233868, 0.8819354913103744, 1.1670674397773222, 1.03221327491333, 1.094764341595348, 1.283183561558667, 0.580643917368684, 1.0273949407954783, 0.8034678353219445, 1.0596664758293675, 1.2806613902085446, 1.1489677563090375, 0.8726906181454758, 1.2773545582283965, 1.0159670795461677, 1.1361610175176542, 1.0888891428009313, 1.1304416931177, 1.3119235579779702, 0.9326955296315108, 0.6963809754777892, 0.9519672349968044, 1.3069449916429219, 1.0171561862488954, 0.7877996666735119, 1.2041862430108623, 0.9455397947638327, 0.6468943019950681, 0.9368172241789872, 0.7466209281183203, 0.8534575190309757, 1.036030072979196, 1.2280219953644802, 1.0381142580541132, 1.3578426968607917, 1.098038005620026, 0.954436504741125, 1.3456179123854672, 1.158627815949225, 1.0132150807002833, 1.3874730307915661, 1.3718373552369882, 1.2040710220709936, 1.1604342574610682, 1.3472570100192587, 1.2413856408885422, 1.1390241345240804, 0.8411669826321609, 1.2081557558884555, 1.5151960123913386, 1.1669559766201623, 1.3372679255258324, 0.8777417331470371, 0.8798710010127702, 1.0158228616011944, 1.1504997598959086, 1.3498625095393713, 1.3691852420810626, 1.3325585684509316, 0.9882935697004648, 1.2571454106790205, 1.3193685521666108, 1.1122270275459856, 1.216046884611803, 1.1774515493237452, 0.8665178262813973]|325735.5312500000000000|      1.37174211|[89, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       4|[0.8678844502131389, 1.2678100346602355, 1.1837498474385642, 1.1404016490516988, 0.9366303826197593, 1.2322081702661216, 0.6853663656810994, 1.3512537924073353, 1.2484200414935065, 1.2568884314455095, 1.1746675938564077, 1.2247057312625216, 1.0463443853163004, 1.169758721751889, 0.9236796732445607, 0.6705598565476695, 1.2217376521547925, 1.108771001041591, 0.9519266881511674, 1.2158331656825654, 1.4086790935205933, 1.023725844950789, 1.0358486095897799, 1.6043630677943257, 1.364967946329584, 0.8555766079641968, 0.6211316262048576, 0.9314525629978301, 1.0440064341738151, 1.1927550613233098, 0.7619040029283835, 1.5322712243853658, 0.9707743943496552, 1.5435520086456551, 1.2186858240179186, 0.9964117516059091, 1.2943300038602974, 1.0613908124118034, 1.238440160438668, 1.3034411510037565, 0.6372000538107147, 1.2269260808994138, 0.7156345031228655, 0.9723286542707302, 1.3645969843469024, 1.0603952158059098, 1.126484751673925, 1.167000929638251, 0.9641260810670227, 1.046497224420956, 1.3655604146537508, 1.046732266365699, 1.347497179859283, 0.8184715561284319, 0.7439657239265843, 0.9438540370694969, 1.1942207930237263, 0.9298789562859362, 0.8132975993171981, 1.0843813851015631, 0.8945316454370099, 0.8237911271138892, 1.0216721261856396, 0.5228756218702442, 0.8553566341654164, 1.0891488247618069, 1.4537477584715188, 1.1600409795973097, 1.3216754560620727, 1.1562244853006471, 0.9412328766254686, 1.4277774224676076, 1.1645068666109462, 0.8822547696008984, 1.433016620964098, 1.3576471042159186, 1.2658021285962384, 0.8848122255267523, 1.129439484104156, 1.444598748267281, 1.2088278975071038, 0.9114943483149895, 1.2836953798574018, 1.4636557648391, 1.3625603044559433, 1.3821428570988894, 0.8676108325757054, 0.5626005054960042, 0.8121859761519082, 1.1756501193454247, 1.4658357272315494, 1.5122477672468682, 1.540262725460996, 1.212552717679568, 1.3466193224524803, 1.400181195234822, 0.9747472051463347, 1.1964054383216516, 1.1657480896245969, 1.104467576429371]|324962.6250000000000000|      1.52415790|[118, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[0.8759120725451625, 1.3669024197449542, 0.933897709698906, 0.8284376740719699, 0.6004026170958323, 1.2926579077255562, 0.6779910879056859, 1.5297453494447817, 1.2049242926632573, 1.4176953888144375, 1.0826304334425703, 1.2991882963668768, 1.036002679418329, 1.0364459343369834, 1.3179204971385996, 0.580878600606531, 1.306861474276371, 1.1835861503310259, 0.9575817853269764, 1.0895752358649653, 1.405902703680611, 0.9625993172011992, 1.1231866302830902, 1.3403927588857196, 1.0958811992822106, 0.8527074971610331, 0.5053900004883554, 1.0799801849749122, 1.063396963571828, 1.317616336090472, 0.563512010791786, 1.704564648830907, 1.1131151933263936, 1.481949974976533, 1.1893538088080586, 1.2602002994020869, 1.0566553917698605, 0.9672021223307158, 1.2964692180581288, 1.1226848652234171, 0.540333148950777, 1.315996407828874, 0.7738624853326315, 1.3570204146130043, 1.220132687678158, 1.1352968808483044, 1.173092607939331, 1.4893079416746002, 0.848778154712976, 1.257271905394039, 1.377994943875976, 1.2451740356251764, 1.5100871966486622, 0.7143198316727577, 0.5694263500151568, 0.9570668735750599, 1.158339687940945, 0.9703805915142123, 0.6350230513847841, 1.0225078268740846, 0.8734712140213571, 0.8354842785996696, 0.9967807866769097, 0.4732960784762312, 0.9457872169532728, 1.3046882077575228, 1.556263799522037, 1.1622337640510374, 1.2752901851643759, 1.3601269695021687, 1.1190519799260097, 1.437023746449159, 1.29255159606333, 1.074510680121746, 1.6412449216784206, 1.1649390969002258, 1.2470260518309229, 1.0229264270011054, 1.0228617757865495, 1.6317087329846007, 1.3407691697303854, 1.1283611398926787, 1.36655819977535, 1.4136218951685147, 1.528253614128141, 1.3714472424952242, 0.9276030069859705, 0.4203897286745929, 0.7994495899482644, 1.155976902623602, 1.3184746562185554, 1.5487362543808525, 1.368561193558297, 1.3491481441297197, 1.1054712762477357, 1.6792827937941681, 1.0398222934523107, 1.3339548638503658, 1.1346740160748274, 1.38211373880978]|323983.0312500000000000|      1.69350878|[147, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       6|[1.0824985391660569, 1.0889598037389119, 0.946641863574117, 0.9338809890353313, 0.287743395561699, 1.1530257952796021, 0.6315702645972273, 1.602628801871295, 1.24897895237853, 1.493082788934856, 1.3906916862053729, 1.3245734888768166, 0.7287968297896594, 0.9073422590390892, 1.4068118748254175, 0.4314206508471069, 1.4225261860472975, 1.1562437308157194, 0.8634918176749393, 0.9717069541842135, 1.3183043988717755, 0.928052862882709, 1.14277290234136, 1.3398901779325036, 1.053185030394341, 0.9671238806368643, 0.3540601900329053, 1.217162234005617, 1.1680459176334983, 1.5499275068661764, 0.591285509994172, 1.8431533632976032, 1.4835351246665796, 1.4649758504314159, 1.2299417002207271, 1.1773149456029537, 0.8418941740777336, 0.768131826431294, 1.3106152325181613, 1.1153814446330261, 0.4346552888422222, 1.6031048652025568, 0.9854206448106826, 1.6229136690193449, 1.2046475757736133, 1.0120066164561425, 1.383372652563676, 1.7108183096347163, 0.8434974539660208, 1.3065202902726807, 1.3933494765360217, 1.0140546400006163, 1.721090485020959, 0.8357803667688033, 0.4974284759755283, 0.9790102952688171, 1.174913883966676, 0.8512031814793746, 0.6448418967348039, 0.922516758212315, 0.971309440434858, 0.9299520556154068, 0.9184459251069178, 0.4807598092591036, 0.799184756217021, 1.110477559683855, 1.415075508670128, 1.3171245810855883, 1.15690679156057, 1.5048271265152788, 1.4147807466787625, 1.2844719937350328, 1.2664418927967107, 0.9667764859931803, 1.7964564982174442, 1.0477077908748247, 1.451132802877994, 1.2489273937024452, 1.0933534909422775, 1.5973662891420035, 1.78015415257903, 1.153491786144939, 1.2534543702939465, 1.5298277177414044, 1.8194200781991279, 1.4719476157901576, 0.9550703074268257, 0.432465141268744, 0.9745872097058723, 1.1923437846716156, 1.427252893935208, 1.7181814350833766, 0.8534888715754431, 1.3672321522783004, 1.211199693000253, 2.0270247427442296, 0.9239830096673141, 1.0335780015569958, 1.3244472164792669, 1.7513158594305214]|322614.0625000000000000|      1.88167642|[176, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[1.0683545759221729, 1.2369525365379965, 1.0475007910310892, 0.9653688110109466, 0.0723841835294047, 1.1158339282420808, 0.6266735826262305, 1.5914394513990358, 0.9293914710827337, 1.919701050207794, 1.7453198618253247, 1.5087399266172687, 0.7254616455510438, 0.9105954940253805, 1.5157128066851815, 0.2001140217184109, 1.5103289078048785, 1.3137221864849666, 0.5764225366508556, 0.9437561239222011, 1.375512708875137, 0.917575376116556, 0.9263072356549769, 1.2127065605743046, 0.9648469616551113, 1.0380082919147133, 0.5385348322715063, 1.211999581306192, 1.4219323586040207, 1.5897277030087402, 0.8599248128152777, 1.5935762289020161, 1.5689927750718808, 1.469971943514912, 1.0042646782442337, 0.9625665085148796, 1.0356864502698235, 0.6091261897641396, 1.3040390989624004, 1.139736010921203, 0.3706890705637706, 1.8988378615130885, 0.9583636957458217, 1.5764120983700678, 1.2977003113432704, 0.8854886296017596, 1.2619263554892672, 1.4521326897373434, 0.9033921036017929, 0.987920474635741, 1.5115202044515792, 1.0585448947009457, 1.579889926270912, 1.0992940592241207, 0.3155305319112789, 1.2015219475567513, 1.2523199525273434, 0.6992663637685665, 0.6243888134543129, 1.2555207850029004, 0.761379809201634, 1.0086250412201796, 1.0733217767226846, 0.9459109404028754, 0.7854822886935389, 0.9494466999199228, 1.4696731877151896, 1.2960562824634227, 1.0736661676662898, 1.557504375975563, 1.5535917532982235, 1.2766017546657429, 1.3248123007483272, 0.8753071840215936, 1.826468789029642, 1.0330192188594924, 1.906419185739595, 1.1474285993297824, 1.3340106723831013, 1.5162284901932104, 1.605951026018268, 1.083563321482064, 1.2323037366988199, 1.605270610118789, 2.012397687614133, 1.4667794284330418, 1.2178794177367709, 0.5857999075823463, 1.584633215035053, 1.5224236983720045, 1.6536437148471175, 1.6475408838804386, 0.6964030064693788, 1.5140822111996242, 1.586398188985117, 2.2143219499933027, 0.8399293884361253, 0.7195052803103468, 1.2047211451539028, 1.9059926417761301]|321234.4687500000000000|      2.09075158|[205, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       8|[0.9768111893033491, 1.0685848813946917, 1.1510706257357626, 0.9831878270313053, 0.0177813429677261, 0.9883164995931835, 0.6131267952508102, 1.3918544630085028, 0.768202220638482, 1.9383659771801935, 1.7483729547277647, 1.2820141848675215, 0.4714471127408126, 1.3739810461325752, 1.172943472838895, 0.1826296805529327, 1.2192861041986882, 1.3566766547476816, 0.8182238675522228, 0.8048816195050129, 1.385853252761599, 0.923222522498663, 0.8970019801639137, 1.2132415567620876, 1.1229641106000687, 1.3058373484005665, 0.6665338293744246, 1.4990463565227246, 1.4268769869393096, 1.7907336382637074, 0.5689280426643226, 1.6990790254772659, 1.886104002385717, 1.3994521585934538, 1.3011129454499368, 0.4600008210088018, 0.9369451008795867, 0.8612519583990854, 1.4858021813826274, 1.1226756763553505, 0.4116124301780363, 2.1414651771840125, 1.1314450178866717, 1.3148067220830852, 1.0970077645813945, 0.6332326442812626, 1.4261554537583323, 1.35151385862181, 0.9528966497465149, 0.9696515294500582, 1.2149554144031471, 1.0218095233379123, 1.4616138506188763, 1.397563599092166, 0.0890484309362033, 1.1704242076123894, 1.307203431927903, 0.9321053158705721, 0.9803585449906379, 1.1772549572488933, 0.419510935288558, 1.2884096013687059, 1.3296840149757936, 0.7383116070432829, 0.9489752796442646, 1.4632801833944433, 1.40615062476146, 0.8774437236630931, 1.1832863837574537, 1.45740001810767, 1.4249197055439513, 1.249629277882261, 1.6912622112458018, 0.888529610991593, 1.8697283773157949, 0.8959646450619202, 2.081554236457304, 1.3489975383766735, 0.9694601792488189, 1.6810077220100135, 1.463874249203054, 1.0378857655004488, 1.0963877492211986, 1.632730298043556, 2.3496864836084566, 1.3945772591183452, 1.1113448661031915, 0.6164687457275004, 1.5433535194792407, 1.5975751094205886, 1.9321068762799505, 1.819804542859931, 0.6999109782441252, 1.671882918085866, 1.6199085339360726, 2.6844639838924893, 0.6112230437059005, 0.7100517335464254, 1.5287130614986582, 2.238600355716498]|319477.0000000000000000|      2.32305731|[234, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[1.2510107890423523, 1.1586393352786475, 0.917432542934387, 1.0110095193498878, 0.1285802944324993, 1.0210620233855243, 0.9256277197755016, 1.3359311107741374, 0.9038583666204361, 2.262955614466284, 1.98705614236408, 1.313201052077188, 0.4460005911790948, 1.718969496720879, 1.2872044657651527, 0.3107278787718689, 1.1834787856599063, 1.3902363374159117, 0.5990243230119194, 0.9322917417466746, 1.3611157248937067, 0.7295830076655709, 1.158266802740675, 1.1845504949803156, 0.9827152460533495, 1.5431530327612675, 0.6741304305164426, 1.4339687236586491, 1.746499706322199, 1.8637607346267726, 0.741429941175785, 2.220118086506882, 1.9382922676265866, 1.6151354813477423, 1.5416489616122682, 0.5155316821180838, 1.2618728250498508, 0.9995738263835028, 1.2547454193027485, 1.2381040185087082, -0.0552404451105654, 2.141914948899821, 1.246986093560775, 1.6781535546736999, 1.4667354204503762, 0.5559622744454396, 1.5162746753406897, 1.4693626028908469, 0.560405630378926, 1.2884468413558765, 1.6809356912424676, 1.031336147635848, 1.3983774831215996, 1.6430119524163858, 0.1963241587828446, 1.011321764459644, 1.5741072197457324, 0.8253977483900298, 1.2576513601347412, 1.4624881222812378, 0.6574853921457214, 1.2479200689681629, 1.3657405162408334, 0.5509928219788285, 1.2498489985773835, 1.4090837888524264, 1.073867819889612, 0.7691243464859341, 1.047107125288385, 1.545422029135927, 1.9625316070192413, 1.1315197434050757, 1.5336556834316364, 0.791883464193599, 1.87926218071714, 1.2068997247867717, 2.3141803843335262, 1.5706292958966523, 1.0911606576678807, 1.7121662354275005, 1.6905736144069194, 1.2199108400284948, 0.7751121123463425, 1.8320153155344983, 2.6208078281863054, 1.1683700926006824, 1.3397779501748932, 0.5995113982214355, 1.7543561142357724, 1.5472544809053346, 2.1279977650527266, 1.9405313540936169, 1.1414537804992726, 1.8045245335808053, 1.3138608144558357, 3.107331075048911, 0.2203734159091541, 0.7605146168524947, 1.7525769570112157, 2.887487647041537]|316068.3750000000000000|      2.58117479|[263, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      10|[1.2047123824349113, 1.3754530604616677, 1.091647719794195, 0.7200933691638172, -0.0721406208949787, 1.2964697384900403, 1.3855565767785147, 1.3014103161338384, 1.5317776275412343, 3.0489149159028592, 1.750573567804843, 1.4010341160873236, -0.2108466312919567, 1.291769026357096, 1.4511645363334296, 0.6555876708736993, 1.4216547611166555, 1.6020935362484274, 0.6103151951780403, 0.4691534097629703, 1.286834799017778, 0.8430618127948984, 1.0137461969650867, 1.0582471069221955, 1.0115269404655756, 1.6289307588754784, 0.6636272998494201, 1.634979145505518, 1.9629908464103734, 1.7945226159824412, 0.8478650507627051, 2.3019753749578924, 1.959169514234707, 1.4217755399900867, 1.5734515234119337, 0.9996155020257569, 1.3728240496424133, 1.0148630385979152, 1.5867069257549384, 1.0784421560359707, 0.1003921029009518, 2.13016421398673, 1.4934114167880113, 1.6501450233987864, 1.199664619757809, 0.721873320011217, 1.5882615750438032, 1.2874243828826784, 0.8740516175026143, 1.2999614888352955, 1.9946096461345348, 1.0143446093623965, 1.438304797847242, 1.7219010597126176, 0.0248971980283176, 0.7866497093989273, 1.7829959075890964, 0.6578155834616055, 1.203136560139427, 1.290864686323398, 0.4588256204464944, 0.9893941214321609, 1.2899912306368004, 0.4837802931005787, 1.2023848210974664, 1.251911601577158, 1.5390677116740554, 0.8478512909089482, 0.9692678845363997, 1.4903218360545867, 2.1632965060892664, 1.1884993329741926, 1.7069285840500605, 0.8059181527878346, 2.256343833502675, 0.7697341092037366, 1.8517569931510052, 1.4068383019971724, 1.2651674692368844, 1.2402439239941643, 1.4300757697625017, 1.3448198194700516, 0.6942744349604273, 1.9690477977959135, 3.3911041074172052, 1.3449046804434812, 1.1991559819019744, 0.6701848616534244, 1.9510509592100211, 1.9099525982545733, 2.376298798971326, 2.0440158730612414, 1.3713521599726335, 2.002474346504851, 1.4179962097629664, 3.5104636105256724, 0.2456044423474847, 1.146121764654563, 1.7321623197251672, 3.2324572656834962]|313431.6875000000000000|      2.86797199|[292, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[1.307403560233568, 1.394841678514563, 1.0490182701069197, 0.9181394984711571, -0.256435793181464, 1.2830172259728077, 0.9143273537534562, 1.3591862852492123, 1.2576006808150135, 2.7011662787162, 1.6062652891041684, 1.390285933923646, -0.8483236554679017, 1.2424594930948996, 1.3664677406164703, 0.512782397022787, 1.6268744345494677, 1.5697960068720849, 0.3725533051136307, 0.4228316489056996, 1.5436177905586916, 0.7714276654183982, 1.0236951030662143, 1.5872178306361318, 1.1572337297101627, 2.0218329831970743, 0.8379056305176786, 2.3400885959297337, 2.0489905928184013, 2.118815526435946, 1.1768949765362524, 2.6162030580544946, 2.253613520028573, 1.2183840499022807, 1.6431235900485004, 0.7557081981053276, 1.328782259629964, 1.0855581228033513, 1.7379384181949489, 1.364086039980702, 0.0501887931121663, 2.479588011577602, 1.4824409741347906, 1.9117046317290014, 1.0643968949915743, 0.7938072121600829, 1.5708323946775562, 1.3804325809527775, 0.9938609529037549, 1.4237092930586506, 2.5429074897656303, 1.1418706141531745, 1.2901054489942116, 1.7476411505041196, 0.6679839518303708, 0.6018707158206479, 1.9644635659384861, 0.8293063537982397, 0.8364134914681897, 1.3030256056455385, 0.2134172172570167, 0.3097840371677059, 1.2227567087964124, 0.2801714879298663, 1.0069832908774892, 1.3942078257658648, 2.014681102026272, 0.5261385452768965, 0.4777596959504841, 1.754036551763749, 1.8737055354055632, 1.400297698290675, 2.2723781973680794, 0.658688304248618, 2.1059119920890064, 0.8158304343487491, 1.7576130193874417, 1.3955018644343486, 1.8186977599129628, 1.347888746287072, 1.8762597596465076, 1.2787552504183535, 0.5774048673660122, 2.3598474533922826, 3.7696121617274216, 1.4924035845225916, 1.4983265012485627, 0.3852142417148334, 1.8658763154563178, 2.1981373620663565, 2.627286895054957, 2.7221015825389774, 1.7448835046686435, 2.381919855575106, 1.3511528588437531, 3.7053164391432705, -0.2632920682900274, 1.2804326759314637, 2.181905321442561, 3.063700323186597]|309128.7500000000000000|      3.18663555|[321, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
