k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6089246306237099, 0.0547627230148155, 0.1369095758715928, 0.7790905807788936, -0.0027062693678941, 0.0008228510716478, -0.0073877657276309, 0.0044154624338403, -0.0047443692281261, 0.0025997519153439, -0.0030349374239684, -0.0076431646152507, -0.0039602489175381, -0.0079572901180379, 0.002029310685563, 0.0022668858499807, 0.0063480730495962, 0.0019722217699703, -0.0002234826966085, 0.0079065081748448, -0.0010089908116513, 0.0105106115877916]| 13.1515474319458008|      1.11111111|[106, 16, 0, 2]                                                            |  | trying linear partial model with 57 points | iterate success | actual_k=8
       2|[0.6089246306237099, 0.0547627230148155, 0.1369095758715928, 0.7790905807788936, -0.0027062693678941, 0.0008228510716478, -0.0073877657276309, 0.0044154624338403, -0.0047443692281261, 0.0025997519153439, -0.0030349374239684, -0.0076431646152507, -0.0039602489175381, -0.0079572901180379, 0.002029310685563, 0.0022668858499807, 0.0063480730495962, 0.0019722217699703, -0.0002234826966085, 0.0079065081748448, -0.0010089908116513, 0.0105106115877916]| 13.1515474319458008|      1.00000000|[210, 32, 0, 4]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       3|[0.6089246306237099, 0.0547627230148155, 0.1369095758715928, 0.7790905807788936, -0.0027062693678941, 0.0008228510716478, -0.0073877657276309, 0.0044154624338403, -0.0047443692281261, 0.0025997519153439, -0.0030349374239684, -0.0076431646152507, -0.0039602489175381, -0.0079572901180379, 0.002029310685563, 0.0022668858499807, 0.0063480730495962, 0.0019722217699703, -0.0002234826966085, 0.0079065081748448, -0.0010089908116513, 0.0105106115877916]| 13.1515474319458008|      0.90000000|[315, 48, 0, 6]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       4|[0.6089246306237099, 0.0547627230148155, 0.1369095758715928, 0.7790905807788936, -0.0027062693678941, 0.0008228510716478, -0.0073877657276309, 0.0044154624338403, -0.0047443692281261, 0.0025997519153439, -0.0030349374239684, -0.0076431646152507, -0.0039602489175381, -0.0079572901180379, 0.002029310685563, 0.0022668858499807, 0.0063480730495962, 0.0019722217699703, -0.0002234826966085, 0.0079065081748448, -0.0010089908116513, 0.0105106115877916]| 13.1515474319458008|      0.81000000|[421, 64, 0, 8]                                                            |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       5|[0.6089246306237099, 0.0547627230148155, 0.1369095758715928, 0.7790905807788936, -0.0027062693678941, 0.0008228510716478, -0.0073877657276309, 0.0044154624338403, -0.0047443692281261, 0.0025997519153439, -0.0030349374239684, -0.0076431646152507, -0.0039602489175381, -0.0079572901180379, 0.002029310685563, 0.0022668858499807, 0.0063480730495962, 0.0019722217699703, -0.0002234826966085, 0.0079065081748448, -0.0010089908116513, 0.0105106115877916]| 13.1515474319458008|      0.72900000|[526, 80, 0, 10]                                                           |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       6|[0.6089246306237099, 0.0547627230148155, 0.1369095758715928, 0.7790905807788936, -0.0027062693678941, 0.0008228510716478, -0.0073877657276309, 0.0044154624338403, -0.0047443692281261, 0.0025997519153439, -0.0030349374239684, -0.0076431646152507, -0.0039602489175381, -0.0079572901180379, 0.002029310685563, 0.0022668858499807, 0.0063480730495962, 0.0019722217699703, -0.0002234826966085, 0.0079065081748448, -0.0010089908116513, 0.0105106115877916]| 13.1515474319458008|      0.65610000|[630, 96, 0, 12]                                                           |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       7|[1.0041466059296384, 0.0887714328897765, 0.2229396218684523, 1.2936763055353997, -0.008398795284783, -0.0028239436787716, -0.0036307232742907, 0.0203903894711447, 0.0021132845981736, 0.0069516447066185, -3.06284845463e-05, -0.0113969705573928, -0.0059438724482474, -0.01317804540992, 0.0041754714669344, 0.0053817923519547, -0.0047833762130592, -0.0085925699580236, 0.0022398936457745, -0.0010149870400893, -0.0014713815961446, 0.0223246379331307]| 12.4510183334350586|      0.72900000|[735, 112, 0, 14]                                                          |  | trying linear partial model with 57 points | iterate success | actual_k=8
       8|[1.0041466059296384, 0.0887714328897765, 0.2229396218684523, 1.2936763055353997, -0.008398795284783, -0.0028239436787716, -0.0036307232742907, 0.0203903894711447, 0.0021132845981736, 0.0069516447066185, -3.06284845463e-05, -0.0113969705573928, -0.0059438724482474, -0.01317804540992, 0.0041754714669344, 0.0053817923519547, -0.0047833762130592, -0.0085925699580236, 0.0022398936457745, -0.0010149870400893, -0.0014713815961446, 0.0223246379331307]| 12.4510183334350586|      0.65610000|[839, 128, 0, 16]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
       9|[1.0041466059296384, 0.0887714328897765, 0.2229396218684523, 1.2936763055353997, -0.008398795284783, -0.0028239436787716, -0.0036307232742907, 0.0203903894711447, 0.0021132845981736, 0.0069516447066185, -3.06284845463e-05, -0.0113969705573928, -0.0059438724482474, -0.01317804540992, 0.0041754714669344, 0.0053817923519547, -0.0047833762130592, -0.0085925699580236, 0.0022398936457745, -0.0010149870400893, -0.0014713815961446, 0.0223246379331307]| 12.4510183334350586|      0.59049000|[943, 144, 0, 18]                                                          |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      10|[1.0041466059296384, 0.0887714328897765, 0.2229396218684523, 1.2936763055353997, -0.008398795284783, -0.0028239436787716, -0.0036307232742907, 0.0203903894711447, 0.0021132845981736, 0.0069516447066185, -3.06284845463e-05, -0.0113969705573928, -0.0059438724482474, -0.01317804540992, 0.0041754714669344, 0.0053817923519547, -0.0047833762130592, -0.0085925699580236, 0.0022398936457745, -0.0010149870400893, -0.0014713815961446, 0.0223246379331307]| 12.4510183334350586|      0.53144100|[1048, 160, 0, 20]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      11|[1.0041466059296384, 0.0887714328897765, 0.2229396218684523, 1.2936763055353997, -0.008398795284783, -0.0028239436787716, -0.0036307232742907, 0.0203903894711447, 0.0021132845981736, 0.0069516447066185, -3.06284845463e-05, -0.0113969705573928, -0.0059438724482474, -0.01317804540992, 0.0041754714669344, 0.0053817923519547, -0.0047833762130592, -0.0085925699580236, 0.0022398936457745, -0.0010149870400893, -0.0014713815961446, 0.0223246379331307]| 12.4510183334350586|      0.47829690|[1152, 176, 0, 22]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      12|[1.0041466059296384, 0.0887714328897765, 0.2229396218684523, 1.2936763055353997, -0.008398795284783, -0.0028239436787716, -0.0036307232742907, 0.0203903894711447, 0.0021132845981736, 0.0069516447066185, -3.06284845463e-05, -0.0113969705573928, -0.0059438724482474, -0.01317804540992, 0.0041754714669344, 0.0053817923519547, -0.0047833762130592, -0.0085925699580236, 0.0022398936457745, -0.0010149870400893, -0.0014713815961446, 0.0223246379331307]| 12.4510183334350586|      0.43046721|[1258, 192, 0, 24]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
      13|[1.0041466059296384, 0.0887714328897765, 0.2229396218684523, 1.2936763055353997, -0.008398795284783, -0.0028239436787716, -0.0036307232742907, 0.0203903894711447, 0.0021132845981736, 0.0069516447066185, -3.06284845463e-05, -0.0113969705573928, -0.0059438724482474, -0.01317804540992, 0.0041754714669344, 0.0053817923519547, -0.0047833762130592, -0.0085925699580236, 0.0022398936457745, -0.0010149870400893, -0.0014713815961446, 0.0223246379331307]| 12.4510183334350586|      0.38742049|[1362, 208, 0, 26]                                                         |  | trying linear partial model with 57 points | exploitation failed, decreasing delta | actual_k=8
