k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.837735714665246, 10.088547731465157, 9.017233699724509]                      |33320054.0000000000000000|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.360285290146479, 10.446199862460977, 8.104219573002966]                     |12482021.0000000000000000|      1.23456790|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[9.965598410162645, 10.328276832417922, 6.9404007174619435]                     |3297441.7500000000000000|      1.37174211|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[10.811010849971579, 10.73214841952351, 5.93848157356657]                       |1921954.8750000000000000|      1.52415790|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[10.811010849971579, 10.73214841952351, 5.93848157356657]                       |1921954.8750000000000000|      1.37174211|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[9.847292182311303, 9.81294572355532, 6.267098609775645]                        |1722701.7500000000000000|      1.52415790|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[9.847292182311303, 9.81294572355532, 6.267098609775645]                        |1722701.7500000000000000|      1.37174211|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[9.847292182311303, 9.81294572355532, 6.267098609775645]                        |1722701.7500000000000000|      1.23456790|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[9.847292182311303, 9.81294572355532, 6.267098609775645]                        |1722701.7500000000000000|      1.11111111|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[9.847292182311303, 9.81294572355532, 6.267098609775645]                        |1722701.7500000000000000|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[9.847292182311303, 9.81294572355532, 6.267098609775645]                        |1722701.7500000000000000|      0.90000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[9.490445570946207, 9.430254447929963, 5.534836441206569]                       |987209.5625000000000000|      1.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[9.490445570946207, 9.430254447929963, 5.534836441206569]                       |987209.5625000000000000|      0.90000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[9.490445570946207, 9.430254447929963, 5.534836441206569]                       |987209.5625000000000000|      0.81000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[9.490445570946207, 9.430254447929963, 5.534836441206569]                       |987209.5625000000000000|      0.72900000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
