k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.20000000|[110, 14, 0, 2]                                                            |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       2|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.04000000|[218, 28, 0, 4]                                                            |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       3|[-0.61080868207239, 0.5837429581334093, -1.844656488500394, 0.0142848598910595, -0.0154142550321609, 0.0014320165380805, -0.0334604445385279, -0.1118935049448787, 1.1228355960979373, 0.0041109351370912, 0.0001870016377928, 399.749576551631, 0.0165290524047681, -0.0233478749353247, -0.0095962532297779, -0.0072123217884051, -0.1180545735533935, 0.7207157937495958, -0.000700644112774, -0.0040262172196868, 402.01367903249576, 0.0229469430556769, -0.0226973473697205, 0.0016716481652489, -0.0228611314422232, -0.1099235404211704, 0.9184043607194622, -0.0091367793690865, 0.0028804743896762, 400.4041300121339, 0.0314201492961814, -1.2181867572337142, 0.0096047925689299, -1.408744556084196, -0.1018274569145062, 0.4482044911700141, 0.0006463650470456, -0.0040698552025867, 407.03340309583746, 0.0304742796662786, -1.2283991457929677, 0.0090506658727678, -1.0518452719477287, -0.1199045107479328, 0.3440001774503075, -0.0008318594673977, -0.0009066469162887, 405.9186460713357, 0.0268857584595455, -1.2402292946881042, 0.0147079019429971, -0.858043875213806, -0.1206470718829788, 0.2781991806516775, -0.0022961778019753, -0.0022864477588317, 404.73929739692466]|109204.7578125000000000|      0.20000000|[326, 42, 0, 6]                                                            |  | trying linear partial model with 58 points | iterate success | actual_k=7
       4|[-0.61080868207239, 0.5837429581334093, -1.844656488500394, 0.0142848598910595, -0.0154142550321609, 0.0014320165380805, -0.0334604445385279, -0.1118935049448787, 1.1228355960979373, 0.0041109351370912, 0.0001870016377928, 399.749576551631, 0.0165290524047681, -0.0233478749353247, -0.0095962532297779, -0.0072123217884051, -0.1180545735533935, 0.7207157937495958, -0.000700644112774, -0.0040262172196868, 402.01367903249576, 0.0229469430556769, -0.0226973473697205, 0.0016716481652489, -0.0228611314422232, -0.1099235404211704, 0.9184043607194622, -0.0091367793690865, 0.0028804743896762, 400.4041300121339, 0.0314201492961814, -1.2181867572337142, 0.0096047925689299, -1.408744556084196, -0.1018274569145062, 0.4482044911700141, 0.0006463650470456, -0.0040698552025867, 407.03340309583746, 0.0304742796662786, -1.2283991457929677, 0.0090506658727678, -1.0518452719477287, -0.1199045107479328, 0.3440001774503075, -0.0008318594673977, -0.0009066469162887, 405.9186460713357, 0.0268857584595455, -1.2402292946881042, 0.0147079019429971, -0.858043875213806, -0.1206470718829788, 0.2781991806516775, -0.0022961778019753, -0.0022864477588317, 404.73929739692466]|109204.7578125000000000|      0.04000000|[433, 56, 0, 8]                                                            |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       5|[-0.5961369466786218, 0.592022983675517, -1.8468531054885255, 0.0085143817945024, -0.0197557937823876, 0.0008172013910669, -0.028267057543727, -0.1169935493390778, 1.1246581967757332, 0.0034697004988845, 0.0010342901374817, 399.7516493174977, 0.0217827639665808, -0.0221530245570829, -0.0052683931094857, -0.0120092661708288, -0.119470176998326, 0.7183962522550191, -0.0031539222232364, -0.0002134976232213, 402.01364925199977, 0.027089674134382, -0.0293484231998784, 0.0029385668351533, -0.0223518118512714, -0.1125659040910322, 0.915297477398357, -0.0042660444128064, 0.0094093299110961, 400.40607763133426, 0.0412084719707712, -1.213392369425672, 0.004668040486969, -1.4065950210671971, -0.0889315130856566, 0.4472379973308231, -0.0013348649986868, -0.0047372139289909, 407.0330730145581, 0.0335039252925536, -1.2313987104216668, 0.0058517035082596, -1.0505804684307343, -0.1060773962895635, 0.3490563060221689, 0.0013726030440918, -0.0003136778837774, 405.9140912060208, 0.0396299617935572, -1.2350842597539278, 0.0147649547388463, -0.8537398255168015, -0.1121714269752859, 0.2750393628334479, 0.0024413052455955, 0.0035240979024674, 404.73602954799014]|93372.3671875000000000|      0.20000000|[541, 70, 0, 10]                                                           |  | trying linear partial model with 58 points | iterate success | actual_k=7
       6|[-0.5961369466786218, 0.592022983675517, -1.8468531054885255, 0.0085143817945024, -0.0197557937823876, 0.0008172013910669, -0.028267057543727, -0.1169935493390778, 1.1246581967757332, 0.0034697004988845, 0.0010342901374817, 399.7516493174977, 0.0217827639665808, -0.0221530245570829, -0.0052683931094857, -0.0120092661708288, -0.119470176998326, 0.7183962522550191, -0.0031539222232364, -0.0002134976232213, 402.01364925199977, 0.027089674134382, -0.0293484231998784, 0.0029385668351533, -0.0223518118512714, -0.1125659040910322, 0.915297477398357, -0.0042660444128064, 0.0094093299110961, 400.40607763133426, 0.0412084719707712, -1.213392369425672, 0.004668040486969, -1.4065950210671971, -0.0889315130856566, 0.4472379973308231, -0.0013348649986868, -0.0047372139289909, 407.0330730145581, 0.0335039252925536, -1.2313987104216668, 0.0058517035082596, -1.0505804684307343, -0.1060773962895635, 0.3490563060221689, 0.0013726030440918, -0.0003136778837774, 405.9140912060208, 0.0396299617935572, -1.2350842597539278, 0.0147649547388463, -0.8537398255168015, -0.1121714269752859, 0.2750393628334479, 0.0024413052455955, 0.0035240979024674, 404.73602954799014]|93372.3671875000000000|      0.04000000|[648, 84, 0, 12]                                                           |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       7|[-0.595078763320465, 0.6041407590731644, -1.8524955044719542, 0.0122241857611444, -0.0203951143345544, 0.0021266436144, -0.0295984289992217, -0.1171979321456436, 1.1220504071593835, 0.0047808658077679, -0.0019772390465389, 399.7483818423713, 0.0232406132283341, -0.0173820843388245, -0.0059270232404779, -0.0112118787241256, -0.1221861253053424, 0.7151902342528265, -0.0046345867149031, 0.0041213219923036, 402.01690082288013, 0.0229014535282686, -0.0202500003989915, 0.0039921429947247, -0.0294406861458711, -0.1233400569437455, 0.9207190901536747, -0.0089870801824734, 0.0018938363126948, 400.41426097281794, 0.0558719086736419, -1.2103252718923787, -0.0034130297180165, -1.403640337482148, -0.081464755133819, 0.447370514926937, 0.0012540307823127, -0.0033997226108327, 407.0420481130211, 0.03853180423705, -1.231169198276521, 0.0035114104232824, -1.0520530265679313, -0.0955380334038334, 0.3450624945043557, 0.0042732217910576, -0.0021856331083067, 405.90918270213973, 0.0464958201768108, -1.2384255927715915, 0.0100345093717766, -0.8545265246905486, -0.1031649560244712, 0.2753979372638653, -0.0001691068574531, 0.0029246366482791, 404.7428970992804]|80022.2734375000000000|      0.20000000|[755, 98, 0, 14]                                                           |  | trying linear partial model with 58 points | iterate success | actual_k=7
       8|[-0.595078763320465, 0.6041407590731644, -1.8524955044719542, 0.0122241857611444, -0.0203951143345544, 0.0021266436144, -0.0295984289992217, -0.1171979321456436, 1.1220504071593835, 0.0047808658077679, -0.0019772390465389, 399.7483818423713, 0.0232406132283341, -0.0173820843388245, -0.0059270232404779, -0.0112118787241256, -0.1221861253053424, 0.7151902342528265, -0.0046345867149031, 0.0041213219923036, 402.01690082288013, 0.0229014535282686, -0.0202500003989915, 0.0039921429947247, -0.0294406861458711, -0.1233400569437455, 0.9207190901536747, -0.0089870801824734, 0.0018938363126948, 400.41426097281794, 0.0558719086736419, -1.2103252718923787, -0.0034130297180165, -1.403640337482148, -0.081464755133819, 0.447370514926937, 0.0012540307823127, -0.0033997226108327, 407.0420481130211, 0.03853180423705, -1.231169198276521, 0.0035114104232824, -1.0520530265679313, -0.0955380334038334, 0.3450624945043557, 0.0042732217910576, -0.0021856331083067, 405.90918270213973, 0.0464958201768108, -1.2384255927715915, 0.0100345093717766, -0.8545265246905486, -0.1031649560244712, 0.2753979372638653, -0.0001691068574531, 0.0029246366482791, 404.7428970992804]|80022.2734375000000000|      0.04000000|[863, 112, 0, 16]                                                          |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       9|[-0.5879055257087054, 0.6135420268850184, -1.855253559215355, 0.0054710210070143, -0.0227402545038194, 0.0050513744064949, -0.0407170689155372, -0.115865619040493, 1.1279718101613379, -0.002510205922639, 0.0038226951926862, 399.75470912218344, 0.0178291145923137, -0.0213897528724929, -0.0033091231389108, -0.0120872504507042, -0.1242703107076749, 0.7109187995687378, -0.006755231522964, 0.0096202002303569, 402.02498936201425, 0.0207132763490269, -0.0212954856435829, 0.0069597082501097, -0.0234461325568284, -0.1280794199350001, 0.9195605950928145, -0.01365527942512, 0.0060224697804751, 400.4165904679124, 0.0650704747136549, -1.205538581457251, -0.0084191130121893, -1.4000242971515582, -0.0680980744494365, 0.4518946423856507, 0.0078846998467999, 0.0065521576674528, 407.0387341143175, 0.0437939747505241, -1.2326273977521371, 0.0048090414973598, -1.055846975880869, -0.0885333505595455, 0.3504033899472596, 0.0065719727350131, -0.00211095526964, 405.9052512940845, 0.0568999993866355, -1.237548201128343, 0.007864539672231, -0.8550696755580988, -0.0980799895262888, 0.2774136050123646, -0.0022272590807561, 0.0048183486491265, 404.73884555845774]|67864.6171875000000000|      0.20000000|[971, 126, 0, 18]                                                          |  | trying linear partial model with 58 points | iterate success | actual_k=7
      10|[-0.5879055257087054, 0.6135420268850184, -1.855253559215355, 0.0054710210070143, -0.0227402545038194, 0.0050513744064949, -0.0407170689155372, -0.115865619040493, 1.1279718101613379, -0.002510205922639, 0.0038226951926862, 399.75470912218344, 0.0178291145923137, -0.0213897528724929, -0.0033091231389108, -0.0120872504507042, -0.1242703107076749, 0.7109187995687378, -0.006755231522964, 0.0096202002303569, 402.02498936201425, 0.0207132763490269, -0.0212954856435829, 0.0069597082501097, -0.0234461325568284, -0.1280794199350001, 0.9195605950928145, -0.01365527942512, 0.0060224697804751, 400.4165904679124, 0.0650704747136549, -1.205538581457251, -0.0084191130121893, -1.4000242971515582, -0.0680980744494365, 0.4518946423856507, 0.0078846998467999, 0.0065521576674528, 407.0387341143175, 0.0437939747505241, -1.2326273977521371, 0.0048090414973598, -1.055846975880869, -0.0885333505595455, 0.3504033899472596, 0.0065719727350131, -0.00211095526964, 405.9052512940845, 0.0568999993866355, -1.237548201128343, 0.007864539672231, -0.8550696755580988, -0.0980799895262888, 0.2774136050123646, -0.0022272590807561, 0.0048183486491265, 404.73884555845774]|67864.6171875000000000|      0.04000000|[1078, 140, 0, 20]                                                         |  | trying linear partial model with 58 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
