k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 0.1]                                                                      |  3.0203003000300002|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 0.1]                                                                      |  3.0203003000300002|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.5083745371498309, 0.0088714958020431]                                        |  0.2004216611385345|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[0.5083745371498309, 0.0088714958020431]                                        |  0.2004216611385345|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.5083745371498309, 0.0088714958020431]                                        |  0.2004216611385345|      0.25000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.5083745371498309, 0.0088714958020431]                                        |  0.2004216611385345|      0.12500000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.384452962983772, -0.0075127483430481]                                        |  0.0655548423528671|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.384452962983772, -0.0075127483430481]                                        |  0.0655548423528671|      0.12500000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.384452962983772, -0.0075127483430481]                                        |  0.0655548423528671|      0.06250000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.3219851366405209, -0.0095179096705785]                                       |  0.0322639718651772|      0.12500000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.3219851366405209, -0.0095179096705785]                                       |  0.0322639718651772|      0.06250000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.3219851366405209, -0.0095179096705785]                                       |  0.0322639718651772|      0.03125000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.2907389455896726, -0.0100058080348767]                                       |  0.0214524809271097|      0.06250000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.2907389455896726, -0.0100058080348767]                                       |  0.0214524809271097|      0.03125000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.2907389455896726, -0.0100058080348767]                                       |  0.0214524809271097|      0.01562500|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.2751282942368735, -0.0093363385872137]                                       |  0.0172026827931404|      0.03125000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.2751282942368735, -0.0093363385872137]                                       |  0.0172026827931404|      0.01562500|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.2595075911027193, -0.0089699254397658]                                       |  0.0136165777221322|      0.03125000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[0.2595075911027193, -0.0089699254397658]                                       |  0.0136165777221322|      0.01562500|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.2438826093790527, -0.0089460270070616]                                       |  0.0106226978823543|      0.03125000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.2438826093790527, -0.0089460270070616]                                       |  0.0106226978823543|      0.01562500|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.2282753231615254, -0.0082022246649153]                                       |  0.0081532644107938|      0.03125000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      22|[0.2282753231615254, -0.0082022246649153]                                       |  0.0081532644107938|      0.01562500|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.2282753231615254, -0.0082022246649153]                                       |  0.0081532644107938|      0.00781250|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.2204629280660932, -0.0082427107473026]                                       |  0.0070936372503638|      0.01562500|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.2204629280660932, -0.0082427107473026]                                       |  0.0070936372503638|      0.00781250|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.2126504704153886, -0.0082684343929722]                                       |  0.0061408034525812|      0.01562500|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.2126504704153886, -0.0082684343929722]                                       |  0.0061408034525812|      0.00781250|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.2048379989959103, -0.0082895665919774]                                       |  0.0052873548120260|      0.01562500|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.2048379989959103, -0.0082895665919774]                                       |  0.0052873548120260|      0.00781250|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.1970255051253601, -0.0082797802435218]                                       |  0.0045260926708579|      0.01562500|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      31|[0.1970255051253601, -0.0082797802435218]                                       |  0.0045260926708579|      0.00781250|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.189217412293607, -0.0080174015463579]                                        |  0.0038502290844917|      0.01562500|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.189217412293607, -0.0080174015463579]                                        |  0.0038502290844917|      0.00781250|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.1814050059560036, -0.0079791462699216]                                       |  0.0032529679592699|      0.01562500|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.1814050059560036, -0.0079791462699216]                                       |  0.0032529679592699|      0.00781250|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.1814050059560036, -0.0079791462699216]                                       |  0.0032529679592699|      0.00390625|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.1774989525890991, -0.0079399524260935]                                       |  0.0029818457551301|      0.00781250|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[0.1774989525890991, -0.0079399524260935]                                       |  0.0029818457551301|      0.00390625|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.1735928399189297, -0.0079071977250334]                                       |  0.0027280398644507|      0.00781250|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      40|[0.1735928399189297, -0.0079071977250334]                                       |  0.0027280398644507|      0.00390625|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      41|[0.1696873072002962, -0.0078323428909677]                                       |  0.0024907898623496|      0.00781250|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.1696873072002962, -0.0078323428909677]                                       |  0.0024907898623496|      0.00390625|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      43|[0.1657825890765627, -0.0077229562524458]                                       |  0.0022693781647831|      0.00781250|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.1657825890765627, -0.0077229562524458]                                       |  0.0022693781647831|      0.00390625|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.1618777236867489, -0.007618959377809]                                        |  0.0020630639046431|      0.00781250|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.1618777236867489, -0.007618959377809]                                        |  0.0020630639046431|      0.00390625|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.1579725766793143, -0.0075261374363016]                                       |  0.0018711431184784|      0.00781250|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.1579725766793143, -0.0075261374363016]                                       |  0.0018711431184784|      0.00390625|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.1540665080865771, -0.0074884915689067]                                       |  0.0016929345438257|      0.00781250|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.1540665080865771, -0.0074884915689067]                                       |  0.0016929345438257|      0.00390625|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      51|[0.1501617005849945, -0.0073823433796443]                                       |  0.0015277762431651|      0.00781250|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[0.1501617005849945, -0.0073823433796443]                                       |  0.0015277762431651|      0.00390625|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      53|[0.1462556416023067, -0.0073437132584413]                                       |  0.0013750038342550|      0.00781250|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[0.1462556416023067, -0.0073437132584413]                                       |  0.0013750038342550|      0.00390625|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      55|[0.1462556416023067, -0.0073437132584413]                                       |  0.0013750038342550|      0.00195312|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      56|[0.1443029231769223, -0.0073038633300926]                                       |  0.0013030640548095|      0.00390625|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[0.1443029231769223, -0.0073038633300926]                                       |  0.0013030640548095|      0.00195312|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[0.1423500059982529, -0.0072753719474874]                                       |  0.0012339849490672|      0.00390625|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      59|[0.1423500059982529, -0.0072753719474874]                                       |  0.0012339849490672|      0.00195312|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      60|[0.1403972524476404, -0.0072372821037575]                                       |  0.0011676897993311|      0.00390625|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
