k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-1.2, 1.0]                                                                     |26656.1334557436784962|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-1.2, 1.0]                                                                     |26656.1334557436784962|      0.20000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[-1.001924988153568, 0.9723180621697871]                                        |3954.3686523437500000|      1.00000000|[12, 4, 0, 4]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       3|[-1.001924988153568, 0.9723180621697871]                                        |3954.3686523437500000|      0.20000000|[18, 6, 0, 6]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.8105156263912863, 0.9143313720611422]                                       |452.4665832519531250|      1.00000000|[24, 8, 0, 8]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[-0.8105156263912863, 0.9143313720611422]                                       |452.4665832519531250|      0.20000000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.611436798101961, 0.9335047944721098]                                        | 38.0933227539062500|      1.00000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[-0.611436798101961, 0.9335047944721098]                                        | 38.0933227539062500|      0.20000000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.4128059685401553, 0.910142569672471]                                        |  1.6411554813385010|      1.00000000|[49, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       9|[-0.4128059685401553, 0.910142569672471]                                        |  1.6411554813385010|      0.20000000|[56, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.2146606279469656, 0.882968611528526]                                        |  0.0248424038290977|      1.00000000|[61, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[-0.2146606279469656, 0.882968611528526]                                        |  0.0248424038290977|      0.20000000|[67, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-0.2146606279469656, 0.882968611528526]                                        |  0.0248424038290977|      0.04000000|[73, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[-0.174890951202702, 0.8786822597397919]                                        |  0.0085734436288476|      0.20000000|[79, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      14|[-0.0039475969458853, 0.9825011868938924]                                       |  0.0000000070248647|      1.00000000|[84, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      15|[-0.0039475969458853, 0.9825011868938924]                                       |  0.0000000070248647|      0.20000000|[91, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[-0.0039475969458853, 0.9825011868938924]                                       |  0.0000000070248647|      0.04000000|[98, 36, 0, 36]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      17|[-0.0039475969458853, 0.9825011868938924]                                       |  0.0000000070248647|      0.00800000|[104, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[-0.0039475969458853, 0.9825011868938924]                                       |  0.0000000070248647|      0.00160000|[111, 41, 0, 41]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      19|[-0.0039475969458853, 0.9825011868938924]                                       |  0.0000000070248647|      0.00032000|[117, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[-0.0039475969458853, 0.9825011868938924]                                       |  0.0000000070248647|      0.00006400|[124, 46, 0, 46]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      21|[-0.0039475969458853, 0.9825011868938924]                                       |  0.0000000070248647|      0.00001280|[131, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      22|[-0.0039475969458853, 0.9825011868938924]                                       |  0.0000000070248647|      0.00000256|[137, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[-0.003945065312198, 0.9825015669345132]                                        |  0.0000000070138637|      0.00001280|[143, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[-0.003945065312198, 0.9825015669345132]                                        |  0.0000000070138637|      0.00000256|[150, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      25|[-0.0039425336520858, 0.9825019467990634]                                       |  0.0000000070028738|      0.00001280|[156, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[-0.0039425336520858, 0.9825019467990634]                                       |  0.0000000070028738|      0.00000256|[164, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      27|[-0.0039400020281017, 0.9825023269043162]                                       |  0.0000000069918951|      0.00001280|[170, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[-0.0039400020281017, 0.9825023269043162]                                       |  0.0000000069918951|      0.00000256|[176, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[-0.0039374704564006, 0.9825027073576275]                                       |  0.0000000069809278|      0.00001280|[182, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[-0.0039374704564006, 0.9825027073576275]                                       |  0.0000000069809278|      0.00000256|[188, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.0039349387134789, 0.9825030866698716]                                       |  0.0000000069699717|      0.00001280|[193, 71, 0, 71]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      32|[-0.0039349387134789, 0.9825030866698716]                                       |  0.0000000069699717|      0.00000256|[200, 74, 0, 74]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      33|[-0.003932407025461, 0.9825034663483935]                                        |  0.0000000069590267|      0.00001280|[205, 76, 0, 76]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      34|[-0.003932407025461, 0.9825034663483935]                                        |  0.0000000069590267|      0.00000256|[213, 79, 0, 79]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      35|[-0.0039298753311684, 0.9825038459850732]                                       |  0.0000000069480928|      0.00001280|[218, 81, 0, 81]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      36|[-0.0039298753311684, 0.9825038459850732]                                       |  0.0000000069480928|      0.00000256|[225, 84, 0, 84]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      37|[-0.003927343524812, 0.9825042248736767]                                        |  0.0000000069371699|      0.00001280|[230, 86, 0, 86]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      38|[-0.003927343524812, 0.9825042248736767]                                        |  0.0000000069371699|      0.00000256|[236, 88, 0, 88]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[-0.0039248116858371, 0.982504603544253]                                        |  0.0000000069262587|      0.00001280|[242, 90, 0, 90]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      40|[-0.0039248116858371, 0.982504603544253]                                        |  0.0000000069262587|      0.00000256|[249, 93, 0, 93]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      41|[-0.0039222797952217, 0.9825049818693927]                                       |  0.0000000069153581|      0.00001280|[254, 95, 0, 95]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      42|[-0.0039222797952217, 0.9825049818693927]                                       |  0.0000000069153581|      0.00000256|[262, 98, 0, 98]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      43|[-0.0039197479119402, 0.9825053602436107]                                       |  0.0000000069044690|      0.00001280|[268, 100, 0, 100]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      44|[-0.0039197479119402, 0.9825053602436107]                                       |  0.0000000069044690|      0.00000256|[274, 102, 0, 102]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[-0.0039172160487883, 0.9825057387525014]                                       |  0.0000000068935910|      0.00001280|[279, 104, 0, 104]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      46|[-0.0039172160487883, 0.9825057387525014]                                       |  0.0000000068935910|      0.00000256|[286, 107, 0, 107]                                                         |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      47|[-0.0039146840493243, 0.9825061163484686]                                       |  0.0000000068827242|      0.00001280|[292, 109, 0, 109]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      48|[-0.0039146840493243, 0.9825061163484686]                                       |  0.0000000068827242|      0.00000256|[298, 111, 0, 111]                                                         |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[-0.0039121520937091, 0.98250649423835]                                         |  0.0000000068718689|      0.00001280|[304, 113, 0, 113]                                                         |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
