k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6046763587936216, 0.0529365046011554, 0.1347814635630586, 0.7824561603678388, -0.0059130604886967, -0.0030157359189857, -0.0064709334390101, 0.018628472717783, -0.010677566669248, -0.0074138494399871, 0.002584147084109, -0.0101854408206783, -0.0137255503199514, -0.0083294421051466, 0.0026641990545058, 0.0060974555989365, 0.0079779467691121, 0.0016264850975675, 0.002640729047633, 0.0055151234584257, -0.002542585243639, 0.0059998431773787]| 13.1520252227783203|     10.00000000|[83, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
       2|[0.6046763587936216, 0.0529365046011554, 0.1347814635630586, 0.7824561603678388, -0.0059130604886967, -0.0030157359189857, -0.0064709334390101, 0.018628472717783, -0.010677566669248, -0.0074138494399871, 0.002584147084109, -0.0101854408206783, -0.0137255503199514, -0.0083294421051466, 0.0026641990545058, 0.0060974555989365, 0.0079779467691121, 0.0016264850975675, 0.002640729047633, 0.0055151234584257, -0.002542585243639, 0.0059998431773787]| 13.1520252227783203|      1.00000000|[166, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       3|[0.6046763587936216, 0.0529365046011554, 0.1347814635630586, 0.7824561603678388, -0.0059130604886967, -0.0030157359189857, -0.0064709334390101, 0.018628472717783, -0.010677566669248, -0.0074138494399871, 0.002584147084109, -0.0101854408206783, -0.0137255503199514, -0.0083294421051466, 0.0026641990545058, 0.0060974555989365, 0.0079779467691121, 0.0016264850975675, 0.002640729047633, 0.0055151234584257, -0.002542585243639, 0.0059998431773787]| 13.1520252227783203|      0.10000000|[247, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       4|[0.6656141996795762, 0.0581569862526214, 0.1483062626066519, 0.8604059040891453, -0.0059233613823421, -0.0028996397762012, -0.0062865242507602, 0.018655289403661, -0.0106531471978198, -0.007403446513649, 0.0024669563278181, -0.0100682591798273, -0.0139184948635972, -0.0081324771950293, 0.0026588092258385, 0.005914237815005, 0.0078417820892065, 0.0015048258080549, 0.0027214385301575, 0.0054033009261304, -0.0024735625677954, 0.0059872241940526]| 13.0189304351806641|      1.00000000|[332, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | iterate success | actual_k=16
       5|[0.6656141996795762, 0.0581569862526214, 0.1483062626066519, 0.8604059040891453, -0.0059233613823421, -0.0028996397762012, -0.0062865242507602, 0.018655289403661, -0.0106531471978198, -0.007403446513649, 0.0024669563278181, -0.0100682591798273, -0.0139184948635972, -0.0081324771950293, 0.0026588092258385, 0.005914237815005, 0.0078417820892065, 0.0015048258080549, 0.0027214385301575, 0.0054033009261304, -0.0024735625677954, 0.0059872241940526]| 13.0189304351806641|      0.10000000|[418, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       6|[0.7264924447068625, 0.0633325867481496, 0.1617874356699757, 0.9384136121168949, -0.0060695938795901, -0.0029043960907271, -0.0061301478997116, 0.0186776645088931, -0.0106687499387489, -0.0073732916302611, 0.0025511697291889, -0.0099615776710766, -0.0138844604883291, -0.0082561405308512, 0.002645680014216, 0.0058972824217394, 0.0078413421244363, 0.0014044497275644, 0.0027967337340153, 0.005332373092673, -0.0024093452762246, 0.0059975327628549]| 12.8952598571777344|      1.00000000|[503, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       7|[0.7264924447068625, 0.0633325867481496, 0.1617874356699757, 0.9384136121168949, -0.0060695938795901, -0.0029043960907271, -0.0061301478997116, 0.0186776645088931, -0.0106687499387489, -0.0073732916302611, 0.0025511697291889, -0.0099615776710766, -0.0138844604883291, -0.0082561405308512, 0.002645680014216, 0.0058972824217394, 0.0078413421244363, 0.0014044497275644, 0.0027967337340153, 0.005332373092673, -0.0024093452762246, 0.0059975327628549]| 12.8952598571777344|      0.10000000|[586, 224, 0, 14]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       8|[0.7874236265748301, 0.0682669188350888, 0.1759025734931298, 1.0162666557151694, -0.0059945850663386, -0.0031743246749661, -0.0070766988325894, 0.0188229618673537, -0.0104961986168786, -0.0076040923520667, 0.0029908785887507, -0.0104447845694058, -0.0139746638913839, -0.0081493362259862, 0.0019873611132732, 0.0055155684206356, 0.0073661337480642, 0.0015883612529778, 0.0029096202366369, 0.0058275382694324, -0.0025064785046035, 0.0057167305595306]| 12.7810316085815430|      1.00000000|[670, 256, 0, 16]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       9|[0.7874236265748301, 0.0682669188350888, 0.1759025734931298, 1.0162666557151694, -0.0059945850663386, -0.0031743246749661, -0.0070766988325894, 0.0188229618673537, -0.0104961986168786, -0.0076040923520667, 0.0029908785887507, -0.0104447845694058, -0.0139746638913839, -0.0081493362259862, 0.0019873611132732, 0.0055155684206356, 0.0073661337480642, 0.0015883612529778, 0.0029096202366369, 0.0058275382694324, -0.0025064785046035, 0.0057167305595306]| 12.7810316085815430|      0.10000000|[752, 288, 0, 18]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      10|[0.8482033493823323, 0.0733911857513206, 0.1896874860663255, 1.0942980064137453, -0.0059019066194096, -0.0032917620193511, -0.0071028249846031, 0.0189992432426674, -0.0106729664547885, -0.0075488814660517, 0.0033168687027747, -0.0104175771723437, -0.0140167370900735, -0.0081114099693952, 0.0023333746399705, 0.0055928864107693, 0.007261050074262, 0.0016551404712319, 0.0030849587124563, 0.0055846521793515, -0.0029768071162567, 0.0057462910439537]| 12.6762151718139648|      1.00000000|[835, 320, 0, 20]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
      11|[0.8482033493823323, 0.0733911857513206, 0.1896874860663255, 1.0942980064137453, -0.0059019066194096, -0.0032917620193511, -0.0071028249846031, 0.0189992432426674, -0.0106729664547885, -0.0075488814660517, 0.0033168687027747, -0.0104175771723437, -0.0140167370900735, -0.0081114099693952, 0.0023333746399705, 0.0055928864107693, 0.007261050074262, 0.0016551404712319, 0.0030849587124563, 0.0055846521793515, -0.0029768071162567, 0.0057462910439537]| 12.6762151718139648|      0.10000000|[919, 352, 0, 22]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
