k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[10.642224747056071, -1.0413523402145897, -0.3623262572693113, -0.3573577596778932, 0.4515617127952118, 0.1712856681582432, -0.0869816525813312]|31801.6425781250000000|      2.00000000|[33, 0, 0, 2]                                                              |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
       2|[10.642224747056071, -1.0413523402145897, -0.3623262572693113, -0.3573577596778932, 0.4515617127952118, 0.1712856681582432, -0.0869816525813312]|31801.6425781250000000|      1.00000000|[81, 0, 0, 5]                                                              |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[10.642224747056071, -1.0413523402145897, -0.3623262572693113, -0.3573577596778932, 0.4515617127952118, 0.1712856681582432, -0.0869816525813312]|31801.6425781250000000|      0.50000000|[129, 0, 0, 8]                                                             |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       4|[10.642224747056071, -1.0413523402145897, -0.3623262572693113, -0.3573577596778932, 0.4515617127952118, 0.1712856681582432, -0.0869816525813312]|31801.6425781250000000|      0.25000000|[177, 0, 0, 11]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[10.642224747056071, -1.0413523402145897, -0.3623262572693113, -0.3573577596778932, 0.4515617127952118, 0.1712856681582432, -0.0869816525813312]|31801.6425781250000000|      0.12500000|[225, 0, 0, 14]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[10.642224747056071, -1.0413523402145897, -0.3623262572693113, -0.3573577596778932, 0.4515617127952118, 0.1712856681582432, -0.0869816525813312]|31801.6425781250000000|      0.06250000|[273, 0, 0, 17]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[10.637870686988263, -1.0400450328136075, -0.3602447442182379, -0.3728695022716404, 0.456081274411326, 0.1750092813890569, -0.0269288048494021]|13013.8505859375000000|      0.12500000|[305, 0, 0, 19]                                                            |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
       8|[10.637870686988263, -1.0400450328136075, -0.3602447442182379, -0.3728695022716404, 0.456081274411326, 0.1750092813890569, -0.0269288048494021]|13013.8505859375000000|      0.06250000|[353, 0, 0, 22]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[10.637870686988263, -1.0400450328136075, -0.3602447442182379, -0.3728695022716404, 0.456081274411326, 0.1750092813890569, -0.0269288048494021]|13013.8505859375000000|      0.03125000|[401, 0, 0, 25]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[10.637870686988263, -1.0400450328136075, -0.3602447442182379, -0.3728695022716404, 0.456081274411326, 0.1750092813890569, -0.0269288048494021]|13013.8505859375000000|      0.01562500|[449, 0, 0, 28]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[10.637870686988263, -1.0400450328136075, -0.3602447442182379, -0.3728695022716404, 0.456081274411326, 0.1750092813890569, -0.0269288048494021]|13013.8505859375000000|      0.00781250|[497, 0, 0, 31]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[10.637736135411956, -1.0396794592976708, -0.3602842247091406, -0.3727752744410313, 0.4559296581435499, 0.1742514831578046, -0.0346925491060473]|12334.6123046875000000|      0.01562500|[545, 0, 0, 34]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | iterate success | actual_k=0
      13|[10.637736135411956, -1.0396794592976708, -0.3602842247091406, -0.3727752744410313, 0.4559296581435499, 0.1742514831578046, -0.0346925491060473]|12334.6123046875000000|      0.00781250|[593, 0, 0, 37]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[10.637736135411956, -1.0396794592976708, -0.3602842247091406, -0.3727752744410313, 0.4559296581435499, 0.1742514831578046, -0.0346925491060473]|12334.6123046875000000|      0.00390625|[641, 0, 0, 40]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[10.637798892085273, -1.0397931848665096, -0.3601761511933315, -0.3732211249580809, 0.4558995125553341, 0.174146656505204, -0.030817041757907]|11718.5693359375000000|      0.00781250|[673, 0, 0, 42]                                                            |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
      16|[10.637798892085273, -1.0397931848665096, -0.3601761511933315, -0.3732211249580809, 0.4558995125553341, 0.174146656505204, -0.030817041757907]|11718.5693359375000000|      0.00390625|[721, 0, 0, 45]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[10.637798892085273, -1.0397931848665096, -0.3601761511933315, -0.3732211249580809, 0.4558995125553341, 0.174146656505204, -0.030817041757907]|11718.5693359375000000|      0.00195312|[769, 0, 0, 48]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[10.637798516347853, -1.039673250423328, -0.359883639250909, -0.3740272594802578, 0.4560062068279163, 0.1725549329472383, -0.0315381029180697]|11688.7207031250000000|      0.00390625|[801, 0, 0, 50]                                                            |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
      19|[10.637798516347853, -1.039673250423328, -0.359883639250909, -0.3740272594802578, 0.4560062068279163, 0.1725549329472383, -0.0315381029180697]|11688.7207031250000000|      0.00195312|[849, 0, 0, 53]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[10.637798516347853, -1.039673250423328, -0.359883639250909, -0.3740272594802578, 0.4560062068279163, 0.1725549329472383, -0.0315381029180697]|11688.7207031250000000|      0.00097656|[897, 0, 0, 56]                                                            |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[10.637751295909766, -1.0397202420628413, -0.3598664165279647, -0.3743011889473757, 0.4559614237008979, 0.172156942537018, -0.0306934133524806]|11663.1298828125000000|      0.00195312|[929, 0, 0, 58]                                                            |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
      22|[10.637757858993822, -1.0398608799536433, -0.3599176215232426, -0.375216085366732, 0.4559184890877059, 0.1708016542562813, -0.0317500911939342]|11647.8447265625000000|      0.00390625|[961, 0, 0, 60]                                                            |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
      23|[10.637757858993822, -1.0398608799536433, -0.3599176215232426, -0.375216085366732, 0.4559184890877059, 0.1708016542562813, -0.0317500911939342]|11647.8447265625000000|      0.00195312|[1009, 0, 0, 63]                                                           |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      24|[10.637757858993822, -1.0398608799536433, -0.3599176215232426, -0.375216085366732, 0.4559184890877059, 0.1708016542562813, -0.0317500911939342]|11647.8447265625000000|      0.00097656|[1057, 0, 0, 66]                                                           |  | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 33 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[10.637744674823516, -1.0398649038728256, -0.3598914037342053, -0.3754335501892115, 0.4559436972661609, 0.1705352458457746, -0.0308369115362511]|11609.9697265625000000|      0.00195312|[1089, 0, 0, 68]                                                           |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
      26|[10.637972118140432, -1.039903464531638, -0.359906041049835, -0.3763205129388215, 0.4557946019965358, 0.1690760683531397, -0.0317441790569778]|11594.1660156250000000|      0.00390625|[1121, 0, 0, 70]                                                           |  | trying quadratic partial model with 17 points | iterate success | actual_k=0
