k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]|  1.5280136783814451|      0.50000000|[129, 0, 0, 2]                                                             |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       2|[0.8886912438559057, 0.8893893127089554, 0.8873406279448848, 0.8875998670681712, 0.8877212454483249, 0.8874382235748289, 0.8878340661310484, 0.8877507956418278, 0.8870592393661904, 0.8886591067033042, 1.0412325015757817, 0.65396378143763, 0.9887416754600605, 0.9880738662418594, 0.9882460083049828, 0.98850046631626, 0.9745794747115772, 0.9650960531435211, 0.9795497302119225, 0.9946767562414378, 0.9910592520237835, 0.9917530625106505]|  1.3729269504547119|      1.00000000|[257, 0, 0, 4]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       3|[0.8886912438559057, 0.8893893127089554, 0.8873406279448848, 0.8875998670681712, 0.8877212454483249, 0.8874382235748289, 0.8878340661310484, 0.8877507956418278, 0.8870592393661904, 0.8886591067033042, 1.0412325015757817, 0.65396378143763, 0.9887416754600605, 0.9880738662418594, 0.9882460083049828, 0.98850046631626, 0.9745794747115772, 0.9650960531435211, 0.9795497302119225, 0.9946767562414378, 0.9910592520237835, 0.9917530625106505]|  1.3729269504547119|      0.50000000|[385, 0, 0, 6]                                                             |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.7770234964452262, 0.7781269833139323, 0.7740770416523751, 0.7747551170372001, 0.775033257079667, 0.7742975013869847, 0.7751118262331529, 0.7751975429245666, 0.7736405328736088, 0.776796195179465, 1.0737721381470942, 0.309352884036717, 0.9763082858268984, 0.9750103872586445, 0.9752952841107971, 0.9757766408307028, 0.947105085550981, 0.9276715006829592, 0.9573999517875239, 0.9885169168659977, 0.9811024044986614, 0.9825944937668013]|  1.2271870374679565|      1.00000000|[513, 0, 0, 8]                                                             |  | trying linear partial model with 65 points | iterate success | actual_k=0
       5|[0.7770234964452262, 0.7781269833139323, 0.7740770416523751, 0.7747551170372001, 0.775033257079667, 0.7742975013869847, 0.7751118262331529, 0.7751975429245666, 0.7736405328736088, 0.776796195179465, 1.0737721381470942, 0.309352884036717, 0.9763082858268984, 0.9750103872586445, 0.9752952841107971, 0.9757766408307028, 0.947105085550981, 0.9276715006829592, 0.9573999517875239, 0.9885169168659977, 0.9811024044986614, 0.9825944937668013]|  1.2271870374679565|      0.50000000|[641, 0, 0, 10]                                                            |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.663790269826061, 0.6659624512731761, 0.6594945090089745, 0.660723705536281, 0.6610877332638097, 0.6597817933265425, 0.6609359275538186, 0.6611380751804455, 0.6590150184019042, 0.6637668179695022, 1.0964880877830099, -0.0307476495404541, 0.9626586298826899, 0.9604758727607353, 0.9606915883920046, 0.9616457673431571, 0.917083821796551, 0.8869964433957763, 0.9332543748939732, 0.9814376211921315, 0.9700145081959857, 0.9725668970862125]|  1.0930489301681519|      1.00000000|[769, 0, 0, 12]                                                            |  | trying linear partial model with 65 points | iterate success | actual_k=0
       7|[0.663790269826061, 0.6659624512731761, 0.6594945090089745, 0.660723705536281, 0.6610877332638097, 0.6597817933265425, 0.6609359275538186, 0.6611380751804455, 0.6590150184019042, 0.6637668179695022, 1.0964880877830099, -0.0307476495404541, 0.9626586298826899, 0.9604758727607353, 0.9606915883920046, 0.9616457673431571, 0.917083821796551, 0.8869964433957763, 0.9332543748939732, 0.9814376211921315, 0.9700145081959857, 0.9725668970862125]|  1.0930489301681519|      0.50000000|[897, 0, 0, 14]                                                            |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
       8|[0.5481740751798634, 0.5511202593509011, 0.5421346038577366, 0.544297412674009, 0.544486838950466, 0.5426217728025639, 0.5441514432322914, 0.5444938243016584, 0.5419894822415547, 0.548002725505816, 1.1086995600608425, -0.360956513187825, 0.9473473667715342, 0.9441138393857245, 0.9443605448039224, 0.945567701075125, 0.8837748952443306, 0.8418958673374477, 0.9060252984208592, 0.9732587480369138, 0.9575835779027256, 0.96108050027276]|  0.9720300436019897|      1.00000000|[1025, 0, 0, 16]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
       9|[0.5481740751798634, 0.5511202593509011, 0.5421346038577366, 0.544297412674009, 0.544486838950466, 0.5426217728025639, 0.5441514432322914, 0.5444938243016584, 0.5419894822415547, 0.548002725505816, 1.1086995600608425, -0.360956513187825, 0.9473473667715342, 0.9441138393857245, 0.9443605448039224, 0.945567701075125, 0.8837748952443306, 0.8418958673374477, 0.9060252984208592, 0.9732587480369138, 0.9575835779027256, 0.96108050027276]|  0.9720300436019897|      0.50000000|[1153, 0, 0, 18]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      10|[0.5481740751798634, 0.5511202593509011, 0.5421346038577366, 0.544297412674009, 0.544486838950466, 0.5426217728025639, 0.5441514432322914, 0.5444938243016584, 0.5419894822415547, 0.548002725505816, 1.1086995600608425, -0.360956513187825, 0.9473473667715342, 0.9441138393857245, 0.9443605448039224, 0.945567701075125, 0.8837748952443306, 0.8418958673374477, 0.9060252984208592, 0.9732587480369138, 0.9575835779027256, 0.96108050027276]|  0.9720300436019897|      0.25000000|[1281, 0, 0, 20]                                                           |  | trying linear partial model with 65 points | exploitation failed, decreasing delta | actual_k=0
      11|[0.488841466532678, 0.4923620845205419, 0.482058514361313, 0.4846847861451038, 0.4850334199809431, 0.4826129051468359, 0.4842267662320706, 0.4850144621375875, 0.4821451098001309, 0.4887535772021511, 1.1088587306875892, -0.5201517876700203, 0.9386218034563204, 0.9349331179973502, 0.9351465354826874, 0.9364341877304926, 0.8650276563169546, 0.8166551332175659, 0.8907687896538623, 0.9684668878051629, 0.9505107949710296, 0.9546175469330114]|  0.9163182377815247|      0.50000000|[1409, 0, 0, 22]                                                           |  | trying linear partial model with 65 points | iterate success | actual_k=0
