k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.9298949486707209, 2.0024846651103916, -8.006959772854904]                    | 40.8731384277343750|      1.11111111|[9, 0, 0, 2]                                                               |  | trying linear partial model with 5 points | iterate success | actual_k=0
       2|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      1.23456790|[17, 0, 0, 4]                                                              |  | trying linear partial model with 5 points | iterate success | actual_k=0
       3|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      1.11111111|[25, 0, 0, 6]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       4|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      1.00000000|[33, 0, 0, 8]                                                              |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       5|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      0.90000000|[41, 0, 0, 10]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       6|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      0.81000000|[49, 0, 0, 12]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       7|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      0.72900000|[57, 0, 0, 14]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       8|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      0.65610000|[65, 0, 0, 16]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
       9|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      0.59049000|[73, 0, 0, 18]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      10|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      0.53144100|[81, 0, 0, 20]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      11|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      0.47829690|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      12|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      0.43046721|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      13|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      0.38742049|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      14|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      0.34867844|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
      15|[2.251457428588368, 0.9748257035420196, -7.732947854406096]                     |  9.7742366790771484|      0.31381060|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | exploitation failed, decreasing delta | actual_k=0
