k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.50000000|[96, 26, 0, 2]                                                             |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       2|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.25000000|[189, 52, 0, 4]                                                            |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       3|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.12500000|[282, 78, 0, 6]                                                            |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       4|[-0.5989580117047109, 0.6081199561606884, -1.8470848979358692, -0.003986666686536, -0.0326993732487373, -0.005644404003676, -0.0274338465173111, -0.1346668211880471, 1.1143191605174585, -0.003335778049757, 0.005357873642135, 399.7309473893025, 0.0039882853949994, -0.0120731981159429, -0.0102648506033636, 0.0140635803653016, -0.1233320604913439, 0.7305190166009861, 0.0008902107544103, 0.0335496108832248, 402.03843670582705, 0.0173913332608814, -0.0009547718389978, 0.0082302501078472, -0.0185189537759192, -0.13131308153603, 0.9136878939950791, 0.0244674195514397, -0.01671101200511, 400.401040970777, 0.0550823324666739, -1.1962785214106946, 0.0080868545818613, -1.4303524448009848, -0.076039302972476, 0.4517934711001837, 0.0010642568113305, 0.0098607945762922, 407.03392314583203, 0.0479170855731248, -1.2315081959436756, -0.0114293963470853, -1.0429234266441183, -0.1069579063260394, 0.3451743916674799, 0.0116000424732955, 0.0021115067079607, 405.9306293411871, 0.0285776385211305, -1.2524309134972147, -0.0079203889450116, -0.865372223381806, -0.136741969536815, 0.2924399656798141, 0.0176013884399593, -0.008836068873968, 404.7391256719913]|88003.7734375000000000|      0.25000000|[372, 104, 0, 8]                                                           |  | trying linear partial model with 52 points | iterate success | actual_k=13
       5|[-0.5989580117047109, 0.6081199561606884, -1.8470848979358692, -0.003986666686536, -0.0326993732487373, -0.005644404003676, -0.0274338465173111, -0.1346668211880471, 1.1143191605174585, -0.003335778049757, 0.005357873642135, 399.7309473893025, 0.0039882853949994, -0.0120731981159429, -0.0102648506033636, 0.0140635803653016, -0.1233320604913439, 0.7305190166009861, 0.0008902107544103, 0.0335496108832248, 402.03843670582705, 0.0173913332608814, -0.0009547718389978, 0.0082302501078472, -0.0185189537759192, -0.13131308153603, 0.9136878939950791, 0.0244674195514397, -0.01671101200511, 400.401040970777, 0.0550823324666739, -1.1962785214106946, 0.0080868545818613, -1.4303524448009848, -0.076039302972476, 0.4517934711001837, 0.0010642568113305, 0.0098607945762922, 407.03392314583203, 0.0479170855731248, -1.2315081959436756, -0.0114293963470853, -1.0429234266441183, -0.1069579063260394, 0.3451743916674799, 0.0116000424732955, 0.0021115067079607, 405.9306293411871, 0.0285776385211305, -1.2524309134972147, -0.0079203889450116, -0.865372223381806, -0.136741969536815, 0.2924399656798141, 0.0176013884399593, -0.008836068873968, 404.7391256719913]|88003.7734375000000000|      0.12500000|[463, 130, 0, 10]                                                          |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       6|[-0.5766291064297749, 0.6459671439810238, -1.8310803044958621, 0.0082603325456286, -0.0123774369153627, 0.0150570986803242, -0.0254789524617794, -0.1522607450518932, 1.1011391544069895, -0.0081450262238446, 0.0051054888939772, 399.728867359204, -0.0206161477737387, -0.0132963056658036, -0.0009459244132972, 0.0138760420887245, -0.1129443218678954, 0.7211518793548104, 0.0081969621348184, 0.0335124474125536, 402.0433647537295, 0.02029684799601, -0.0034834847292081, 0.0101777017004658, 0.0044547347418946, -0.1232910305978545, 0.9092764132001941, 0.0269649719376539, -0.0195694062954532, 400.40786292839385, 0.088681513524895, -1.1803802776485655, 0.0023865176583789, -1.4452142204004295, -0.0299789633692329, 0.4409791423444607, 0.0083869185723611, -0.0132884776404896, 407.0470363971829, 0.0944867827113725, -1.219380184277963, -0.0186152850310842, -1.045000591986463, -0.0901930118325273, 0.3392803886243039, 0.0209779838949525, 0.0025715001186257, 405.9295693716541, 0.0506239175441694, -1.2424743941284968, -0.0339501334630077, -0.8596965178700475, -0.1085796628995077, 0.3089099373637471, 0.0038398165807079, -0.0264892285665835, 404.7379827803399]|48401.6210937500000000|      0.25000000|[556, 156, 0, 12]                                                          |  | trying linear partial model with 52 points | iterate success | actual_k=13
       7|[-0.5766291064297749, 0.6459671439810238, -1.8310803044958621, 0.0082603325456286, -0.0123774369153627, 0.0150570986803242, -0.0254789524617794, -0.1522607450518932, 1.1011391544069895, -0.0081450262238446, 0.0051054888939772, 399.728867359204, -0.0206161477737387, -0.0132963056658036, -0.0009459244132972, 0.0138760420887245, -0.1129443218678954, 0.7211518793548104, 0.0081969621348184, 0.0335124474125536, 402.0433647537295, 0.02029684799601, -0.0034834847292081, 0.0101777017004658, 0.0044547347418946, -0.1232910305978545, 0.9092764132001941, 0.0269649719376539, -0.0195694062954532, 400.40786292839385, 0.088681513524895, -1.1803802776485655, 0.0023865176583789, -1.4452142204004295, -0.0299789633692329, 0.4409791423444607, 0.0083869185723611, -0.0132884776404896, 407.0470363971829, 0.0944867827113725, -1.219380184277963, -0.0186152850310842, -1.045000591986463, -0.0901930118325273, 0.3392803886243039, 0.0209779838949525, 0.0025715001186257, 405.9295693716541, 0.0506239175441694, -1.2424743941284968, -0.0339501334630077, -0.8596965178700475, -0.1085796628995077, 0.3089099373637471, 0.0038398165807079, -0.0264892285665835, 404.7379827803399]|48401.6210937500000000|      0.12500000|[648, 182, 0, 14]                                                          |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       8|[-0.5766291064297749, 0.6459671439810238, -1.8310803044958621, 0.0082603325456286, -0.0123774369153627, 0.0150570986803242, -0.0254789524617794, -0.1522607450518932, 1.1011391544069895, -0.0081450262238446, 0.0051054888939772, 399.728867359204, -0.0206161477737387, -0.0132963056658036, -0.0009459244132972, 0.0138760420887245, -0.1129443218678954, 0.7211518793548104, 0.0081969621348184, 0.0335124474125536, 402.0433647537295, 0.02029684799601, -0.0034834847292081, 0.0101777017004658, 0.0044547347418946, -0.1232910305978545, 0.9092764132001941, 0.0269649719376539, -0.0195694062954532, 400.40786292839385, 0.088681513524895, -1.1803802776485655, 0.0023865176583789, -1.4452142204004295, -0.0299789633692329, 0.4409791423444607, 0.0083869185723611, -0.0132884776404896, 407.0470363971829, 0.0944867827113725, -1.219380184277963, -0.0186152850310842, -1.045000591986463, -0.0901930118325273, 0.3392803886243039, 0.0209779838949525, 0.0025715001186257, 405.9295693716541, 0.0506239175441694, -1.2424743941284968, -0.0339501334630077, -0.8596965178700475, -0.1085796628995077, 0.3089099373637471, 0.0038398165807079, -0.0264892285665835, 404.7379827803399]|48401.6210937500000000|      0.06250000|[740, 208, 0, 16]                                                          |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       9|[-0.5666321660978394, 0.6601649015563342, -1.835322030414857, -0.0023360486083863, -0.0115394395575921, 0.0226632150077652, -0.0422104999204439, -0.151828791819752, 1.1112751488755028, -0.0198620368145822, 0.0095839206027381, 399.73066498387107, -0.0208214045467752, -0.0234244471442124, -0.0003441083361484, 0.0123933469077233, -0.1132917377324733, 0.7150484613276064, 0.0047707895748782, 0.0476668566888008, 402.047943872185, 0.0048093129626919, -0.0072387532098002, 0.0117625684466436, 0.0156925209037883, -0.1304642509826849, 0.9022972255316679, 0.022126063396772, -0.0103636542854225, 400.41335097435217, 0.0875572645503913, -1.1796269202967935, -0.0140973120454806, -1.4360050302519467, -0.0209425383402789, 0.4482409071497893, 0.0181808884610234, -0.0026816723535909, 407.0433555782182, 0.1046993240947554, -1.225030836824723, -0.0197843324489614, -1.0520087247929526, -0.0798814919436519, 0.3519303351188053, 0.0181207281039142, 0.0106327906573147, 405.9231860823389, 0.0681785572399229, -1.2317325681762794, -0.034461849752111, -0.8666314669826317, -0.100091151717841, 0.3055523862885066, -0.0014489525515546, -0.0280384926472329, 404.7350910998263]|34099.3281250000000000|      0.12500000|[830, 234, 0, 18]                                                          |  | trying linear partial model with 52 points | iterate success | actual_k=13
      10|[-0.5577518100128175, 0.6666473816652513, -1.8404244936717216, -0.0069910511610917, -0.0181990201075619, 0.0432888331995865, -0.0516879971653452, -0.1615360945420139, 1.0798953889368619, 0.0179754300722547, 0.0081842567165513, 399.7434923173951, -0.0273047294330212, -5.76026762235e-05, 0.0042712291695083, 0.0283226805842745, -0.1147730825570346, 0.719248312010515, -0.0118576728301929, 0.0417675378138, 402.04817724870503, -0.0297298082494595, -0.029725058355508, -0.0023389591239801, 0.0054442618790373, -0.1440195949934578, 0.8998445105872529, 0.0192567458256671, -0.024105462728606, 400.40492343727175, 0.0992033828571467, -1.1869432733121712, -0.0445417274931673, -1.425564600159277, 0.0060264095635376, 0.450857512428519, 0.0150413364311403, 0.005283089147726, 407.03779819968463, 0.1126027707463688, -1.223790124979942, -0.0248302718953019, -1.0798390829346158, -0.0466005226063522, 0.3515533625529214, 0.0226468188164434, 0.0102841657548053, 405.9277428322053, 0.1172103913090983, -1.2193173490777958, -0.0591181250399962, -0.8851906226353878, -0.0828581786398293, 0.3267489718814884, -0.0052492900426711, -0.0421953548697255, 404.73919669448577]|14245.0478515625000000|      0.25000000|[922, 260, 0, 20]                                                          |  | trying linear partial model with 52 points | iterate success | actual_k=13
