k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 5.0]                                                                      |149.7192190771219771|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 5.0]                                                                      |149.7192190771219771|      0.10000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.0, 5.0]                                                                      |149.7192190771219771|      0.01000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.9900230838094499, 4.999320924653121]                                         |124.0263595581054688|      0.10000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[0.8979722815707522, 4.9602485583668035]                                        |  7.8316988945007324|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|     10.00000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      1.00000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.10000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.01000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00100000|[51, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00010000|[55, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00001000|[59, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000100|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000010|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000001|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      15|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[78, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[82, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      17|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[86, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      18|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[90, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[95, 38, 0, 38]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[99, 40, 0, 40]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[103, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[107, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[111, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      24|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[113, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      25|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[113, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      26|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[113, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      27|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[113, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      28|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[113, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[113, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[113, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[113, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[-0.0865564425061759, 5.135471820142906]                                        |-100000002004087734272.0000000000000000|      0.00000000|[113, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
