k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.50000000|[14, 5, 0, 5]                                                              |  | trying linear partial model with 4 points | DECALRED SUCCESS
       2|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.25000000|[24, 9, 0, 9]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.25000000|[31, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | DECALRED SUCCESS
       3|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.12500000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.12500000|[51, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | DECALRED SUCCESS
       4|[0.0293826427827427, 10.106098608768953, 1.0592008912128386]                    |  1.5154995918273926|      0.25000000|[63, 23, 0, 23]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | iterate success | actual_k=1
       4|[0.0293826427827427, 10.106098608768953, 1.0592008912128386]                    |  1.5154995918273926|      0.25000000|[69, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | DECALRED SUCCESS
       5|[0.0293826427827427, 10.106098608768953, 1.0592008912128386]                    |  1.5154995918273926|      0.12500000|[81, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.0293826427827427, 10.106098608768953, 1.0592008912128386]                    |  1.5154995918273926|      0.06250000|[92, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[0.0293826427827427, 10.106098608768953, 1.0592008912128386]                    |  1.5154995918273926|      0.06250000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
       7|[0.0762409802184394, 10.067096307557595, 1.0729619490566575]                    |  1.2608052492141724|      0.12500000|[105, 39, 0, 39]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       7|[0.0762409802184394, 10.067096307557595, 1.0729619490566575]                    |  1.2608052492141724|      0.12500000|[110, 41, 0, 41]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
       7|[0.0762409802184394, 10.067096307557595, 1.0729619490566575]                    |  1.2608052492141724|      0.12500000|[115, 43, 0, 43]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
       7|[0.0762409802184394, 10.067096307557595, 1.0729619490566575]                    |  1.2608052492141724|      0.12500000|[120, 45, 0, 45]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
       7|[0.0762409802184394, 10.067096307557595, 1.0729619490566575]                    |  1.2608052492141724|      0.12500000|[126, 47, 0, 47]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | DECALRED SUCCESS
       7|[0.0762409802184394, 10.067096307557595, 1.0729619490566575]                    |  1.2608052492141724|      0.12500000|[132, 49, 0, 49]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | DECALRED SUCCESS
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[139, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | iterate success | actual_k=1
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[144, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | DECALRED SUCCESS
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[149, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | DECALRED SUCCESS
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[152, 57, 0, 57]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[159, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | DECALRED SUCCESS
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[162, 61, 0, 61]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[165, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[171, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | DECALRED SUCCESS
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[179, 67, 0, 67]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | DECALRED SUCCESS
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[188, 71, 0, 71]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | DECALRED SUCCESS
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[191, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | DECALRED SUCCESS
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[199, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | DECALRED SUCCESS
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[205, 77, 0, 77]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | DECALRED SUCCESS
       8|[0.0919210263886843, 10.058491853042522, 1.1966757296738428]                    |  0.8580841422080994|      0.25000000|[213, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | DECALRED SUCCESS
