k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.197024512336142, 38.5160007425223, 41.80170257342005, 39.1730625383026]     |810.4403686523437500|      5.00000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       2|[20.158766948226294, 36.100629976538855, 43.26503294269412, 40.01989436287131]  |466.4779968261718750|     25.00000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       3|[3.3960487038936975, 21.74570949063785, 52.788715669869546, 46.89353984519575]  |  2.4676845073699951|    125.00000000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       4|[3.3960487038936975, 21.74570949063785, 52.788715669869546, 46.89353984519575]  |  2.4676845073699951|     25.00000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[3.3960487038936975, 21.74570949063785, 52.788715669869546, 46.89353984519575]  |  2.4676845073699951|      5.00000000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       6|[3.3960487038936975, 21.74570949063785, 52.788715669869546, 46.89353984519575]  |  2.4676845073699951|      1.00000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       7|[3.3960487038936975, 21.74570949063785, 52.788715669869546, 46.89353984519575]  |  2.4676845073699951|      0.20000000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[3.1982615222157786, 21.71756330470911, 52.79696654126069, 46.89800595120183]   |  2.1187410354614258|      1.00000000|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
       9|[3.1982615222157786, 21.71756330470911, 52.79696654126069, 46.89800595120183]   |  2.1187410354614258|      0.20000000|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      10|[3.000145235114465, 21.691482508079698, 52.80437318697156, 46.901862171070924]  |  1.7972222566604614|      1.00000000|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      11|[3.000145235114465, 21.691482508079698, 52.80437318697156, 46.901862171070924]  |  1.7972222566604614|      0.20000000|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      12|[2.8018614776558683, 21.666766612375497, 52.811859588571544, 46.90594013854544] |  1.5029006004333496|      1.00000000|[159, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      13|[2.8018614776558683, 21.666766612375497, 52.811859588571544, 46.90594013854544] |  1.5029006004333496|      0.20000000|[172, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[2.603134294245337, 21.64629344335727, 52.82058866875493, 46.909427126245454]   |  1.2355682849884033|      1.00000000|[185, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      15|[2.603134294245337, 21.64629344335727, 52.82058866875493, 46.909427126245454]   |  1.2355682849884033|      0.20000000|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[2.404418807524168, 21.624858439764875, 52.82696491391449, 46.91289691814533]   |  0.9949819445610046|      1.00000000|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      17|[2.404418807524168, 21.624858439764875, 52.82696491391449, 46.91289691814533]   |  0.9949819445610046|      0.20000000|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      18|[2.205531357891334, 21.604915891613523, 52.83296077978203, 46.91607917273544]   |  0.7809913158416748|      1.00000000|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      19|[2.205531357891334, 21.604915891613523, 52.83296077978203, 46.91607917273544]   |  0.7809913158416748|      0.20000000|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      20|[2.0063038732666114, 21.587607061678142, 52.835088311429885, 46.918149773001396]|  0.5934362411499023|      1.00000000|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      21|[2.0063038732666114, 21.587607061678142, 52.835088311429885, 46.918149773001396]|  0.5934362411499023|      0.20000000|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      22|[1.8066526495734876, 21.57648743793088, 52.83866438068764, 46.91986866049664]   |  0.4321442842483521|      1.00000000|[290, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      23|[1.8066526495734876, 21.57648743793088, 52.83866438068764, 46.91986866049664]   |  0.4321442842483521|      0.20000000|[304, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      24|[1.6075610118814438, 21.56048905776977, 52.84671978458868, 46.9263248281921]    |  0.2969869077205658|      1.00000000|[317, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      25|[1.6075610118814438, 21.56048905776977, 52.84671978458868, 46.9263248281921]    |  0.2969869077205658|      0.20000000|[330, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      26|[1.4079606000203453, 21.548667462891846, 52.8501841375395, 46.929139741699494]  |  0.1877827495336533|      1.00000000|[343, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      27|[1.4079606000203453, 21.548667462891846, 52.8501841375395, 46.929139741699494]  |  0.1877827495336533|      0.20000000|[356, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.2083798005584314, 21.53580167429309, 52.85128031013668, 46.93001972778608]   |  0.1044898554682732|      1.00000000|[369, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      29|[1.2083798005584314, 21.53580167429309, 52.85128031013668, 46.93001972778608]   |  0.1044898554682732|      0.20000000|[383, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.2083798005584314, 21.53580167429309, 52.85128031013668, 46.93001972778608]   |  0.1044898554682732|      0.04000000|[396, 60, 0, 60]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.1684270975546645, 21.533942535808176, 52.851718545491316, 46.930384524387854]|  0.0909295305609703|      0.20000000|[409, 62, 0, 62]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      32|[1.1684270975546645, 21.533942535808176, 52.851718545491316, 46.930384524387854]|  0.0909295305609703|      0.04000000|[422, 64, 0, 64]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      33|[1.1284764672361185, 21.532064133725317, 52.852317432692296, 46.93062963025579] |  0.0784006863832474|      0.20000000|[435, 66, 0, 66]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
