k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.50000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.25000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.12500000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.06250000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       5|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03125000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01562500|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       7|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00781250|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00390625|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.2461162366875183, 0.3900261516184945, 0.4152602444696448, 0.3896732577407332]|  0.0048312381841242|      0.00781250|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      10|[0.2461162366875183, 0.3900261516184945, 0.4152602444696448, 0.3896732577407332]|  0.0048312381841242|      0.00390625|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.2461162366875183, 0.3900261516184945, 0.4152602444696448, 0.3896732577407332]|  0.0048312381841242|      0.00195312|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[0.2441813088546003, 0.3900896275645535, 0.4153811925470458, 0.3894450168288237]|  0.0046214149333537|      0.00390625|[159, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      13|[0.2441813088546003, 0.3900896275645535, 0.4153811925470458, 0.3894450168288237]|  0.0046214149333537|      0.00195312|[172, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.2422593365400318, 0.3902318712442452, 0.415512602559338, 0.3891565418179232] |  0.0044320267625153|      0.00390625|[185, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      15|[0.2384255130920469, 0.3906597950732518, 0.4155804718016007, 0.3885459177153001]|  0.0041130962781608|      0.00781250|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      16|[0.2384255130920469, 0.3906597950732518, 0.4155804718016007, 0.3885459177153001]|  0.0041130962781608|      0.00390625|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      17|[0.2384255130920469, 0.3906597950732518, 0.4155804718016007, 0.3885459177153001]|  0.0041130962781608|      0.00195312|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.2365464358288158, 0.3909084809810157, 0.4156568981510035, 0.3880810734006854]|  0.0039820610545576|      0.00390625|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      19|[0.2365464358288158, 0.3909084809810157, 0.4156568981510035, 0.3880810734006854]|  0.0039820610545576|      0.00195312|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.2347055893068597, 0.3912409753858933, 0.4156722902657233, 0.3875196538590264]|  0.0038687705527991|      0.00390625|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      21|[0.2347055893068597, 0.3912409753858933, 0.4156722902657233, 0.3875196538590264]|  0.0038687705527991|      0.00195312|[277, 42, 0, 42]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.2329622887475827, 0.3917614008517627, 0.4156815641229258, 0.3868092513282758]|  0.0037713975179940|      0.00390625|[290, 44, 0, 44]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      23|[0.2296689578048078, 0.392985835339633, 0.4153250950393757, 0.3851399849201647] |  0.0036172941327095|      0.00781250|[304, 46, 0, 46]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      24|[0.2296689578048078, 0.392985835339633, 0.4153250950393757, 0.3851399849201647] |  0.0036172941327095|      0.00390625|[317, 48, 0, 48]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.2296689578048078, 0.392985835339633, 0.4153250950393757, 0.3851399849201647] |  0.0036172941327095|      0.00195312|[330, 50, 0, 50]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.2283632621888266, 0.3938420952593998, 0.4152330493049876, 0.3839702829253753]|  0.0035537492949516|      0.00390625|[343, 52, 0, 52]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      27|[0.2283632621888266, 0.3938420952593998, 0.4152330493049876, 0.3839702829253753]|  0.0035537492949516|      0.00195312|[356, 54, 0, 54]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.2273382543836912, 0.3947864304848638, 0.4150632015084964, 0.3826125498982262]|  0.0034947516396642|      0.00390625|[369, 56, 0, 56]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      29|[0.2273382543836912, 0.3947864304848638, 0.4150632015084964, 0.3826125498982262]|  0.0034947516396642|      0.00195312|[383, 58, 0, 58]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
