k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      1.23456790|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | iterate success | actual_k=1
       3|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      1.11111111|[28, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.1941058505316715, 0.4336484510770612, -7.997920444237649]                    |  2.8117268085479736|      1.23456790|[33, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[1.1941058505316715, 0.4336484510770612, -7.997920444237649]                    |  2.8117268085479736|      1.11111111|[43, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.1941058505316715, 0.4336484510770612, -7.997920444237649]                    |  2.8117268085479736|      1.00000000|[54, 21, 0, 21]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.1941058505316715, 0.4336484510770612, -7.997920444237649]                    |  2.8117268085479736|      0.90000000|[65, 25, 0, 25]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[0.5495888229605665, -0.190692108247566, -7.928662468862107]                    |  1.3251447677612305|      1.00000000|[73, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
       9|[0.5495888229605665, -0.190692108247566, -7.928662468862107]                    |  1.3251447677612305|      0.90000000|[84, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.5495888229605665, -0.190692108247566, -7.928662468862107]                    |  1.3251447677612305|      0.81000000|[96, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.5495888229605665, -0.190692108247566, -7.928662468862107]                    |  1.3251447677612305|      0.72900000|[106, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.5495888229605665, -0.190692108247566, -7.928662468862107]                    |  1.3251447677612305|      0.65610000|[118, 45, 0, 45]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.5495888229605665, -0.190692108247566, -7.928662468862107]                    |  1.3251447677612305|      0.59049000|[128, 49, 0, 49]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.5495888229605665, -0.190692108247566, -7.928662468862107]                    |  1.3251447677612305|      0.53144100|[139, 53, 0, 53]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.5495888229605665, -0.190692108247566, -7.928662468862107]                    |  1.3251447677612305|      0.47829690|[150, 57, 0, 57]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.1431643466392898, 0.0537962696265127, -7.866917001975153]                    |  1.0229434967041016|      0.53144100|[155, 59, 0, 59]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.1431643466392898, 0.0537962696265127, -7.866917001975153]                    |  1.0229434967041016|      0.47829690|[167, 63, 0, 63]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.1431643466392898, 0.0537962696265127, -7.866917001975153]                    |  1.0229434967041016|      0.43046721|[177, 67, 0, 67]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.1431643466392898, 0.0537962696265127, -7.866917001975153]                    |  1.0229434967041016|      0.38742049|[187, 71, 0, 71]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.1431643466392898, 0.0537962696265127, -7.866917001975153]                    |  1.0229434967041016|      0.34867844|[198, 75, 0, 75]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      21|[0.1431643466392898, 0.0537962696265127, -7.866917001975153]                    |  1.0229434967041016|      0.31381060|[209, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      22|[0.1431643466392898, 0.0537962696265127, -7.866917001975153]                    |  1.0229434967041016|      0.28242954|[220, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      23|[0.1431643466392898, 0.0537962696265127, -7.866917001975153]                    |  1.0229434967041016|      0.25418658|[230, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      24|[0.1431643466392898, 0.0537962696265127, -7.866917001975153]                    |  1.0229434967041016|      0.22876792|[240, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      25|[0.1431643466392898, 0.0537962696265127, -7.866917001975153]                    |  1.0229434967041016|      0.20589113|[251, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      26|[0.1431643466392898, 0.0537962696265127, -7.866917001975153]                    |  1.0229434967041016|      0.18530202|[262, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.1431643466392898, 0.0537962696265127, -7.866917001975153]                    |  1.0229434967041016|      0.16677182|[272, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      28|[0.1431643466392898, 0.0537962696265127, -7.866917001975153]                    |  1.0229434967041016|      0.15009464|[283, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.0031505468832519, 0.001348008003322, -7.853736892889086]                     |  0.9992353320121765|      0.16677182|[293, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | iterate success | actual_k=1
      30|[0.0031505468832519, 0.001348008003322, -7.853736892889086]                     |  0.9992353320121765|      0.15009464|[304, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.0031505468832519, 0.001348008003322, -7.853736892889086]                     |  0.9992353320121765|      0.13508517|[314, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.0031505468832519, 0.001348008003322, -7.853736892889086]                     |  0.9992353320121765|      0.12157665|[326, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.0031505468832519, 0.001348008003322, -7.853736892889086]                     |  0.9992353320121765|      0.10941899|[336, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      34|[0.0031505468832519, 0.001348008003322, -7.853736892889086]                     |  0.9992353320121765|      0.09847709|[347, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.0031505468832519, 0.001348008003322, -7.853736892889086]                     |  0.9992353320121765|      0.08862938|[358, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      36|[0.0031505468832519, 0.001348008003322, -7.853736892889086]                     |  0.9992353320121765|      0.07976644|[369, 141, 0, 141]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.0031505468832519, 0.001348008003322, -7.853736892889086]                     |  0.9992353320121765|      0.07178980|[379, 145, 0, 145]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.0031505468832519, 0.001348008003322, -7.853736892889086]                     |  0.9992353320121765|      0.06461082|[390, 149, 0, 149]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.0031505468832519, 0.001348008003322, -7.853736892889086]                     |  0.9992353320121765|      0.05814974|[402, 153, 0, 153]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.0031505468832519, 0.001348008003322, -7.853736892889086]                     |  0.9992353320121765|      0.05233476|[412, 157, 0, 157]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
