k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3747608920950057, 0.0797095312778555, -0.004230393703097, 0.3412320516556853, 0.2813863685060732, 0.2369410940818939, 0.1407433950978369, -0.1597388580050057, -0.3424089535477906, 0.0291293031903155, 0.099735241409874, -0.0846681391623341, 0.0930650738771747, -0.2868813583100472, 0.1484125021073299, 0.0725495723862729, -0.0584381798738602, 0.1477149775037801, -0.1459984815515477, 0.3529909438652921, -0.1685676998119672, 0.3210466598085497]| 13.9616107940673828|      1.11111111|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       2|[0.9706788341306045, -0.1248435245034811, -0.2852972046817287, 0.7480366811669502, 0.5309735190703484, 0.1153992291499793, 0.3600953830328931, -0.1806038873760712, -0.4026520696952519, 0.0253669972880414, 0.0249017902154806, -0.1473365387110513, 0.4363167316896695, -0.2879739832658521, -0.0269897346352358, -0.1258516812499392, -0.1370668159897249, 0.2334761795187785, -0.1978166766957652, 0.6403914406489799, -0.5762608143157684, 0.2843801834216713]| 12.9808702468872070|      1.23456790|[53, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | iterate success | actual_k=2
       3|[0.9706788341306045, -0.1248435245034811, -0.2852972046817287, 0.7480366811669502, 0.5309735190703484, 0.1153992291499793, 0.3600953830328931, -0.1806038873760712, -0.4026520696952519, 0.0253669972880414, 0.0249017902154806, -0.1473365387110513, 0.4363167316896695, -0.2879739832658521, -0.0269897346352358, -0.1258516812499392, -0.1370668159897249, 0.2334761795187785, -0.1978166766957652, 0.6403914406489799, -0.5762608143157684, 0.2843801834216713]| 12.9808702468872070|      1.11111111|[79, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       4|[1.3433910986639073, -0.0441673653688034, 0.0104173781285826, 1.3261227817143983, 0.6572547499077277, 0.044953462807549, 0.6652236974937482, -0.4356565523572284, -0.3727077827315641, -0.0047587797618734, -0.1558132403613613, -0.0350804059953872, 0.0398645874175465, -0.1698169349392452, -0.3274436762726654, -0.1030469227053486, -0.2182683641721082, 0.0869145062232449, -0.3857981112891239, 0.7030348190006507, -0.3134468532779964, 0.0768917320942005]| 12.3202676773071289|      1.23456790|[105, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[1.3433910986639073, -0.0441673653688034, 0.0104173781285826, 1.3261227817143983, 0.6572547499077277, 0.044953462807549, 0.6652236974937482, -0.4356565523572284, -0.3727077827315641, -0.0047587797618734, -0.1558132403613613, -0.0350804059953872, 0.0398645874175465, -0.1698169349392452, -0.3274436762726654, -0.1030469227053486, -0.2182683641721082, 0.0869145062232449, -0.3857981112891239, 0.7030348190006507, -0.3134468532779964, 0.0768917320942005]| 12.3202676773071289|      1.11111111|[131, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       6|[1.3433910986639073, -0.0441673653688034, 0.0104173781285826, 1.3261227817143983, 0.6572547499077277, 0.044953462807549, 0.6652236974937482, -0.4356565523572284, -0.3727077827315641, -0.0047587797618734, -0.1558132403613613, -0.0350804059953872, 0.0398645874175465, -0.1698169349392452, -0.3274436762726654, -0.1030469227053486, -0.2182683641721082, 0.0869145062232449, -0.3857981112891239, 0.7030348190006507, -0.3134468532779964, 0.0768917320942005]| 12.3202676773071289|      1.00000000|[157, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       7|[1.3433910986639073, -0.0441673653688034, 0.0104173781285826, 1.3261227817143983, 0.6572547499077277, 0.044953462807549, 0.6652236974937482, -0.4356565523572284, -0.3727077827315641, -0.0047587797618734, -0.1558132403613613, -0.0350804059953872, 0.0398645874175465, -0.1698169349392452, -0.3274436762726654, -0.1030469227053486, -0.2182683641721082, 0.0869145062232449, -0.3857981112891239, 0.7030348190006507, -0.3134468532779964, 0.0768917320942005]| 12.3202676773071289|      0.90000000|[184, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       8|[1.3433910986639073, -0.0441673653688034, 0.0104173781285826, 1.3261227817143983, 0.6572547499077277, 0.044953462807549, 0.6652236974937482, -0.4356565523572284, -0.3727077827315641, -0.0047587797618734, -0.1558132403613613, -0.0350804059953872, 0.0398645874175465, -0.1698169349392452, -0.3274436762726654, -0.1030469227053486, -0.2182683641721082, 0.0869145062232449, -0.3857981112891239, 0.7030348190006507, -0.3134468532779964, 0.0768917320942005]| 12.3202676773071289|      0.81000000|[212, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       9|[1.3433910986639073, -0.0441673653688034, 0.0104173781285826, 1.3261227817143983, 0.6572547499077277, 0.044953462807549, 0.6652236974937482, -0.4356565523572284, -0.3727077827315641, -0.0047587797618734, -0.1558132403613613, -0.0350804059953872, 0.0398645874175465, -0.1698169349392452, -0.3274436762726654, -0.1030469227053486, -0.2182683641721082, 0.0869145062232449, -0.3857981112891239, 0.7030348190006507, -0.3134468532779964, 0.0768917320942005]| 12.3202676773071289|      0.72900000|[238, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      10|[1.3433910986639073, -0.0441673653688034, 0.0104173781285826, 1.3261227817143983, 0.6572547499077277, 0.044953462807549, 0.6652236974937482, -0.4356565523572284, -0.3727077827315641, -0.0047587797618734, -0.1558132403613613, -0.0350804059953872, 0.0398645874175465, -0.1698169349392452, -0.3274436762726654, -0.1030469227053486, -0.2182683641721082, 0.0869145062232449, -0.3857981112891239, 0.7030348190006507, -0.3134468532779964, 0.0768917320942005]| 12.3202676773071289|      0.65610000|[264, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      11|[1.3433910986639073, -0.0441673653688034, 0.0104173781285826, 1.3261227817143983, 0.6572547499077277, 0.044953462807549, 0.6652236974937482, -0.4356565523572284, -0.3727077827315641, -0.0047587797618734, -0.1558132403613613, -0.0350804059953872, 0.0398645874175465, -0.1698169349392452, -0.3274436762726654, -0.1030469227053486, -0.2182683641721082, 0.0869145062232449, -0.3857981112891239, 0.7030348190006507, -0.3134468532779964, 0.0768917320942005]| 12.3202676773071289|      0.59049000|[290, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      12|[1.3433910986639073, -0.0441673653688034, 0.0104173781285826, 1.3261227817143983, 0.6572547499077277, 0.044953462807549, 0.6652236974937482, -0.4356565523572284, -0.3727077827315641, -0.0047587797618734, -0.1558132403613613, -0.0350804059953872, 0.0398645874175465, -0.1698169349392452, -0.3274436762726654, -0.1030469227053486, -0.2182683641721082, 0.0869145062232449, -0.3857981112891239, 0.7030348190006507, -0.3134468532779964, 0.0768917320942005]| 12.3202676773071289|      0.53144100|[316, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      13|[1.3433910986639073, -0.0441673653688034, 0.0104173781285826, 1.3261227817143983, 0.6572547499077277, 0.044953462807549, 0.6652236974937482, -0.4356565523572284, -0.3727077827315641, -0.0047587797618734, -0.1558132403613613, -0.0350804059953872, 0.0398645874175465, -0.1698169349392452, -0.3274436762726654, -0.1030469227053486, -0.2182683641721082, 0.0869145062232449, -0.3857981112891239, 0.7030348190006507, -0.3134468532779964, 0.0768917320942005]| 12.3202676773071289|      0.47829690|[342, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      14|[1.3433910986639073, -0.0441673653688034, 0.0104173781285826, 1.3261227817143983, 0.6572547499077277, 0.044953462807549, 0.6652236974937482, -0.4356565523572284, -0.3727077827315641, -0.0047587797618734, -0.1558132403613613, -0.0350804059953872, 0.0398645874175465, -0.1698169349392452, -0.3274436762726654, -0.1030469227053486, -0.2182683641721082, 0.0869145062232449, -0.3857981112891239, 0.7030348190006507, -0.3134468532779964, 0.0768917320942005]| 12.3202676773071289|      0.43046721|[369, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      15|[1.3433910986639073, -0.0441673653688034, 0.0104173781285826, 1.3261227817143983, 0.6572547499077277, 0.044953462807549, 0.6652236974937482, -0.4356565523572284, -0.3727077827315641, -0.0047587797618734, -0.1558132403613613, -0.0350804059953872, 0.0398645874175465, -0.1698169349392452, -0.3274436762726654, -0.1030469227053486, -0.2182683641721082, 0.0869145062232449, -0.3857981112891239, 0.7030348190006507, -0.3134468532779964, 0.0768917320942005]| 12.3202676773071289|      0.38742049|[396, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      16|[1.4743732345287537, -0.0001021023003819, 0.1195093321006472, 1.5293786481339116, 0.7332468527175239, 0.0858803797055323, 0.6602947160443217, -0.467059559617936, -0.4309329735254873, -0.030520500284354, -0.2060616938893733, -0.0356837151978398, 0.0274703718931611, -0.1258611575677918, -0.3657660379832362, -0.1647784484125641, -0.2128293671093252, 0.1526318601175802, -0.5224913886237823, 0.5381331709253043, -0.2837253422331848, 0.1422274917732375]| 12.2042226791381836|      0.43046721|[422, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      17|[1.4743732345287537, -0.0001021023003819, 0.1195093321006472, 1.5293786481339116, 0.7332468527175239, 0.0858803797055323, 0.6602947160443217, -0.467059559617936, -0.4309329735254873, -0.030520500284354, -0.2060616938893733, -0.0356837151978398, 0.0274703718931611, -0.1258611575677918, -0.3657660379832362, -0.1647784484125641, -0.2128293671093252, 0.1526318601175802, -0.5224913886237823, 0.5381331709253043, -0.2837253422331848, 0.1422274917732375]| 12.2042226791381836|      0.38742049|[448, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      18|[1.4743732345287537, -0.0001021023003819, 0.1195093321006472, 1.5293786481339116, 0.7332468527175239, 0.0858803797055323, 0.6602947160443217, -0.467059559617936, -0.4309329735254873, -0.030520500284354, -0.2060616938893733, -0.0356837151978398, 0.0274703718931611, -0.1258611575677918, -0.3657660379832362, -0.1647784484125641, -0.2128293671093252, 0.1526318601175802, -0.5224913886237823, 0.5381331709253043, -0.2837253422331848, 0.1422274917732375]| 12.2042226791381836|      0.34867844|[474, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
