k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.20000000|[237, 14, 0, 2]                                                            |  | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       2|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.04000000|[472, 28, 0, 4]                                                            |  | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       3|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.00800000|[708, 42, 0, 6]                                                            |  | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       4|[1.0215400678, 0.02, 1.8879065341, 0.0128719128, 0.02, 2.0015540313, 0.4292206739, 0.02, 2.1186983746, 0.8009548574, 0.02, 2.1624089505, 0.2202801749, 0.02, 2.2192326991, 2.6915110182, 0.02, 2.2813017168, 0.8064571417, 0.02, 2.3905781564, 2.2686398843, 0.02, 2.4884898463, 14.352901162, 0.02, 2.5593009792, 12.161699758, 0.02, 2.7070427255, 0.276676662, 0.02, 2.9404572006, 0.2434602195, 0.02, 2.9666835461, 1.1650863975, 0.02, 3.1292868882, 0.1774572413, 0.02, 3.2263243666, 0.1153950601, 0.02, 3.2551733467, 3.7470242328, 0.02, 3.3801855936, 0.833501062, 0.02, 3.6695496057, 0.1588345259, 0.02, 3.7220022967, 0.3867741611, 0.02, 3.8312787364, 0.9231772721, 0.02, 3.9589136178, 0.2596415821, 0.02, 4.0524542502, 2.0709635713, 0.02, 4.1748438625, 1.944950803, 0.02, 4.430987837, 1.4841998492, 0.02, 4.55949693, 0.4816362663, 0.02, 4.6014590828, 0.4934043524, 0.02, 4.7046160418, 0.3289805969, 0.02, 4.8007793087, 0.8399929759, 0.02, 4.96862792, 0.4600450055, 0.02, 5.3952431402, 0.4909424311, 0.02, 5.4188468512, 0.9861479337, 0.02, 2.5864015362, -0.017883084, 0.02, 3.8618761395, 0.2654081509, 0.02, 5.1985455489]|4028942.9527573422528803|      0.00160000|[943, 56, 0, 8]                                                            |  | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       5|[1.021537455219503, 0.0201101329480406, 1.887880051987759, 0.0128721343463154, 0.0200547994055236, 2.001639171314547, 0.4291586680974487, 0.0200595180184117, 2.118634145314061, 0.8008399044362257, 0.0199634874661147, 2.162539480518478, 0.2203073365727829, 0.019920727867089, 2.219137517769127, 2.691447856891908, 0.0199534280587555, 2.28124719231378, 0.806454398097628, 0.0200547437446491, 2.390803836180837, 2.2685657789980667, 0.0198580495788079, 2.4883286991669307, 14.352924576930388, 0.0211938363555414, 2.5592282920958684, 12.161603898489744, 0.0206818514205251, 2.7071917733858717, 0.2766379059359452, 0.0199760870662502, 2.940408835245492, 0.243647106481309, 0.0199687455987818, 2.966759390515803, 1.1650222424631538, 0.0198958457562634, 3.129294397723195, 0.1773056929654956, 0.0200349065939481, 3.2263901971840716, 0.1153671948853126, 0.0200090668449663, 3.2551021497321924, 3.7470701789825833, 0.0201655037737067, 3.3802475699854058, 0.8333231578651965, 0.0199607642234864, 3.6695024235951696, 0.1588402342853484, 0.0200689652618712, 3.72193401700294, 0.3868199535465122, 0.0200554370118892, 3.831417012046702, 0.9232950469897445, 0.0199691793746229, 3.9590551822160984, 0.2596799995140429, 0.0200644741864492, 4.052470958086676, 2.0711327456127857, 0.0199962374563566, 4.174747440182152, 1.9449342680540433, 0.0200111121280391, 4.430976321955463, 1.4842714414626434, 0.0200718766239562, 4.55959451761319, 0.4815136830571707, 0.019940816333098, 4.601348725184194, 0.4933535283675173, 0.0200394361693841, 4.704606063672735, 0.3288336766423277, 0.0200969755747479, 4.800724080159816, 0.8400180742177686, 0.0199520345491791, 4.968505380946436, 0.4599819814458363, 0.020064891842276, 5.39527383928481, 0.490862343394301, 0.0200137454004866, 5.418747172995268, 0.9861492138004497, 0.0200497498633778, 2.5863335368370683, -0.0178478266695679, 0.0200280858180187, 3.8618732310266637, 0.265526892954522, 0.0200495327347928, 5.198562150295621]|3889631.2500000000000000|      0.00800000|[1179, 70, 0, 10]                                                          |  | trying linear partial model with 122 points | iterate success | actual_k=7
       6|[1.021537455219503, 0.0201101329480406, 1.887880051987759, 0.0128721343463154, 0.0200547994055236, 2.001639171314547, 0.4291586680974487, 0.0200595180184117, 2.118634145314061, 0.8008399044362257, 0.0199634874661147, 2.162539480518478, 0.2203073365727829, 0.019920727867089, 2.219137517769127, 2.691447856891908, 0.0199534280587555, 2.28124719231378, 0.806454398097628, 0.0200547437446491, 2.390803836180837, 2.2685657789980667, 0.0198580495788079, 2.4883286991669307, 14.352924576930388, 0.0211938363555414, 2.5592282920958684, 12.161603898489744, 0.0206818514205251, 2.7071917733858717, 0.2766379059359452, 0.0199760870662502, 2.940408835245492, 0.243647106481309, 0.0199687455987818, 2.966759390515803, 1.1650222424631538, 0.0198958457562634, 3.129294397723195, 0.1773056929654956, 0.0200349065939481, 3.2263901971840716, 0.1153671948853126, 0.0200090668449663, 3.2551021497321924, 3.7470701789825833, 0.0201655037737067, 3.3802475699854058, 0.8333231578651965, 0.0199607642234864, 3.6695024235951696, 0.1588402342853484, 0.0200689652618712, 3.72193401700294, 0.3868199535465122, 0.0200554370118892, 3.831417012046702, 0.9232950469897445, 0.0199691793746229, 3.9590551822160984, 0.2596799995140429, 0.0200644741864492, 4.052470958086676, 2.0711327456127857, 0.0199962374563566, 4.174747440182152, 1.9449342680540433, 0.0200111121280391, 4.430976321955463, 1.4842714414626434, 0.0200718766239562, 4.55959451761319, 0.4815136830571707, 0.019940816333098, 4.601348725184194, 0.4933535283675173, 0.0200394361693841, 4.704606063672735, 0.3288336766423277, 0.0200969755747479, 4.800724080159816, 0.8400180742177686, 0.0199520345491791, 4.968505380946436, 0.4599819814458363, 0.020064891842276, 5.39527383928481, 0.490862343394301, 0.0200137454004866, 5.418747172995268, 0.9861492138004497, 0.0200497498633778, 2.5863335368370683, -0.0178478266695679, 0.0200280858180187, 3.8618732310266637, 0.265526892954522, 0.0200495327347928, 5.198562150295621]|3889631.2500000000000000|      0.00160000|[1414, 84, 0, 12]                                                          |  | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       7|[1.021494327159831, 0.0202754294315794, 1.8878252688956119, 0.012823761964, 0.020139489585087, 2.0015805710447134, 0.429143891214365, 0.0201600004658573, 2.1184972576959242, 0.8008900679559262, 0.019867937854436, 2.1625907305376595, 0.220256010674856, 0.0201463851063211, 2.2191898467728635, 2.691595262401361, 0.0197424850477342, 2.2813815534883912, 0.8064497885677463, 0.0200887243616465, 2.3908293619981067, 2.2683030790290295, 0.0199352861767488, 2.488220497156254, 14.352795943161544, 0.0222875236996561, 2.55899155991105, 12.161610554237964, 0.0213582243683068, 2.707346163020711, 0.2766396970565982, 0.0199156002820206, 2.940477393262218, 0.2436218230902498, 0.0199734688915175, 2.9667938886040996, 1.165035663395162, 0.0199267884875835, 3.1293680451207777, 0.1772341182283591, 0.0199436834094263, 3.2264929947377463, 0.1153392235271626, 0.0200027340282269, 3.2550798683604256, 3.7470193666225478, 0.020168408824964, 3.3801535327726353, 0.8334096477714781, 0.0200045403606155, 3.669524050371765, 0.1588855148206554, 0.0201106564218039, 3.721894813643975, 0.386769303561678, 0.0200649101569318, 3.8314225253866447, 0.923333885225254, 0.0200527101040249, 3.9590147114977934, 0.2597931559699193, 0.0200671610460596, 4.052522537414546, 2.071080133865973, 0.0200025049456373, 4.174784205883259, 1.9448858771923583, 0.0199594418131854, 4.4310237114624185, 1.4843498542279292, 0.0198997573088651, 4.559462500963195, 0.481454202566427, 0.0199692552624066, 4.601442871243563, 0.4933307175706706, 0.0201895194386644, 4.704544215574991, 0.3287290708170991, 0.0200642820101087, 4.800815417705667, 0.8400408007188078, 0.0198660998799839, 4.968439118044124, 0.45992272475479, 0.0202129060234673, 5.395265522634613, 0.490986762675911, 0.0198819041155513, 5.418726361324902, 0.986172602443033, 0.0202154681935579, 2.5862389130107597, -0.017525989782408, 0.0199611820178068, 3.861886270369071, 0.2655120028366099, 0.0198178383836342, 5.1985733713720474]|3772323.5000000000000000|      0.00800000|[1649, 98, 0, 14]                                                          |  | trying linear partial model with 122 points | iterate success | actual_k=7
       8|[1.021494327159831, 0.0202754294315794, 1.8878252688956119, 0.012823761964, 0.020139489585087, 2.0015805710447134, 0.429143891214365, 0.0201600004658573, 2.1184972576959242, 0.8008900679559262, 0.019867937854436, 2.1625907305376595, 0.220256010674856, 0.0201463851063211, 2.2191898467728635, 2.691595262401361, 0.0197424850477342, 2.2813815534883912, 0.8064497885677463, 0.0200887243616465, 2.3908293619981067, 2.2683030790290295, 0.0199352861767488, 2.488220497156254, 14.352795943161544, 0.0222875236996561, 2.55899155991105, 12.161610554237964, 0.0213582243683068, 2.707346163020711, 0.2766396970565982, 0.0199156002820206, 2.940477393262218, 0.2436218230902498, 0.0199734688915175, 2.9667938886040996, 1.165035663395162, 0.0199267884875835, 3.1293680451207777, 0.1772341182283591, 0.0199436834094263, 3.2264929947377463, 0.1153392235271626, 0.0200027340282269, 3.2550798683604256, 3.7470193666225478, 0.020168408824964, 3.3801535327726353, 0.8334096477714781, 0.0200045403606155, 3.669524050371765, 0.1588855148206554, 0.0201106564218039, 3.721894813643975, 0.386769303561678, 0.0200649101569318, 3.8314225253866447, 0.923333885225254, 0.0200527101040249, 3.9590147114977934, 0.2597931559699193, 0.0200671610460596, 4.052522537414546, 2.071080133865973, 0.0200025049456373, 4.174784205883259, 1.9448858771923583, 0.0199594418131854, 4.4310237114624185, 1.4843498542279292, 0.0198997573088651, 4.559462500963195, 0.481454202566427, 0.0199692552624066, 4.601442871243563, 0.4933307175706706, 0.0201895194386644, 4.704544215574991, 0.3287290708170991, 0.0200642820101087, 4.800815417705667, 0.8400408007188078, 0.0198660998799839, 4.968439118044124, 0.45992272475479, 0.0202129060234673, 5.395265522634613, 0.490986762675911, 0.0198819041155513, 5.418726361324902, 0.986172602443033, 0.0202154681935579, 2.5862389130107597, -0.017525989782408, 0.0199611820178068, 3.861886270369071, 0.2655120028366099, 0.0198178383836342, 5.1985733713720474]|3772323.5000000000000000|      0.00160000|[1884, 112, 0, 16]                                                         |  | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
       9|[1.0214320240059742, 0.0204110404097714, 1.8877095485652804, 0.0127676026702512, 0.0200586778399569, 2.001279638447995, 0.4291070543005465, 0.0202635759338942, 2.118557043996283, 0.8009815049471043, 0.0198515787443708, 2.1625517599780233, 0.2203184742490411, 0.0201901386596063, 2.2192854091242626, 2.6916531917553868, 0.0197275808803715, 2.2814108080590167, 0.8065442539489178, 0.020129916910849, 2.3908351790209963, 2.2681724995848596, 0.0198344914280336, 2.4881628158868145, 14.352918034856925, 0.0232766007255093, 2.558945666640027, 12.161697255303748, 0.0221328892640573, 2.707516598849214, 0.2767226548940121, 0.0200218353114281, 2.9406120311095, 0.2435575640019139, 0.0199822711274168, 2.9667260494105823, 1.1649861584102155, 0.0200052364145341, 3.1293842109834418, 0.1773388032623545, 0.019787624318949, 3.226514937049419, 0.1152782746621076, 0.0201177355308734, 3.254945758331837, 3.747108913593702, 0.0203248183357656, 3.3803452802048213, 0.8333890174189407, 0.0199701823446568, 3.669510701300971, 0.1589312130148678, 0.0199958955767335, 3.721915490923567, 0.3867918893890308, 0.0200096420517836, 3.8313980844111164, 0.9233335705977369, 0.02031752819204, 3.9590030868602324, 0.2596382271177403, 0.020036023279077, 4.052519325612069, 2.071165663764528, 0.0199374490497595, 4.174682710551288, 1.9448527106326519, 0.0197783341666166, 4.431053759367462, 1.4844627274626947, 0.0199545196204089, 4.559573380512014, 0.4815233309524352, 0.0201857051308548, 4.601331797156806, 0.4934101926768983, 0.0201668692727214, 4.704674569521311, 0.3286800261875849, 0.0199928933441738, 4.800792279312946, 0.8401167292672324, 0.0198267482485785, 4.968541991898861, 0.4598665516299491, 0.020124407091102, 5.395389797855605, 0.4910585659945123, 0.0198251930257837, 5.418606804331738, 0.9861643764937942, 0.0201192158519052, 2.5864676629132197, -0.0174655698962965, 0.0200814728326285, 3.8621149761997984, 0.2653894145921492, 0.0198204006316404, 5.198590986192744]|3666580.0000000000000000|      0.00800000|[2119, 126, 0, 18]                                                         |  | trying linear partial model with 122 points | iterate success | actual_k=7
      10|[1.0214320240059742, 0.0204110404097714, 1.8877095485652804, 0.0127676026702512, 0.0200586778399569, 2.001279638447995, 0.4291070543005465, 0.0202635759338942, 2.118557043996283, 0.8009815049471043, 0.0198515787443708, 2.1625517599780233, 0.2203184742490411, 0.0201901386596063, 2.2192854091242626, 2.6916531917553868, 0.0197275808803715, 2.2814108080590167, 0.8065442539489178, 0.020129916910849, 2.3908351790209963, 2.2681724995848596, 0.0198344914280336, 2.4881628158868145, 14.352918034856925, 0.0232766007255093, 2.558945666640027, 12.161697255303748, 0.0221328892640573, 2.707516598849214, 0.2767226548940121, 0.0200218353114281, 2.9406120311095, 0.2435575640019139, 0.0199822711274168, 2.9667260494105823, 1.1649861584102155, 0.0200052364145341, 3.1293842109834418, 0.1773388032623545, 0.019787624318949, 3.226514937049419, 0.1152782746621076, 0.0201177355308734, 3.254945758331837, 3.747108913593702, 0.0203248183357656, 3.3803452802048213, 0.8333890174189407, 0.0199701823446568, 3.669510701300971, 0.1589312130148678, 0.0199958955767335, 3.721915490923567, 0.3867918893890308, 0.0200096420517836, 3.8313980844111164, 0.9233335705977369, 0.02031752819204, 3.9590030868602324, 0.2596382271177403, 0.020036023279077, 4.052519325612069, 2.071165663764528, 0.0199374490497595, 4.174682710551288, 1.9448527106326519, 0.0197783341666166, 4.431053759367462, 1.4844627274626947, 0.0199545196204089, 4.559573380512014, 0.4815233309524352, 0.0201857051308548, 4.601331797156806, 0.4934101926768983, 0.0201668692727214, 4.704674569521311, 0.3286800261875849, 0.0199928933441738, 4.800792279312946, 0.8401167292672324, 0.0198267482485785, 4.968541991898861, 0.4598665516299491, 0.020124407091102, 5.395389797855605, 0.4910585659945123, 0.0198251930257837, 5.418606804331738, 0.9861643764937942, 0.0201192158519052, 2.5864676629132197, -0.0174655698962965, 0.0200814728326285, 3.8621149761997984, 0.2653894145921492, 0.0198204006316404, 5.198590986192744]|3666580.0000000000000000|      0.00160000|[2355, 140, 0, 20]                                                         |  | trying linear partial model with 122 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=7
