k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.1805584180893287, 10.263336877698794, 1.9476562385701526]                    |  0.8684932589530945|     10.00000000|[9, 0, 0, 2]                                                               |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       2|[0.1805584180893287, 10.263336877698794, 1.9476562385701526]                    |  0.8684932589530945|      1.00000000|[21, 0, 0, 5]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[0.1805584180893287, 10.263336877698794, 1.9476562385701526]                    |  0.8684932589530945|      0.10000000|[33, 0, 0, 8]                                                              |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=0
       4|[0.0931254390807438, 10.267983014812053, 1.899345912638638]                     |  0.6994294524192810|      1.00000000|[41, 0, 0, 10]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       5|[0.0931254390807438, 10.267983014812053, 1.899345912638638]                     |  0.6994294524192810|      0.10000000|[53, 0, 0, 13]                                                             |  | trying quadratic partial model with 5 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=0
       6|[0.0183972195650279, 10.20951563701339, 1.8677665057195825]                     |  0.6591807007789612|      1.00000000|[61, 0, 0, 15]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       7|[0.797223679091898, 9.768817670750822, 1.4214318235886978]                      |  0.3290880024433136|     10.00000000|[69, 0, 0, 17]                                                             |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
       8|[0.797223679091898, 9.768817670750822, 1.4214318235886978]                      |  0.3290880024433136|      1.00000000|[81, 0, 0, 20]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[0.797223679091898, 9.768817670750822, 1.4214318235886978]                      |  0.3290880024433136|      0.10000000|[93, 0, 0, 23]                                                             |  | trying quadratic partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[0.7039920309525283, 9.734028806618058, 1.4313108274640298]                     |  0.2659107744693756|      1.00000000|[101, 0, 0, 25]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
      11|[0.7039920309525283, 9.734028806618058, 1.4313108274640298]                     |  0.2659107744693756|      0.10000000|[113, 0, 0, 28]                                                            |  | trying quadratic partial model with 5 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=0
      12|[0.6734423826021844, 9.744158741258387, 1.3366318783261513]                     |  0.1164006665349007|      1.00000000|[121, 0, 0, 30]                                                            |  | trying quadratic partial model with 5 points | iterate success | actual_k=0
