k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.10000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.01000000|[234, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[-0.6115601855251034, 0.5747188299336418, -1.846411634281718, 0.0153919123132898, -0.0135709642785884, -0.0029934732601468, -0.0340005537677122, -0.108655489324918, 1.1207624556784777, 0.0010980805329237, 0.000147589198445, 399.7509658410156, 0.0160961555404691, -0.0249238467765256, -0.0093757176285338, -0.0082632859174275, -0.1207501005419996, 0.7194495673132536, -0.0001336274850727, -0.0010562173753462, 402.0166452158291, 0.0168936885886376, -0.0214350701273832, -0.0005683174398342, -0.0244882087980964, -0.1128739282367679, 0.9208521997670832, -0.002184374470703, 0.0008124564377524, 400.4022733814887, 0.0227478065637012, -1.2230144844698942, 0.0112358230601329, -1.4111406533965234, -0.1114614833681506, 0.4488145920410762, 0.0002505167712608, -0.0010178259957955, 407.0310070277008, 0.0231615398673934, -1.235917721425706, 0.0126607674884469, -1.0502367479004906, -0.1274155511150335, 0.3394113744330715, -0.0002229473532961, -9.1054534185e-05, 405.9180030688183, 0.0192006971660429, -1.2456121056850178, 0.0174461550279877, -0.860708962224078, -0.1292369454816969, 0.2814312211862092, -0.0005125200773634, -0.0005846349572081, 404.73681684638336]|122606.0625000000000000|      0.10000000|[350, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[-0.6115601855251034, 0.5747188299336418, -1.846411634281718, 0.0153919123132898, -0.0135709642785884, -0.0029934732601468, -0.0340005537677122, -0.108655489324918, 1.1207624556784777, 0.0010980805329237, 0.000147589198445, 399.7509658410156, 0.0160961555404691, -0.0249238467765256, -0.0093757176285338, -0.0082632859174275, -0.1207501005419996, 0.7194495673132536, -0.0001336274850727, -0.0010562173753462, 402.0166452158291, 0.0168936885886376, -0.0214350701273832, -0.0005683174398342, -0.0244882087980964, -0.1128739282367679, 0.9208521997670832, -0.002184374470703, 0.0008124564377524, 400.4022733814887, 0.0227478065637012, -1.2230144844698942, 0.0112358230601329, -1.4111406533965234, -0.1114614833681506, 0.4488145920410762, 0.0002505167712608, -0.0010178259957955, 407.0310070277008, 0.0231615398673934, -1.235917721425706, 0.0126607674884469, -1.0502367479004906, -0.1274155511150335, 0.3394113744330715, -0.0002229473532961, -9.1054534185e-05, 405.9180030688183, 0.0192006971660429, -1.2456121056850178, 0.0174461550279877, -0.860708962224078, -0.1292369454816969, 0.2814312211862092, -0.0005125200773634, -0.0005846349572081, 404.73681684638336]|122606.0625000000000000|      0.01000000|[466, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[-0.6081890476685706, 0.5771837276565129, -1.846897462463095, 0.0139586576290169, -0.0143806457099601, -0.0031640912113635, -0.0324965429027753, -0.1099375116054264, 1.1212641621536938, 0.001073344150048, 0.0005172086856943, 399.75146244882984, 0.0175083202245595, -0.0245359965888003, -0.0084455351434514, -0.009228179873603, -0.121065399306863, 0.7188230675904591, -0.0007404114643549, -0.0001352873105479, 402.01660403315765, 0.0180174595349885, -0.0229845674910013, -0.0004671387219145, -0.0243427939338132, -0.1133291128888044, 0.9200921961780789, -0.0007925901571959, 0.002465785367784, 400.4028810780792, 0.0252336637268354, -1.2216473176301212, 0.0100594438219991, -1.4105931808083894, -0.1082084303196387, 0.4486071042758902, -0.0001973902194094, -0.001461143808749, 407.03089525846167, 0.0237690009350824, -1.2362076645007862, 0.0119989248688977, -1.0501298540867483, -0.123970891797153, 0.3407904100270142, 0.0002413226038234, 0.0001932349471304, 405.9167934881189, 0.022512024854761, -1.2441928734231111, 0.017652906411414, -0.8597285094447297, -0.1270991762447816, 0.2804205274440876, 0.0006128392399073, 0.0005922665837245, 404.73614601561326]|118231.8750000000000000|      0.10000000|[583, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       6|[-0.6081890476685706, 0.5771837276565129, -1.846897462463095, 0.0139586576290169, -0.0143806457099601, -0.0031640912113635, -0.0324965429027753, -0.1099375116054264, 1.1212641621536938, 0.001073344150048, 0.0005172086856943, 399.75146244882984, 0.0175083202245595, -0.0245359965888003, -0.0084455351434514, -0.009228179873603, -0.121065399306863, 0.7188230675904591, -0.0007404114643549, -0.0001352873105479, 402.01660403315765, 0.0180174595349885, -0.0229845674910013, -0.0004671387219145, -0.0243427939338132, -0.1133291128888044, 0.9200921961780789, -0.0007925901571959, 0.002465785367784, 400.4028810780792, 0.0252336637268354, -1.2216473176301212, 0.0100594438219991, -1.4105931808083894, -0.1082084303196387, 0.4486071042758902, -0.0001973902194094, -0.001461143808749, 407.03089525846167, 0.0237690009350824, -1.2362076645007862, 0.0119989248688977, -1.0501298540867483, -0.123970891797153, 0.3407904100270142, 0.0002413226038234, 0.0001932349471304, 405.9167934881189, 0.022512024854761, -1.2441928734231111, 0.017652906411414, -0.8597285094447297, -0.1270991762447816, 0.2804205274440876, 0.0006128392399073, 0.0005922665837245, 404.73614601561326]|118231.8750000000000000|      0.01000000|[699, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-0.6078666228444819, 0.5803971224953257, -1.848440258198156, 0.0150150874202514, -0.0146176735611246, -0.0030346981894951, -0.0325620527669125, -0.1099667177440212, 1.1206527452254864, 0.0013408718575956, -0.0005810956227892, 399.7507560333451, 0.0181166695407699, -0.0235079656451768, -0.0090038887216187, -0.008908022012765, -0.1215172579823961, 0.7184281731825127, -0.000948414497597, 0.0010855333006313, 402.01735081872454, 0.0175135159011909, -0.0208043056818718, -0.0003261027432465, -0.0259581214453693, -0.1159566193300938, 0.9215519675043157, -0.0019517946283681, 0.0006435622293772, 400.40491029560866, 0.0290306138481847, -1.2205094553908675, 0.0083876599244771, -1.4098217123771206, -0.106163252495682, 0.4484033114485561, 0.0004695658358988, -0.0008263275771056, 407.0331269747504, 0.0250424879585325, -1.2363814755210987, 0.0115979135431946, -1.0503583510152557, -0.121433994507273, 0.3398098193301078, 0.000882541143129, -0.0004053067004344, 405.9154004114839, 0.0243311131356826, -1.2447172640932678, 0.0165317669209362, -0.8598180594649626, -0.1248410668190616, 0.280151640253202, -0.0001177925269761, 0.0003079395794514, 404.73767482809325]|114386.5312500000000000|      0.10000000|[815, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       8|[-0.6078666228444819, 0.5803971224953257, -1.848440258198156, 0.0150150874202514, -0.0146176735611246, -0.0030346981894951, -0.0325620527669125, -0.1099667177440212, 1.1206527452254864, 0.0013408718575956, -0.0005810956227892, 399.7507560333451, 0.0181166695407699, -0.0235079656451768, -0.0090038887216187, -0.008908022012765, -0.1215172579823961, 0.7184281731825127, -0.000948414497597, 0.0010855333006313, 402.01735081872454, 0.0175135159011909, -0.0208043056818718, -0.0003261027432465, -0.0259581214453693, -0.1159566193300938, 0.9215519675043157, -0.0019517946283681, 0.0006435622293772, 400.40491029560866, 0.0290306138481847, -1.2205094553908675, 0.0083876599244771, -1.4098217123771206, -0.106163252495682, 0.4484033114485561, 0.0004695658358988, -0.0008263275771056, 407.0331269747504, 0.0250424879585325, -1.2363814755210987, 0.0115979135431946, -1.0503583510152557, -0.121433994507273, 0.3398098193301078, 0.000882541143129, -0.0004053067004344, 405.9154004114839, 0.0243311131356826, -1.2447172640932678, 0.0165317669209362, -0.8598180594649626, -0.1248410668190616, 0.280151640253202, -0.0001177925269761, 0.0003079395794514, 404.73767482809325]|114386.5312500000000000|      0.01000000|[931, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-0.6061397259664776, 0.5830932103538674, -1.8494016535019517, 0.0137196094332258, -0.0156704129815027, -0.00260520955223, -0.0351684589296674, -0.1096236445661884, 1.1223885363207713, -0.000499687014758, 0.0006120900288087, 399.7521081028163, 0.0174642975827776, -0.0242677954126581, -0.0084359375873212, -0.0090617506785851, -0.1222172102569542, 0.7173651537621158, -0.0015157914686373, 0.0025118693488982, 402.01925134696216, 0.0177736129525853, -0.0212741854580728, 0.0004799495941121, -0.0244174763923889, -0.1166287128853551, 0.9212544970686122, -0.0032738164423004, 0.0018095058946382, 400.4055156431529, 0.0316735913435481, -1.2191676107677132, 0.0074342171424469, -1.4090073457103238, -0.1024993247902746, 0.449087072540505, 0.0019518478130306, 0.0016723526608517, 407.0323310557992, 0.0260591213564247, -1.2367784154850703, 0.0118830020487298, -1.051309020921817, -0.1199533575626348, 0.3407362678337104, 0.0016129303081369, -0.0007067354492786, 405.914518206338, 0.0272129517021058, -1.2444823315648177, 0.0159606962883131, -0.8597666893417139, -0.1235496366827512, 0.2807406225300094, -0.0008035320853288, 0.0009580473865053, 404.7364593967671]|110725.9140625000000000|      0.10000000|[1047, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[-0.6061397259664776, 0.5830932103538674, -1.8494016535019517, 0.0137196094332258, -0.0156704129815027, -0.00260520955223, -0.0351684589296674, -0.1096236445661884, 1.1223885363207713, -0.000499687014758, 0.0006120900288087, 399.7521081028163, 0.0174642975827776, -0.0242677954126581, -0.0084359375873212, -0.0090617506785851, -0.1222172102569542, 0.7173651537621158, -0.0015157914686373, 0.0025118693488982, 402.01925134696216, 0.0177736129525853, -0.0212741854580728, 0.0004799495941121, -0.0244174763923889, -0.1166287128853551, 0.9212544970686122, -0.0032738164423004, 0.0018095058946382, 400.4055156431529, 0.0316735913435481, -1.2191676107677132, 0.0074342171424469, -1.4090073457103238, -0.1024993247902746, 0.449087072540505, 0.0019518478130306, 0.0016723526608517, 407.0323310557992, 0.0260591213564247, -1.2367784154850703, 0.0118830020487298, -1.051309020921817, -0.1199533575626348, 0.3407362678337104, 0.0016129303081369, -0.0007067354492786, 405.914518206338, 0.0272129517021058, -1.2444823315648177, 0.0159606962883131, -0.8597666893417139, -0.1235496366827512, 0.2807406225300094, -0.0008035320853288, 0.0009580473865053, 404.7364593967671]|110725.9140625000000000|      0.01000000|[1163, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
