k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3745460440724845, 0.0805014905256098, -0.0046744768418433, 0.3414217719043455, 0.2806374926820427, 0.2369282320626381, 0.1412396821792244, -0.1602703582654666, -0.3428440853709424, 0.0293231933301588, 0.1002231869784366, -0.0840799884918297, 0.0931275987240298, -0.2873611031390292, 0.1488417562867712, 0.0735541899016584, -0.0583301272550185, 0.1481653520123203, -0.145756711977893, 0.3521121417460836, -0.1677835838101617, 0.3210179035019631]| 13.9616146087646484|      1.11111111|[30, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[0.9678884992875156, -0.093385578254091, -0.2941507546028889, 0.7509705592129194, 0.5152545923295163, 0.0900220263967544, 0.3585686586611782, -0.1814977103381414, -0.4110177557498146, 0.0136230880294627, 0.0354932482528985, -0.1410496851418688, 0.4350349528324177, -0.2642800288859077, -0.0436521434485889, -0.1204629287984801, -0.1347184618362913, 0.2435955636220554, -0.1785995404692056, 0.6379316756235314, -0.5846691483857328, 0.2992604479980084]| 12.9795942306518555|      1.23456790|[59, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       3|[0.9678884992875156, -0.093385578254091, -0.2941507546028889, 0.7509705592129194, 0.5152545923295163, 0.0900220263967544, 0.3585686586611782, -0.1814977103381414, -0.4110177557498146, 0.0136230880294627, 0.0354932482528985, -0.1410496851418688, 0.4350349528324177, -0.2642800288859077, -0.0436521434485889, -0.1204629287984801, -0.1347184618362913, 0.2435955636220554, -0.1785995404692056, 0.6379316756235314, -0.5846691483857328, 0.2992604479980084]| 12.9795942306518555|      1.11111111|[88, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       4|[1.3402015959299343, -0.0121428220013728, 0.0012520203132236, 1.3293861580032398, 0.6416802031210446, 0.019283827794017, 0.6637228994954623, -0.4365532959853645, -0.3811004120405004, -0.0165914115296785, -0.1458987368462268, -0.0285616880320413, 0.0390210640707588, -0.1456751678460805, -0.3439873689002328, -0.0977374006317805, -0.2163541214116692, 0.0976993272037859, -0.3666319037265645, 0.7013887564540666, -0.3216811006185432, 0.0921587172294697]| 12.3196916580200195|      1.23456790|[117, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[1.3402015959299343, -0.0121428220013728, 0.0012520203132236, 1.3293861580032398, 0.6416802031210446, 0.019283827794017, 0.6637228994954623, -0.4365532959853645, -0.3811004120405004, -0.0165914115296785, -0.1458987368462268, -0.0285616880320413, 0.0390210640707588, -0.1456751678460805, -0.3439873689002328, -0.0977374006317805, -0.2163541214116692, 0.0976993272037859, -0.3666319037265645, 0.7013887564540666, -0.3216811006185432, 0.0921587172294697]| 12.3196916580200195|      1.11111111|[146, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       6|[1.3402015959299343, -0.0121428220013728, 0.0012520203132236, 1.3293861580032398, 0.6416802031210446, 0.019283827794017, 0.6637228994954623, -0.4365532959853645, -0.3811004120405004, -0.0165914115296785, -0.1458987368462268, -0.0285616880320413, 0.0390210640707588, -0.1456751678460805, -0.3439873689002328, -0.0977374006317805, -0.2163541214116692, 0.0976993272037859, -0.3666319037265645, 0.7013887564540666, -0.3216811006185432, 0.0921587172294697]| 12.3196916580200195|      1.00000000|[175, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       7|[1.3402015959299343, -0.0121428220013728, 0.0012520203132236, 1.3293861580032398, 0.6416802031210446, 0.019283827794017, 0.6637228994954623, -0.4365532959853645, -0.3811004120405004, -0.0165914115296785, -0.1458987368462268, -0.0285616880320413, 0.0390210640707588, -0.1456751678460805, -0.3439873689002328, -0.0977374006317805, -0.2163541214116692, 0.0976993272037859, -0.3666319037265645, 0.7013887564540666, -0.3216811006185432, 0.0921587172294697]| 12.3196916580200195|      0.90000000|[204, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       8|[1.3402015959299343, -0.0121428220013728, 0.0012520203132236, 1.3293861580032398, 0.6416802031210446, 0.019283827794017, 0.6637228994954623, -0.4365532959853645, -0.3811004120405004, -0.0165914115296785, -0.1458987368462268, -0.0285616880320413, 0.0390210640707588, -0.1456751678460805, -0.3439873689002328, -0.0977374006317805, -0.2163541214116692, 0.0976993272037859, -0.3666319037265645, 0.7013887564540666, -0.3216811006185432, 0.0921587172294697]| 12.3196916580200195|      0.81000000|[234, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
       9|[1.3402015959299343, -0.0121428220013728, 0.0012520203132236, 1.3293861580032398, 0.6416802031210446, 0.019283827794017, 0.6637228994954623, -0.4365532959853645, -0.3811004120405004, -0.0165914115296785, -0.1458987368462268, -0.0285616880320413, 0.0390210640707588, -0.1456751678460805, -0.3439873689002328, -0.0977374006317805, -0.2163541214116692, 0.0976993272037859, -0.3666319037265645, 0.7013887564540666, -0.3216811006185432, 0.0921587172294697]| 12.3196916580200195|      0.72900000|[263, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      10|[1.3402015959299343, -0.0121428220013728, 0.0012520203132236, 1.3293861580032398, 0.6416802031210446, 0.019283827794017, 0.6637228994954623, -0.4365532959853645, -0.3811004120405004, -0.0165914115296785, -0.1458987368462268, -0.0285616880320413, 0.0390210640707588, -0.1456751678460805, -0.3439873689002328, -0.0977374006317805, -0.2163541214116692, 0.0976993272037859, -0.3666319037265645, 0.7013887564540666, -0.3216811006185432, 0.0921587172294697]| 12.3196916580200195|      0.65610000|[292, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      11|[1.3402015959299343, -0.0121428220013728, 0.0012520203132236, 1.3293861580032398, 0.6416802031210446, 0.019283827794017, 0.6637228994954623, -0.4365532959853645, -0.3811004120405004, -0.0165914115296785, -0.1458987368462268, -0.0285616880320413, 0.0390210640707588, -0.1456751678460805, -0.3439873689002328, -0.0977374006317805, -0.2163541214116692, 0.0976993272037859, -0.3666319037265645, 0.7013887564540666, -0.3216811006185432, 0.0921587172294697]| 12.3196916580200195|      0.59049000|[321, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      12|[1.3402015959299343, -0.0121428220013728, 0.0012520203132236, 1.3293861580032398, 0.6416802031210446, 0.019283827794017, 0.6637228994954623, -0.4365532959853645, -0.3811004120405004, -0.0165914115296785, -0.1458987368462268, -0.0285616880320413, 0.0390210640707588, -0.1456751678460805, -0.3439873689002328, -0.0977374006317805, -0.2163541214116692, 0.0976993272037859, -0.3666319037265645, 0.7013887564540666, -0.3216811006185432, 0.0921587172294697]| 12.3196916580200195|      0.53144100|[350, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      13|[1.3402015959299343, -0.0121428220013728, 0.0012520203132236, 1.3293861580032398, 0.6416802031210446, 0.019283827794017, 0.6637228994954623, -0.4365532959853645, -0.3811004120405004, -0.0165914115296785, -0.1458987368462268, -0.0285616880320413, 0.0390210640707588, -0.1456751678460805, -0.3439873689002328, -0.0977374006317805, -0.2163541214116692, 0.0976993272037859, -0.3666319037265645, 0.7013887564540666, -0.3216811006185432, 0.0921587172294697]| 12.3196916580200195|      0.47829690|[379, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      14|[1.3402015959299343, -0.0121428220013728, 0.0012520203132236, 1.3293861580032398, 0.6416802031210446, 0.019283827794017, 0.6637228994954623, -0.4365532959853645, -0.3811004120405004, -0.0165914115296785, -0.1458987368462268, -0.0285616880320413, 0.0390210640707588, -0.1456751678460805, -0.3439873689002328, -0.0977374006317805, -0.2163541214116692, 0.0976993272037859, -0.3666319037265645, 0.7013887564540666, -0.3216811006185432, 0.0921587172294697]| 12.3196916580200195|      0.43046721|[408, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.3402015959299343, -0.0121428220013728, 0.0012520203132236, 1.3293861580032398, 0.6416802031210446, 0.019283827794017, 0.6637228994954623, -0.4365532959853645, -0.3811004120405004, -0.0165914115296785, -0.1458987368462268, -0.0285616880320413, 0.0390210640707588, -0.1456751678460805, -0.3439873689002328, -0.0977374006317805, -0.2163541214116692, 0.0976993272037859, -0.3666319037265645, 0.7013887564540666, -0.3216811006185432, 0.0921587172294697]| 12.3196916580200195|      0.38742049|[437, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      16|[1.471376830114898, 0.0314717551604355, 0.1102985848227441, 1.5325082411891569, 0.717654388724226, 0.0600538975969978, 0.6592672203363645, -0.4684871218097135, -0.4396003037249859, -0.0421225284613229, -0.1977246800965884, -0.0296196395746312, 0.0266698234328371, -0.1032657272759701, -0.3826231450577425, -0.1586841172251442, -0.2106922926014069, 0.1634297321640488, -0.503833652891942, 0.5368737059823812, -0.2925083934769986, 0.1581076136866566]| 12.2038993835449219|      0.43046721|[466, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      17|[1.471376830114898, 0.0314717551604355, 0.1102985848227441, 1.5325082411891569, 0.717654388724226, 0.0600538975969978, 0.6592672203363645, -0.4684871218097135, -0.4396003037249859, -0.0421225284613229, -0.1977246800965884, -0.0296196395746312, 0.0266698234328371, -0.1032657272759701, -0.3826231450577425, -0.1586841172251442, -0.2106922926014069, 0.1634297321640488, -0.503833652891942, 0.5368737059823812, -0.2925083934769986, 0.1581076136866566]| 12.2038993835449219|      0.38742049|[495, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
      18|[1.471376830114898, 0.0314717551604355, 0.1102985848227441, 1.5325082411891569, 0.717654388724226, 0.0600538975969978, 0.6592672203363645, -0.4684871218097135, -0.4396003037249859, -0.0421225284613229, -0.1977246800965884, -0.0296196395746312, 0.0266698234328371, -0.1032657272759701, -0.3826231450577425, -0.1586841172251442, -0.2106922926014069, 0.1634297321640488, -0.503833652891942, 0.5368737059823812, -0.2925083934769986, 0.1581076136866566]| 12.2038993835449219|      0.34867844|[524, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | exploitation failed, decreasing delta | actual_k=1
