k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.10000000|[23, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.01000000|[43, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00100000|[65, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00010000|[85, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00001000|[107, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[94.9, 0.009, 90.1, 113.0, 20.0, 73.8, 140.0, 20.0]                             |18905.1353157950870809|      0.00000100|[128, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[94.89999995637285, 0.0090009756159686, 90.09999986152727, 112.99999991189199, 20.000000051122388, 73.79999988016681, 139.99999999287502, 19.999999951956504]|18904.8945312500000000|      0.00001000|[148, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       8|[94.90000026558644, 0.0090109660678214, 90.10000002003969, 112.99999966736873, 20.000000100124954, 73.79999996093065, 140.0000000084498, 19.999999917688527]|18902.7285156250000000|      0.00010000|[169, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[94.90000026558644, 0.0090109660678214, 90.10000002003969, 112.99999966736873, 20.000000100124954, 73.79999996093065, 140.0000000084498, 19.999999917688527]|18902.7285156250000000|      0.00001000|[191, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[94.90000026558644, 0.0090109660678214, 90.10000002003969, 112.99999966736873, 20.000000100124954, 73.79999996093065, 140.0000000084498, 19.999999917688527]|18902.7285156250000000|      0.00000100|[212, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[94.90000053950021, 0.0090119030630431, 90.10000006097323, 112.99999956415267, 20.000000262424017, 73.79999997141574, 139.99999992882968, 19.999999961183388]|18902.5507812500000000|      0.00001000|[232, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      12|[94.89999957537668, 0.0090197318979103, 90.10000299573396, 113.00000117276568, 19.999999513331783, 73.79999781866383, 140.0000030736067, 19.999996570866067]|18901.2539062500000000|      0.00010000|[253, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      13|[94.89999957537668, 0.0090197318979103, 90.10000299573396, 113.00000117276568, 19.999999513331783, 73.79999781866383, 140.0000030736067, 19.999996570866067]|18901.2539062500000000|      0.00001000|[275, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
