k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.20000000|[23, 8, 0, 2]                                                              |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.04000000|[43, 16, 0, 4]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.00800000|[65, 24, 0, 6]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       4|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.00160000|[85, 32, 0, 8]                                                             |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[96.0, 0.009, 103.0, 106.0, 18.0, 72.0, 151.0, 18.0]                            |9158.1395820262569032|      0.00032000|[107, 40, 0, 10]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       6|[96.00003116713229, 0.0086838193848958, 102.9999743565771, 105.99999965858035, 18.000008973626727, 71.99999143166828, 151.00002286891385, 18.00001112642287]|9127.7314453125000000|      0.00160000|[128, 48, 0, 12]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       7|[96.00003116713229, 0.0086838193848958, 102.9999743565771, 105.99999965858035, 18.000008973626727, 71.99999143166828, 151.00002286891385, 18.00001112642287]|9127.7314453125000000|      0.00032000|[148, 56, 0, 14]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       8|[96.0001807597242, 0.0089358540090676, 103.0000576314816, 105.99996795144843, 18.000036350122983, 72.0000348120247, 150.99995096149985, 17.999983584660534]|9107.3789062500000000|      0.00160000|[169, 64, 0, 16]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
       9|[96.0001807597242, 0.0089358540090676, 103.0000576314816, 105.99996795144843, 18.000036350122983, 72.0000348120247, 150.99995096149985, 17.999983584660534]|9107.3789062500000000|      0.00032000|[191, 72, 0, 18]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      10|[96.0001807597242, 0.0089358540090676, 103.0000576314816, 105.99996795144843, 18.000036350122983, 72.0000348120247, 150.99995096149985, 17.999983584660534]|9107.3789062500000000|      0.00006400|[212, 80, 0, 20]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      11|[96.0001636045611, 0.0088759159876501, 103.00005490313264, 105.99997130723976, 18.00002530307046, 72.00003565361011, 150.9999582456608, 17.999979760512563]|9080.0283203125000000|      0.00032000|[232, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      12|[96.0001636045611, 0.0088759159876501, 103.00005490313264, 105.99997130723976, 18.00002530307046, 72.00003565361011, 150.9999582456608, 17.999979760512563]|9080.0283203125000000|      0.00006400|[253, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[96.0001614923452, 0.0088136144640475, 103.00004906308703, 105.99996641442627, 18.000025534908865, 72.00003504877799, 150.99994752157497, 17.999985809260917]|9072.4902343750000000|      0.00032000|[275, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
