k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0, -8.0]                                                                |148.9993291872793577|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.951501376384468, 2.0080419418278086, -7.883093651435629]                     | 41.2925186157226562|      1.11111111|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      1.23456790|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | iterate success | actual_k=1
       3|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      1.11111111|[28, 11, 0, 11]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       4|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      1.00000000|[38, 15, 0, 15]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       5|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      0.90000000|[50, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       6|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      0.81000000|[60, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       7|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      0.72900000|[70, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       8|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      0.65610000|[81, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       9|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      0.59049000|[93, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      10|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      0.53144100|[103, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      11|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      0.47829690|[115, 45, 0, 45]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      12|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      0.43046721|[125, 49, 0, 49]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      13|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      0.38742049|[136, 53, 0, 53]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      14|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      0.34867844|[147, 57, 0, 57]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      15|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      0.31381060|[158, 61, 0, 61]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      16|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      0.28242954|[168, 65, 0, 65]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      17|[2.166920913113317, 0.9231420761790725, -7.777478283494001]                     |  8.8465166091918945|      0.25418658|[179, 69, 0, 69]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      18|[2.0501130467352393, 0.6982121914113437, -7.7967989507403495]                   |  6.6080555915832520|      0.28242954|[186, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      19|[2.0501130467352393, 0.6982121914113437, -7.7967989507403495]                   |  6.6080555915832520|      0.25418658|[197, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      20|[2.0501130467352393, 0.6982121914113437, -7.7967989507403495]                   |  6.6080555915832520|      0.22876792|[209, 81, 0, 81]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      21|[2.0501130467352393, 0.6982121914113437, -7.7967989507403495]                   |  6.6080555915832520|      0.20589113|[219, 85, 0, 85]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      22|[2.0501130467352393, 0.6982121914113437, -7.7967989507403495]                   |  6.6080555915832520|      0.18530202|[230, 89, 0, 89]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      23|[2.0501130467352393, 0.6982121914113437, -7.7967989507403495]                   |  6.6080555915832520|      0.16677182|[240, 93, 0, 93]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      24|[2.0501130467352393, 0.6982121914113437, -7.7967989507403495]                   |  6.6080555915832520|      0.15009464|[251, 97, 0, 97]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.9482453900966936, 0.5879810685305848, -7.79749149991378]                     |  5.6666398048400879|      0.16677182|[259, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | iterate success | actual_k=1
      26|[1.9482453900966936, 0.5879810685305848, -7.79749149991378]                     |  5.6666398048400879|      0.15009464|[269, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      27|[1.9482453900966936, 0.5879810685305848, -7.79749149991378]                     |  5.6666398048400879|      0.13508517|[280, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      28|[1.8567944765075894, 0.4885888822646772, -7.7950568861041445]                   |  4.9758391380310059|      0.15009464|[285, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[1.8567944765075894, 0.4885888822646772, -7.7950568861041445]                   |  4.9758391380310059|      0.13508517|[296, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      30|[1.8567944765075894, 0.4885888822646772, -7.7950568861041445]                   |  4.9758391380310059|      0.12157665|[306, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
      31|[1.8567944765075894, 0.4885888822646772, -7.7950568861041445]                   |  4.9758391380310059|      0.10941899|[318, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      32|[1.7686979525883726, 0.4237139118104936, -7.796716965765403]                    |  4.4913778305053711|      0.12157665|[326, 125, 0, 125]                                                         |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | iterate success | actual_k=1
