k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.50000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.25000000|[11, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.12500000|[16, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.06250000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.03125000|[26, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.2255161774985108, 0.3984366779145334, 0.4319357536143835, 0.3943712299178709]|  0.0037499342579395|      0.06250000|[31, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       7|[0.2255161774985108, 0.3984366779145334, 0.4319357536143835, 0.3943712299178709]|  0.0037499342579395|      0.03125000|[36, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.2255161774985108, 0.3984366779145334, 0.4319357536143835, 0.3943712299178709]|  0.0037499342579395|      0.01562500|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.2255161774985108, 0.3984366779145334, 0.4319357536143835, 0.3943712299178709]|  0.0037499342579395|      0.00781250|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.2281608603497835, 0.3990697022305472, 0.4269440151292089, 0.3890118795862406]|  0.0036036667879671|      0.01562500|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[0.2281608603497835, 0.3990697022305472, 0.4269440151292089, 0.3890118795862406]|  0.0036036667879671|      0.00781250|[59, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.2238250525568754, 0.4030240989159589, 0.4307521506568405, 0.3855338373653133]|  0.0034717970993370|      0.01562500|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[0.2238250525568754, 0.4030240989159589, 0.4307521506568405, 0.3855338373653133]|  0.0034717970993370|      0.00781250|[70, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.2297375309015682, 0.4064669171660285, 0.4272734632921062, 0.3840766164524232]|  0.0034225194249302|      0.01562500|[76, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[0.2297375309015682, 0.4064669171660285, 0.4272734632921062, 0.3840766164524232]|  0.0034225194249302|      0.00781250|[81, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.224873867768151, 0.4041086211371941, 0.4284016567067521, 0.3785498129789703] |  0.0032792738638818|      0.01562500|[86, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[0.224873867768151, 0.4041086211371941, 0.4284016567067521, 0.3785498129789703] |  0.0032792738638818|      0.00781250|[92, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.224873867768151, 0.4041086211371941, 0.4284016567067521, 0.3785498129789703] |  0.0032792738638818|      0.00390625|[98, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      19|[0.225741117434456, 0.4069053975649037, 0.4272480824928286, 0.3762359471174362] |  0.0031846077181399|      0.00781250|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      20|[0.2268385968297644, 0.4097771748671589, 0.4239015997128258, 0.3698810558236161]|  0.0030229196418077|      0.01562500|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
