k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.2440354349745233, -0.040219925929221, -0.2679142335339165, -0.1946081377036555, 0.760738220777321, 0.2869535519085707, 0.0184064758984336, 0.153216352396166, 0.3798679635656547]|120982.7656250000000000|     10.00000000|[30, 2, 0, 2]                                                              |  | trying linear partial model with 16 points | iterate success | actual_k=1
       2|[-0.2440354349745233, -0.040219925929221, -0.2679142335339165, -0.1946081377036555, 0.760738220777321, 0.2869535519085707, 0.0184064758984336, 0.153216352396166, 0.3798679635656547]|120982.7656250000000000|      1.00000000|[59, 4, 0, 4]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[-0.2440354349745233, -0.040219925929221, -0.2679142335339165, -0.1946081377036555, 0.760738220777321, 0.2869535519085707, 0.0184064758984336, 0.153216352396166, 0.3798679635656547]|120982.7656250000000000|      0.10000000|[88, 6, 0, 6]                                                              |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[-0.2367231298866449, -0.0456971921316521, -0.2913642663248409, -0.1100355522726777, 0.7978762192138512, 0.2681251650579533, 0.0005886856512517, 0.1416362056609384, 0.3745022410696781]|59208.0976562500000000|      1.00000000|[117, 8, 0, 8]                                                             |  | trying linear partial model with 16 points | iterate success | actual_k=1
       5|[-0.2367231298866449, -0.0456971921316521, -0.2913642663248409, -0.1100355522726777, 0.7978762192138512, 0.2681251650579533, 0.0005886856512517, 0.1416362056609384, 0.3745022410696781]|59208.0976562500000000|      0.10000000|[146, 10, 0, 10]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[-0.2127837634426274, -0.0694578956962668, -0.3008042822898306, -0.058055043926178, 0.8384956753095535, 0.2047802233842625, -0.0187154934101931, 0.1460900048925505, 0.3704724712241451]|25297.0566406250000000|      1.00000000|[175, 12, 0, 12]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       7|[-0.2127837634426274, -0.0694578956962668, -0.3008042822898306, -0.058055043926178, 0.8384956753095535, 0.2047802233842625, -0.0187154934101931, 0.1460900048925505, 0.3704724712241451]|25297.0566406250000000|      0.10000000|[204, 14, 0, 14]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[-0.219364117904259, -0.0685153459147476, -0.3018219927045349, -0.0184139650557041, 0.8819145061703089, 0.127669676496709, -0.0240960902321435, 0.1334120917529275, 0.3895105396192485]|6906.4873046875000000|      1.00000000|[234, 16, 0, 16]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
       9|[-0.219364117904259, -0.0685153459147476, -0.3018219927045349, -0.0184139650557041, 0.8819145061703089, 0.127669676496709, -0.0240960902321435, 0.1334120917529275, 0.3895105396192485]|6906.4873046875000000|      0.10000000|[263, 18, 0, 18]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[-0.2352580686461546, -0.0425658375518423, -0.2978729142546682, -0.0130562052806387, 0.9198851199375202, 0.043192480307697, -0.0351458063517526, 0.1248133914147569, 0.4054951095378302]|546.4794311523437500|      1.00000000|[292, 20, 0, 20]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      11|[-0.2352580686461546, -0.0425658375518423, -0.2978729142546682, -0.0130562052806387, 0.9198851199375202, 0.043192480307697, -0.0351458063517526, 0.1248133914147569, 0.4054951095378302]|546.4794311523437500|      0.10000000|[321, 22, 0, 22]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-0.2352580686461546, -0.0425658375518423, -0.2978729142546682, -0.0130562052806387, 0.9198851199375202, 0.043192480307697, -0.0351458063517526, 0.1248133914147569, 0.4054951095378302]|546.4794311523437500|      0.01000000|[350, 24, 0, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[-0.2362733113883861, -0.0433771361051305, -0.2971354989520003, -0.0049819764716727, 0.9216994276074423, 0.0386324033206383, -0.0372089883294617, 0.1227887232909091, 0.4051316410939156]|325.7523193359375000|      0.10000000|[379, 26, 0, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      14|[-0.2362733113883861, -0.0433771361051305, -0.2971354989520003, -0.0049819764716727, 0.9216994276074423, 0.0386324033206383, -0.0372089883294617, 0.1227887232909091, 0.4051316410939156]|325.7523193359375000|      0.01000000|[408, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[-0.2342541952365859, -0.0448266962016931, -0.2955581189977087, -0.00641330976547, 0.9232636975583484, 0.0297540202265759, -0.038801013206781, 0.120586894893554, 0.4043379883813161]|187.7763214111328125|      0.10000000|[438, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      16|[-0.2342541952365859, -0.0448266962016931, -0.2955581189977087, -0.00641330976547, 0.9232636975583484, 0.0297540202265759, -0.038801013206781, 0.120586894893554, 0.4043379883813161]|187.7763214111328125|      0.01000000|[467, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[-0.2343921130397283, -0.0443196320898312, -0.2958672406627876, 0.0004425960024096, 0.926067805377572, 0.0235659244471577, -0.0377462233297366, 0.1210096427817161, 0.40661351404925]|111.4582824707031250|      0.10000000|[497, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
