k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      0.90000000|[27, 4, 0, 2]                                                              |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       2|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      0.81000000|[53, 8, 0, 4]                                                              |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       3|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      0.72900000|[79, 12, 0, 6]                                                             |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       4|[0.2445209146175053, 0.0533435023919449, 0.194055762070202, 0.3792613413477133, 0.0829515387870852, -0.0460817258662511, 0.2002253724047114, -0.1673703423439969, 0.0194736992676267, -0.0198088668882223, -0.1188573873787238, 0.073643934410832, -0.2599750259433773, 0.077535546018629, -0.1971254889740738, 0.0150574730709327, -0.0534266806601714, -0.0957999766251536, -0.1234802737686187, 0.041377875348304, 0.1725300838785545, -0.1357807346341075]| 14.0067853927612305|      0.81000000|[105, 16, 0, 8]                                                            |  | trying linear partial model with 15 points | iterate success | actual_k=2
       5|[0.2445209146175053, 0.0533435023919449, 0.194055762070202, 0.3792613413477133, 0.0829515387870852, -0.0460817258662511, 0.2002253724047114, -0.1673703423439969, 0.0194736992676267, -0.0198088668882223, -0.1188573873787238, 0.073643934410832, -0.2599750259433773, 0.077535546018629, -0.1971254889740738, 0.0150574730709327, -0.0534266806601714, -0.0957999766251536, -0.1234802737686187, 0.041377875348304, 0.1725300838785545, -0.1357807346341075]| 14.0067853927612305|      0.72900000|[131, 20, 0, 10]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       6|[0.2445209146175053, 0.0533435023919449, 0.194055762070202, 0.3792613413477133, 0.0829515387870852, -0.0460817258662511, 0.2002253724047114, -0.1673703423439969, 0.0194736992676267, -0.0198088668882223, -0.1188573873787238, 0.073643934410832, -0.2599750259433773, 0.077535546018629, -0.1971254889740738, 0.0150574730709327, -0.0534266806601714, -0.0957999766251536, -0.1234802737686187, 0.041377875348304, 0.1725300838785545, -0.1357807346341075]| 14.0067853927612305|      0.65610000|[157, 24, 0, 12]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       7|[0.2445209146175053, 0.0533435023919449, 0.194055762070202, 0.3792613413477133, 0.0829515387870852, -0.0460817258662511, 0.2002253724047114, -0.1673703423439969, 0.0194736992676267, -0.0198088668882223, -0.1188573873787238, 0.073643934410832, -0.2599750259433773, 0.077535546018629, -0.1971254889740738, 0.0150574730709327, -0.0534266806601714, -0.0957999766251536, -0.1234802737686187, 0.041377875348304, 0.1725300838785545, -0.1357807346341075]| 14.0067853927612305|      0.59049000|[184, 28, 0, 14]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       8|[0.2445209146175053, 0.0533435023919449, 0.194055762070202, 0.3792613413477133, 0.0829515387870852, -0.0460817258662511, 0.2002253724047114, -0.1673703423439969, 0.0194736992676267, -0.0198088668882223, -0.1188573873787238, 0.073643934410832, -0.2599750259433773, 0.077535546018629, -0.1971254889740738, 0.0150574730709327, -0.0534266806601714, -0.0957999766251536, -0.1234802737686187, 0.041377875348304, 0.1725300838785545, -0.1357807346341075]| 14.0067853927612305|      0.53144100|[212, 32, 0, 16]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
       9|[0.3967698675893814, 0.2148901837358489, 0.2619493670159893, 0.6923683202455737, 0.0209090194777549, -0.0205547246857459, 0.2385025109931328, -0.1860902967811599, 0.1090992591872556, -0.0139118259459258, -0.158947418010981, -0.0730301238816903, -0.3271533992810523, 0.1720403216625169, -0.3122622094092008, 0.1038324719735752, -0.0345498245735064, -0.0877078055057793, -0.1395873444135806, -0.0971579771568631, 0.1177244988639706, -0.324311406308698]| 13.4019060134887695|      0.59049000|[238, 36, 0, 18]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      10|[0.3967698675893814, 0.2148901837358489, 0.2619493670159893, 0.6923683202455737, 0.0209090194777549, -0.0205547246857459, 0.2385025109931328, -0.1860902967811599, 0.1090992591872556, -0.0139118259459258, -0.158947418010981, -0.0730301238816903, -0.3271533992810523, 0.1720403216625169, -0.3122622094092008, 0.1038324719735752, -0.0345498245735064, -0.0877078055057793, -0.1395873444135806, -0.0971579771568631, 0.1177244988639706, -0.324311406308698]| 13.4019060134887695|      0.53144100|[264, 40, 0, 20]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      11|[0.3967698675893814, 0.2148901837358489, 0.2619493670159893, 0.6923683202455737, 0.0209090194777549, -0.0205547246857459, 0.2385025109931328, -0.1860902967811599, 0.1090992591872556, -0.0139118259459258, -0.158947418010981, -0.0730301238816903, -0.3271533992810523, 0.1720403216625169, -0.3122622094092008, 0.1038324719735752, -0.0345498245735064, -0.0877078055057793, -0.1395873444135806, -0.0971579771568631, 0.1177244988639706, -0.324311406308698]| 13.4019060134887695|      0.47829690|[290, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | exploitation failed, decreasing delta | actual_k=2
      12|[0.6243908065057697, 0.1382610483363961, 0.3898531078969958, 0.9156373979147274, -0.0052031622011045, -0.0243265693729542, 0.4108386470135387, -0.2251986454882751, 0.2297637496867614, -0.1129425551317892, -0.2319729075199333, -0.1130048332117834, -0.2143258277508348, 0.1454272785289464, -0.3034665161806073, 0.0029853737067003, 0.0357140848836891, 0.0151403146060983, -0.1501861879033027, -0.0635164167702129, 0.1469570295615567, -0.3054971409508244]| 12.9499654769897461|      0.53144100|[316, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
