k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6046763587936216, 0.0529365046011554, 0.1347814635630586, 0.7824561603678388, -0.0059130604886967, -0.0030157359189857, -0.0064709334390101, 0.018628472717783, -0.010677566669248, -0.0074138494399871, 0.002584147084109, -0.0101854408206783, -0.0137255503199514, -0.0083294421051466, 0.0026641990545058, 0.0060974555989365, 0.0079779467691121, 0.0016264850975675, 0.002640729047633, 0.0055151234584257, -0.002542585243639, 0.0059998431773787]| 13.1520252227783203|      2.00000000|[83, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
       2|[0.6046763587936216, 0.0529365046011554, 0.1347814635630586, 0.7824561603678388, -0.0059130604886967, -0.0030157359189857, -0.0064709334390101, 0.018628472717783, -0.010677566669248, -0.0074138494399871, 0.002584147084109, -0.0101854408206783, -0.0137255503199514, -0.0083294421051466, 0.0026641990545058, 0.0060974555989365, 0.0079779467691121, 0.0016264850975675, 0.002640729047633, 0.0055151234584257, -0.002542585243639, 0.0059998431773787]| 13.1520252227783203|      1.00000000|[166, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       3|[0.6046763587936216, 0.0529365046011554, 0.1347814635630586, 0.7824561603678388, -0.0059130604886967, -0.0030157359189857, -0.0064709334390101, 0.018628472717783, -0.010677566669248, -0.0074138494399871, 0.002584147084109, -0.0101854408206783, -0.0137255503199514, -0.0083294421051466, 0.0026641990545058, 0.0060974555989365, 0.0079779467691121, 0.0016264850975675, 0.002640729047633, 0.0055151234584257, -0.002542585243639, 0.0059998431773787]| 13.1520252227783203|      0.50000000|[247, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       4|[0.9098297503817212, 0.0798775758144536, 0.2021014462085581, 1.171649307626965, -0.0061704514530978, -0.000111182499419, -0.0018641735216651, 0.0192950493011477, -0.0100690350948282, -0.0071543272672569, -0.0003492985654963, -0.0072502640709055, -0.018548733769697, -0.003401526014871, 0.0025276919649924, 0.0015151053234252, 0.0045676544626995, -0.0014232214073764, 0.0046687213779798, 0.0027223485313658, -0.0008215327916257, 0.0056775334493415]| 12.5809412002563477|      1.00000000|[332, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | iterate success | actual_k=16
       5|[0.9098297503817212, 0.0798775758144536, 0.2021014462085581, 1.171649307626965, -0.0061704514530978, -0.000111182499419, -0.0018641735216651, 0.0192950493011477, -0.0100690350948282, -0.0071543272672569, -0.0003492985654963, -0.0072502640709055, -0.018548733769697, -0.003401526014871, 0.0025276919649924, 0.0015151053234252, 0.0045676544626995, -0.0014232214073764, 0.0046687213779798, 0.0027223485313658, -0.0008215327916257, 0.0056775334493415]| 12.5809412002563477|      0.50000000|[418, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       6|[0.9098297503817212, 0.0798775758144536, 0.2021014462085581, 1.171649307626965, -0.0061704514530978, -0.000111182499419, -0.0018641735216651, 0.0192950493011477, -0.0100690350948282, -0.0071543272672569, -0.0003492985654963, -0.0072502640709055, -0.018548733769697, -0.003401526014871, 0.0025276919649924, 0.0015151053234252, 0.0045676544626995, -0.0014232214073764, 0.0046687213779798, 0.0027223485313658, -0.0008215327916257, 0.0056775334493415]| 12.5809412002563477|      0.25000000|[503, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       7|[1.0622998850525724, 0.0958765065546975, 0.234355349206658, 1.366248451621723, -0.0065590205719758, -0.001462865953839, 0.0005324366847485, 0.0261972660690487, -0.0111136015398626, -0.0080643147819516, -0.0001082224979963, -0.0062801940634061, -0.0192541257474083, -0.0006084451375645, 0.0041240600132492, 0.0035257463507559, 0.0028700782178772, -0.0029598325867614, 0.0066121130702583, 0.0005924503037282, -0.0001176382653309, 0.0064047436021089]| 12.3837947845458984|      0.50000000|[586, 224, 0, 14]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       8|[1.0622998850525724, 0.0958765065546975, 0.234355349206658, 1.366248451621723, -0.0065590205719758, -0.001462865953839, 0.0005324366847485, 0.0261972660690487, -0.0111136015398626, -0.0080643147819516, -0.0001082224979963, -0.0062801940634061, -0.0192541257474083, -0.0006084451375645, 0.0041240600132492, 0.0035257463507559, 0.0028700782178772, -0.0029598325867614, 0.0066121130702583, 0.0005924503037282, -0.0001176382653309, 0.0064047436021089]| 12.3837947845458984|      0.25000000|[670, 256, 0, 16]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       9|[1.2144380638819552, 0.1108991888288955, 0.2666253208329754, 1.56097606969451, -0.006127973041381, 7.21741006879e-05, -5.22898149332e-05, 0.0219603389306073, -0.003773456711073, -0.0061273855135364, -0.0018838250460909, -0.0103143608829664, -0.0219768635325663, -0.0014926693105118, 0.0049440936231466, 0.0043604858486671, 0.0030774890916843, -0.0088192516663513, 0.0071319749436098, 0.0039365344221252, 6.7836424301e-05, 0.0025606323857428]| 12.2455320358276367|      0.50000000|[752, 288, 0, 18]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
      10|[1.2144380638819552, 0.1108991888288955, 0.2666253208329754, 1.56097606969451, -0.006127973041381, 7.21741006879e-05, -5.22898149332e-05, 0.0219603389306073, -0.003773456711073, -0.0061273855135364, -0.0018838250460909, -0.0103143608829664, -0.0219768635325663, -0.0014926693105118, 0.0049440936231466, 0.0043604858486671, 0.0030774890916843, -0.0088192516663513, 0.0071319749436098, 0.0039365344221252, 6.7836424301e-05, 0.0025606323857428]| 12.2455320358276367|      0.25000000|[835, 320, 0, 20]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      11|[1.2144380638819552, 0.1108991888288955, 0.2666253208329754, 1.56097606969451, -0.006127973041381, 7.21741006879e-05, -5.22898149332e-05, 0.0219603389306073, -0.003773456711073, -0.0061273855135364, -0.0018838250460909, -0.0103143608829664, -0.0219768635325663, -0.0014926693105118, 0.0049440936231466, 0.0043604858486671, 0.0030774890916843, -0.0088192516663513, 0.0071319749436098, 0.0039365344221252, 6.7836424301e-05, 0.0025606323857428]| 12.2455320358276367|      0.12500000|[919, 352, 0, 22]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
