k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 10.0, 1.0]                                                                |  1.8845685008804969|      0.10000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 9 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.0800836143851703, 10.002330384387603, 1.0598429947079302]                    |  1.2855904102325439|      1.00000000|[21, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 8 points | iterate success | actual_k=1
       3|[0.0800836143851703, 10.002330384387603, 1.0598429947079302]                    |  1.2855904102325439|      0.10000000|[32, 13, 0, 13]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.0800836143851703, 10.002330384387603, 1.0598429947079302]                    |  1.2855904102325439|      0.01000000|[42, 17, 0, 17]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[0.089457538421353, 10.005733424737201, 1.0605838486360981]                     |  1.2446103096008301|      0.10000000|[47, 19, 0, 19]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[0.1657073160424122, 10.005012957519163, 1.1252789206255995]                    |  0.7915719747543335|      1.00000000|[55, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 7 points | iterate success | actual_k=1
       7|[0.1657073160424122, 10.005012957519163, 1.1252789206255995]                    |  0.7915719747543335|      0.10000000|[66, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.1657073160424122, 10.005012957519163, 1.1252789206255995]                    |  0.7915719747543335|      0.01000000|[76, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       9|[0.1748215551451692, 10.004793392867253, 1.1293877449028602]                    |  0.7543011307716370|      0.10000000|[81, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.1748215551451692, 10.004793392867253, 1.1293877449028602]                    |  0.7543011307716370|      0.01000000|[93, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | trying quadratic partial model with 7 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      11|[0.1761502530740782, 10.01212918664535, 1.1360526298575264]                     |  0.7349706888198853|      0.10000000|[99, 38, 0, 38]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.1761502530740782, 10.01212918664535, 1.1360526298575264]                     |  0.7349706888198853|      0.01000000|[110, 43, 0, 43]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | trying quadratic partial model with 10 points | exploitation failed, decreasing delta | actual_k=1
      13|[0.1758289735092977, 10.013632832883989, 1.145933714182148]                     |  0.7134445905685425|      0.10000000|[116, 45, 0, 45]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[0.1758289735092977, 10.013632832883989, 1.145933714182148]                     |  0.7134445905685425|      0.01000000|[126, 49, 0, 49]                                                           |  | trying linear partial model with 4 points | trying quadratic partial model with 6 points | trying quadratic partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      15|[0.185706010578899, 10.012529000026152, 1.144826604545444]                      |  0.6878389120101929|      0.10000000|[132, 51, 0, 51]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
