k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 3.0]                                                                      |889.3031475218829200|      0.90000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.0, 3.0]                                                                      |889.3031475218829200|      0.81000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.0, 3.0]                                                                      |889.3031475218829200|      0.72900000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.764467376197784, 2.310097555356669]                                          |197.2468109130859375|      0.81000000|[26, 9, 0, 9]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       5|[1.764467376197784, 2.310097555356669]                                          |197.2468109130859375|      0.72900000|[32, 11, 0, 11]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.7423080025739675, 1.5814344218302085]                                        | 28.9572029113769531|      0.81000000|[38, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       7|[1.7423080025739675, 1.5814344218302085]                                        | 28.9572029113769531|      0.72900000|[44, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.7423080025739675, 1.5814344218302085]                                        | 28.9572029113769531|      0.65610000|[52, 18, 0, 18]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.7423080025739675, 1.5814344218302085]                                        | 28.9572029113769531|      0.59049000|[60, 21, 0, 21]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[1.4325312354916142, 1.078724968292675]                                         |  2.1124210357666016|      0.65610000|[66, 23, 0, 23]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      11|[1.4325312354916142, 1.078724968292675]                                         |  2.1124210357666016|      0.59049000|[74, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[1.4325312354916142, 1.078724968292675]                                         |  2.1124210357666016|      0.53144100|[80, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.4325312354916142, 1.078724968292675]                                         |  2.1124210357666016|      0.47829690|[87, 31, 0, 31]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[1.4325312354916142, 1.078724968292675]                                         |  2.1124210357666016|      0.43046721|[94, 34, 0, 34]                                                            |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.4325312354916142, 1.078724968292675]                                         |  2.1124210357666016|      0.38742049|[101, 37, 0, 37]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[1.4325312354916142, 1.078724968292675]                                         |  2.1124210357666016|      0.34867844|[108, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[1.2816203647470918, 0.7643962173300889]                                        |  0.1034854725003242|      0.38742049|[113, 42, 0, 42]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      18|[1.2816203647470918, 0.7643962173300889]                                        |  0.1034854725003242|      0.34867844|[120, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.2816203647470918, 0.7643962173300889]                                        |  0.1034854725003242|      0.31381060|[126, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      20|[1.2816203647470918, 0.7643962173300889]                                        |  0.1034854725003242|      0.28242954|[133, 50, 0, 50]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.2816203647470918, 0.7643962173300889]                                        |  0.1034854725003242|      0.25418658|[139, 52, 0, 52]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
