k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.19074570784984, 38.522810533633724, 41.799376279922306, 39.166647972821416] |810.4356689453125000|      2.00000000|[15, 2, 0, 2]                                                              |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
       2|[22.561484929513984, 37.57833426496251, 42.370988666883036, 39.52264400252736]  |655.5830078125000000|      4.00000000|[28, 4, 0, 4]                                                              |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
       3|[19.235294114926432, 35.73831837406794, 43.463417071054394, 40.12047037194281]  |412.8019104003906250|      8.00000000|[41, 6, 0, 6]                                                              |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
       4|[19.235294114926432, 35.73831837406794, 43.463417071054394, 40.12047037194281]  |412.8019104003906250|      4.00000000|[61, 9, 0, 9]                                                              |  | trying quadratic partial model with 8 points | trying quadratic partial model with 15 points | exploitation failed, decreasing delta | actual_k=1
       5|[15.988491370580011, 33.746856500300034, 44.51999424533715, 40.733655677880606] |243.4241180419921875|      8.00000000|[74, 11, 0, 11]                                                            |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
       6|[15.988491370580011, 33.746856500300034, 44.51999424533715, 40.733655677880606] |243.4241180419921875|      4.00000000|[93, 14, 0, 14]                                                            |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
       7|[15.988491370580011, 33.746856500300034, 44.51999424533715, 40.733655677880606] |243.4241180419921875|      2.00000000|[112, 17, 0, 17]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
       8|[14.20791918213922, 32.95832803885763, 44.910078045384836, 40.969494979496766]  |179.8444976806640625|      4.00000000|[126, 19, 0, 19]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
       9|[14.20791918213922, 32.95832803885763, 44.910078045384836, 40.969494979496766]  |179.8444976806640625|      2.00000000|[145, 22, 0, 22]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      10|[12.386390227259556, 32.237384310056676, 45.26556803856863, 41.15896600942948]  |128.1877593994140625|      4.00000000|[158, 24, 0, 24]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      11|[12.386390227259556, 32.237384310056676, 45.26556803856863, 41.15896600942948]  |128.1877593994140625|      2.00000000|[177, 27, 0, 27]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      12|[10.561902515903332, 31.564776602359938, 45.62607055742713, 41.45709584113666]  | 87.1116561889648438|      4.00000000|[190, 29, 0, 29]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      13|[10.561902515903332, 31.564776602359938, 45.62607055742713, 41.45709584113666]  | 87.1116561889648438|      2.00000000|[209, 32, 0, 32]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      14|[10.561902515903332, 31.564776602359938, 45.62607055742713, 41.45709584113666]  | 87.1116561889648438|      1.00000000|[228, 35, 0, 35]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      15|[9.626973452343568, 31.24373614972151, 45.75717737787377, 41.53227346755137]    | 70.0449829101562500|      2.00000000|[242, 37, 0, 37]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      16|[9.626973452343568, 31.24373614972151, 45.75717737787377, 41.53227346755137]    | 70.0449829101562500|      1.00000000|[262, 40, 0, 40]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      17|[8.672901620984614, 30.970927961102685, 45.857010810271184, 41.605457609314705] | 55.1094856262207031|      2.00000000|[275, 42, 0, 42]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      18|[8.672901620984614, 30.970927961102685, 45.857010810271184, 41.605457609314705] | 55.1094856262207031|      1.00000000|[295, 45, 0, 45]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      19|[7.7080030563480975, 30.732687253619282, 45.952101255959256, 41.661759762018136]| 42.1781959533691406|      2.00000000|[308, 47, 0, 47]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      20|[7.7080030563480975, 30.732687253619282, 45.952101255959256, 41.661759762018136]| 42.1781959533691406|      1.00000000|[327, 50, 0, 50]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      21|[6.740776528959307, 30.504327760106978, 46.046591331381485, 41.72003850672774]  | 31.1439914703369141|      2.00000000|[340, 52, 0, 52]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      22|[6.740776528959307, 30.504327760106978, 46.046591331381485, 41.72003850672774]  | 31.1439914703369141|      1.00000000|[359, 55, 0, 55]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      23|[5.7697027613591025, 30.29707977548154, 46.14957562061351, 41.77884536788197]   | 21.9141483306884766|      2.00000000|[373, 57, 0, 57]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      24|[5.7697027613591025, 30.29707977548154, 46.14957562061351, 41.77884536788197]   | 21.9141483306884766|      1.00000000|[392, 60, 0, 60]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      25|[5.7697027613591025, 30.29707977548154, 46.14957562061351, 41.77884536788197]   | 21.9141483306884766|      0.50000000|[411, 63, 0, 63]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      26|[5.2806470227023405, 30.20335992546601, 46.19138272150367, 41.79596963473097]   | 17.9458408355712891|      1.00000000|[424, 65, 0, 65]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      27|[5.2806470227023405, 30.20335992546601, 46.19138272150367, 41.79596963473097]   | 17.9458408355712891|      0.50000000|[444, 68, 0, 68]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      28|[4.79142935972628, 30.11036398763801, 46.231604560498916, 41.81597057089877]    | 14.3967084884643555|      1.00000000|[458, 70, 0, 70]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      29|[4.79142935972628, 30.11036398763801, 46.231604560498916, 41.81597057089877]    | 14.3967084884643555|      0.50000000|[478, 73, 0, 73]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 15 points | exploitation failed, decreasing delta | actual_k=1
      30|[4.29939096586053, 30.030865682210496, 46.26023078783591, 41.84351648719536]    | 11.2553901672363281|      1.00000000|[491, 75, 0, 75]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      31|[4.29939096586053, 30.030865682210496, 46.26023078783591, 41.84351648719536]    | 11.2553901672363281|      0.50000000|[510, 78, 0, 78]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      32|[3.804981560767014, 29.962547270571818, 46.28821029781593, 41.85396071083917]   |  8.5131645202636719|      1.00000000|[523, 80, 0, 80]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      33|[3.804981560767014, 29.962547270571818, 46.28821029781593, 41.85396071083917]   |  8.5131645202636719|      0.50000000|[543, 83, 0, 83]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      34|[3.308462319983639, 29.912318897831387, 46.30343681887405, 41.88067975199367]   |  6.1639957427978516|      1.00000000|[556, 85, 0, 85]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      35|[3.308462319983639, 29.912318897831387, 46.30343681887405, 41.88067975199367]   |  6.1639957427978516|      0.50000000|[575, 88, 0, 88]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      36|[3.308462319983639, 29.912318897831387, 46.30343681887405, 41.88067975199367]   |  6.1639957427978516|      0.25000000|[595, 91, 0, 91]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      37|[3.060212229717755, 29.88631129269024, 46.31537070720795, 41.887965317657134]   |  5.1339221000671387|      0.50000000|[609, 93, 0, 93]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      38|[3.060212229717755, 29.88631129269024, 46.31537070720795, 41.887965317657134]   |  5.1339221000671387|      0.25000000|[628, 96, 0, 96]                                                           |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      39|[2.81197306131511, 29.860143914997668, 46.3287190961942, 41.89176059458105]     |  4.1999545097351074|      0.50000000|[641, 98, 0, 98]                                                           |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      40|[2.81197306131511, 29.860143914997668, 46.3287190961942, 41.89176059458105]     |  4.1999545097351074|      0.25000000|[660, 101, 0, 101]                                                         |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      41|[2.5627936420081396, 29.843378015270858, 46.3379372229914, 41.89835966561738]   |  3.3611028194427490|      0.50000000|[673, 103, 0, 103]                                                         |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      42|[2.5627936420081396, 29.843378015270858, 46.3379372229914, 41.89835966561738]   |  3.3611028194427490|      0.25000000|[692, 106, 0, 106]                                                         |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      43|[2.314258809510013, 29.818599948364618, 46.347550516101094, 41.90326568550167]  |  2.6170022487640381|      0.50000000|[706, 108, 0, 108]                                                         |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      44|[2.314258809510013, 29.818599948364618, 46.347550516101094, 41.90326568550167]  |  2.6170022487640381|      0.25000000|[725, 111, 0, 111]                                                         |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      45|[2.0646494344640542, 29.805239356502394, 46.351297410853135, 41.904882860190504]|  1.9669401645660400|      0.50000000|[739, 113, 0, 113]                                                         |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      46|[2.0646494344640542, 29.805239356502394, 46.351297410853135, 41.904882860190504]|  1.9669401645660400|      0.25000000|[759, 116, 0, 116]                                                         |  | trying quadratic partial model with 8 points | trying quadratic partial model with 15 points | exploitation failed, decreasing delta | actual_k=1
      47|[1.8153783343740286, 29.78686470866065, 46.35639592180969, 41.90433865193413]   |  1.4104297161102295|      0.50000000|[772, 118, 0, 118]                                                         |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      48|[1.8153783343740286, 29.78686470866065, 46.35639592180969, 41.90433865193413]   |  1.4104297161102295|      0.25000000|[791, 121, 0, 121]                                                         |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      49|[1.8153783343740286, 29.78686470866065, 46.35639592180969, 41.90433865193413]   |  1.4104297161102295|      0.12500000|[810, 124, 0, 124]                                                         |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      50|[1.6905880398759658, 29.779997761025264, 46.35862229333469, 41.90381836442489]  |  1.1671313047409058|      0.25000000|[823, 126, 0, 126]                                                         |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      51|[1.6905880398759658, 29.779997761025264, 46.35862229333469, 41.90381836442489]  |  1.1671313047409058|      0.12500000|[843, 129, 0, 129]                                                         |  | trying quadratic partial model with 8 points | trying quadratic partial model with 15 points | exploitation failed, decreasing delta | actual_k=1
      52|[1.565848326902439, 29.772255878407595, 46.36086590981663, 41.90400124662218]   |  0.9470813274383545|      0.25000000|[856, 131, 0, 131]                                                         |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      53|[1.565848326902439, 29.772255878407595, 46.36086590981663, 41.90400124662218]   |  0.9470813274383545|      0.12500000|[875, 134, 0, 134]                                                         |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      54|[1.4411548914521977, 29.763842093827407, 46.36211500722274, 41.90604945079284]  |  0.7502834796905518|      0.25000000|[888, 136, 0, 136]                                                         |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      55|[1.4411548914521977, 29.763842093827407, 46.36211500722274, 41.90604945079284]  |  0.7502834796905518|      0.12500000|[907, 139, 0, 139]                                                         |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      56|[1.316425548389096, 29.756308003387517, 46.365397090362855, 41.90628691774227]  |  0.5766527652740479|      0.25000000|[920, 141, 0, 141]                                                         |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      57|[1.316425548389096, 29.756308003387517, 46.365397090362855, 41.90628691774227]  |  0.5766527652740479|      0.12500000|[939, 144, 0, 144]                                                         |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      58|[1.1914653661027386, 29.75316134974387, 46.36544884778211, 41.9060661577441]    |  0.4261643886566162|      0.25000000|[953, 146, 0, 146]                                                         |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      59|[1.1914653661027386, 29.75316134974387, 46.36544884778211, 41.9060661577441]    |  0.4261643886566162|      0.12500000|[972, 149, 0, 149]                                                         |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      60|[1.1914653661027386, 29.75316134974387, 46.36544884778211, 41.9060661577441]    |  0.4261643886566162|      0.06250000|[991, 152, 0, 152]                                                         |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
      61|[1.1290314172725693, 29.75050029841446, 46.36604192016713, 41.906971201632636]  |  0.3595657050609589|      0.12500000|[1004, 154, 0, 154]                                                        |  | trying quadratic partial model with 8 points | iterate success | actual_k=1
      62|[1.1290314172725693, 29.75050029841446, 46.36604192016713, 41.906971201632636]  |  0.3595657050609589|      0.06250000|[1023, 157, 0, 157]                                                        |  | trying quadratic partial model with 8 points | trying quadratic partial model with 14 points | exploitation failed, decreasing delta | actual_k=1
