k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.20000000|[230, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 118 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 174 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       2|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.04000000|[458, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 117 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 173 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       3|[-0.5989051962827809, 0.5820008168719865, -1.8487657055913063, 0.0097248040956203, -0.0158533041601501, -0.0050442821935825, -0.0285442564532223, -0.1126963040175311, 1.1226167862461895, -0.0002156822296009, 0.0011290344053584, 399.7535267545307, 0.0221361855582955, -0.0236630119102652, -0.0056699856184046, -0.0120698961419299, -0.1229779463881494, 0.7167149659446848, -0.0024173252053372, 0.00341064300364, 402.01761345859893, 0.0193630844082832, -0.0277700097899029, -0.0005990004051321, -0.0243492961993995, -0.1158789509661941, 0.918626372072594, 0.0056015342821439, 0.0065732367163984, 400.40404778807664, 0.0297016980537219, -1.2187508132695388, 0.0075313744817299, -1.409382632097014, -0.1015708221775858, 0.4474830147047983, -0.0014832577250422, -0.0022660817947292, 407.0298066276936, 0.0235001422828557, -1.2396069973279213, 0.0113898729107451, -1.0498650942288836, -0.1158281317269032, 0.3432425780676652, 0.0019285769404944, 0.0012449223701237, 405.9128795379113, 0.0295352763775582, -1.2417656744566283, 0.0192979838203011, -0.8578883372014501, -0.1237938582975738, 0.2785634617827518, 0.0045264805411479, 0.0047376229121011, 404.73322811628316]|110339.2265625000000000|      0.20000000|[575, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       4|[-0.5989051962827809, 0.5820008168719865, -1.8487657055913063, 0.0097248040956203, -0.0158533041601501, -0.0050442821935825, -0.0285442564532223, -0.1126963040175311, 1.1226167862461895, -0.0002156822296009, 0.0011290344053584, 399.7535267545307, 0.0221361855582955, -0.0236630119102652, -0.0056699856184046, -0.0120698961419299, -0.1229779463881494, 0.7167149659446848, -0.0024173252053372, 0.00341064300364, 402.01761345859893, 0.0193630844082832, -0.0277700097899029, -0.0005990004051321, -0.0243492961993995, -0.1158789509661941, 0.918626372072594, 0.0056015342821439, 0.0065732367163984, 400.40404778807664, 0.0297016980537219, -1.2187508132695388, 0.0075313744817299, -1.409382632097014, -0.1015708221775858, 0.4474830147047983, -0.0014832577250422, -0.0022660817947292, 407.0298066276936, 0.0235001422828557, -1.2396069973279213, 0.0113898729107451, -1.0498650942288836, -0.1158281317269032, 0.3432425780676652, 0.0019285769404944, 0.0012449223701237, 405.9128795379113, 0.0295352763775582, -1.2417656744566283, 0.0192979838203011, -0.8578883372014501, -0.1237938582975738, 0.2785634617827518, 0.0045264805411479, 0.0047376229121011, 404.73322811628316]|110339.2265625000000000|      0.04000000|[804, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 117 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 174 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       5|[-0.6045288726278113, 0.5874296284426321, -1.8425579324487253, 0.0031909094047703, -0.018854460194928, -0.0027841670406017, -0.0251501952318045, -0.1097267749875488, 1.1237522807876759, -0.0037122601331469, -0.0004692340444351, 399.75292381534456, 0.016367312306886, -0.0232085816097959, -0.0013375927622496, -0.0123482239597412, -0.120387088757974, 0.7184383885560157, -0.0055662723763946, -0.0023701866859755, 402.02014274267833, 0.0174428897350027, -0.0291436720881689, -0.0004483893402201, -0.0231880334567102, -0.1185745910624229, 0.9148153367676951, 0.001342569910176, 0.0113950105146862, 400.40460785295045, 0.0356859142072271, -1.2135955013125468, -0.0024919804358356, -1.4142410644504533, -0.0899891068826617, 0.4396890756518613, -0.0029630895251192, -0.0047599343602895, 407.03065409367895, 0.0410359456305156, -1.2424971391433914, 0.0022784803030528, -1.0473037070346731, -0.1106235827454844, 0.3416607169005929, -0.0027217313232204, -0.0018229674692566, 405.90838278344086, 0.0421163776434712, -1.2354841340244571, 0.0169437326234756, -0.8598392403462486, -0.1133468063835282, 0.2796470913165916, 0.0074280799145347, 0.0058729683369116, 404.72867437307406]|95145.6093750000000000|      0.20000000|[920, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       6|[-0.6045288726278113, 0.5874296284426321, -1.8425579324487253, 0.0031909094047703, -0.018854460194928, -0.0027841670406017, -0.0251501952318045, -0.1097267749875488, 1.1237522807876759, -0.0037122601331469, -0.0004692340444351, 399.75292381534456, 0.016367312306886, -0.0232085816097959, -0.0013375927622496, -0.0123482239597412, -0.120387088757974, 0.7184383885560157, -0.0055662723763946, -0.0023701866859755, 402.02014274267833, 0.0174428897350027, -0.0291436720881689, -0.0004483893402201, -0.0231880334567102, -0.1185745910624229, 0.9148153367676951, 0.001342569910176, 0.0113950105146862, 400.40460785295045, 0.0356859142072271, -1.2135955013125468, -0.0024919804358356, -1.4142410644504533, -0.0899891068826617, 0.4396890756518613, -0.0029630895251192, -0.0047599343602895, 407.03065409367895, 0.0410359456305156, -1.2424971391433914, 0.0022784803030528, -1.0473037070346731, -0.1106235827454844, 0.3416607169005929, -0.0027217313232204, -0.0018229674692566, 405.90838278344086, 0.0421163776434712, -1.2354841340244571, 0.0169437326234756, -0.8598392403462486, -0.1133468063835282, 0.2796470913165916, 0.0074280799145347, 0.0058729683369116, 404.72867437307406]|95145.6093750000000000|      0.04000000|[1149, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 117 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 174 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       7|[-0.6004707136651943, 0.5957282860408871, -1.84274252083456, -0.0022273367876341, -0.0111799230496364, -0.0015482624662778, -0.0239603052415637, -0.1096551056588292, 1.1261304412886803, -0.0116611905458869, 0.0007278446171465, 399.74961932450157, 0.0154638362858236, -0.0228315999867837, 0.0014672428836286, -0.014294728533256, -0.1219124634984191, 0.7122084703845339, -0.0086808978363383, -0.0023301347330762, 402.01871992818684, 0.0186360855565681, -0.0249784103989798, -0.0068788046092475, -0.0243604440875565, -0.1188175927032159, 0.914142431182026, -0.0036364097779364, 0.0098208789242589, 400.40632242545513, 0.0468855910326482, -1.2067168196612057, -0.0068284568147435, -1.4177276197690631, -0.078704181812818, 0.4380156256767601, 0.0008800092463166, -0.0035221110871424, 407.0257937118878, 0.0570099752830381, -1.2400846873657985, -0.0055042890388339, -1.0460196333202507, -0.0976185801726831, 0.3450021028976801, -0.0008312766708356, -0.0057686110200825, 405.90911193349183, 0.054090100819371, -1.2369134681300697, 0.0101485217104699, -0.8598955685475594, -0.1047208302910591, 0.2821763555169356, 0.0037114943478259, 0.0070362397641736, 404.7287663235451]|78150.8750000000000000|      0.20000000|[1266, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
       8|[-0.6004707136651943, 0.5957282860408871, -1.84274252083456, -0.0022273367876341, -0.0111799230496364, -0.0015482624662778, -0.0239603052415637, -0.1096551056588292, 1.1261304412886803, -0.0116611905458869, 0.0007278446171465, 399.74961932450157, 0.0154638362858236, -0.0228315999867837, 0.0014672428836286, -0.014294728533256, -0.1219124634984191, 0.7122084703845339, -0.0086808978363383, -0.0023301347330762, 402.01871992818684, 0.0186360855565681, -0.0249784103989798, -0.0068788046092475, -0.0243604440875565, -0.1188175927032159, 0.914142431182026, -0.0036364097779364, 0.0098208789242589, 400.40632242545513, 0.0468855910326482, -1.2067168196612057, -0.0068284568147435, -1.4177276197690631, -0.078704181812818, 0.4380156256767601, 0.0008800092463166, -0.0035221110871424, 407.0257937118878, 0.0570099752830381, -1.2400846873657985, -0.0055042890388339, -1.0460196333202507, -0.0976185801726831, 0.3450021028976801, -0.0008312766708356, -0.0057686110200825, 405.90911193349183, 0.054090100819371, -1.2369134681300697, 0.0101485217104699, -0.8598955685475594, -0.1047208302910591, 0.2821763555169356, 0.0037114943478259, 0.0070362397641736, 404.7287663235451]|78150.8750000000000000|      0.04000000|[1494, 104, 0, 26]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 117 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 173 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
       9|[-0.5984267866220393, 0.6075857471632494, -1.8405102676539742, -0.0042789141256933, -0.01599865904062, 0.0009324224799757, -0.0198908821122412, -0.1074261947273931, 1.1257828878181884, -0.011724330447009, 0.0051659241447759, 399.7496806481443, 0.0097615076753184, -0.0324784805490735, 0.0001816608244609, -0.0140550426536387, -0.122290698734663, 0.7155878788598391, -0.0044860034960149, -0.0052374643563823, 402.0167299934069, 0.014290538406429, -0.0197673054226637, -0.0021631188346228, -0.0153739642467143, -0.1169054148920161, 0.9181807744543847, -0.0066692874418506, 0.0083061778733718, 400.40259769042393, 0.0547103450740244, -1.2081007145472158, -0.0144654252624516, -1.4123862179696651, -0.062675252035454, 0.4437115704169581, -0.0009338099444926, -0.0032994146314381, 407.02824506627695, 0.0643229927916367, -1.2365381959905675, -0.0132510698773797, -1.0461574229853121, -0.0923698955368092, 0.348350415950943, -0.0057487482787862, -0.0149997686016977, 405.9079746797221, 0.0665540033776799, -1.23620918286896, 0.0074706357433273, -0.8620201815739167, -0.094260065720957, 0.2844009279824487, 0.0042751261992004, 0.0093363019438125, 404.7282102045241]|64070.5781250000000000|      0.20000000|[1610, 112, 0, 28]                                                         |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[-0.5984267866220393, 0.6075857471632494, -1.8405102676539742, -0.0042789141256933, -0.01599865904062, 0.0009324224799757, -0.0198908821122412, -0.1074261947273931, 1.1257828878181884, -0.011724330447009, 0.0051659241447759, 399.7496806481443, 0.0097615076753184, -0.0324784805490735, 0.0001816608244609, -0.0140550426536387, -0.122290698734663, 0.7155878788598391, -0.0044860034960149, -0.0052374643563823, 402.0167299934069, 0.014290538406429, -0.0197673054226637, -0.0021631188346228, -0.0153739642467143, -0.1169054148920161, 0.9181807744543847, -0.0066692874418506, 0.0083061778733718, 400.40259769042393, 0.0547103450740244, -1.2081007145472158, -0.0144654252624516, -1.4123862179696651, -0.062675252035454, 0.4437115704169581, -0.0009338099444926, -0.0032994146314381, 407.02824506627695, 0.0643229927916367, -1.2365381959905675, -0.0132510698773797, -1.0461574229853121, -0.0923698955368092, 0.348350415950943, -0.0057487482787862, -0.0149997686016977, 405.9079746797221, 0.0665540033776799, -1.23620918286896, 0.0074706357433273, -0.8620201815739167, -0.094260065720957, 0.2844009279824487, 0.0042751261992004, 0.0093363019438125, 404.7282102045241]|64070.5781250000000000|      0.04000000|[1838, 128, 0, 32]                                                         |  | trying linear partial model with 61 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 117 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 173 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
