k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7503748359903852|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.4302400558277515, 0.5957219409080996, 5.185411680712916, 5.69782871212489, 6.189048765337053, 7.710940605031658]|169.8375091552734375|     10.00000000|[26, 10, 0, 5]                                                             |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | iterate success | actual_k=2
       2|[0.4302400558277515, 0.5957219409080996, 5.185411680712916, 5.69782871212489, 6.189048765337053, 7.710940605031658]|169.8375091552734375|      1.00000000|[52, 22, 0, 11]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 15 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 19 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 23 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[-0.3033843240199231, 0.607193947387223, 4.724220661395705, 5.834540248105269, 5.72996670799622, 7.850655051740666]|102.3983230590820312|     10.00000000|[69, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | iterate success | actual_k=2
       4|[-0.3033843240199231, 0.607193947387223, 4.724220661395705, 5.834540248105269, 5.72996670799622, 7.850655051740666]|102.3983230590820312|      1.00000000|[93, 38, 0, 19]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 20 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       5|[-0.3033843240199231, 0.607193947387223, 4.724220661395705, 5.834540248105269, 5.72996670799622, 7.850655051740666]|102.3983230590820312|      0.10000000|[118, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       6|[-0.366381243202321, 0.6079244504107191, 4.6660611268301695, 5.8436765638586925, 5.681393876821632, 7.864991400094347]| 97.1924896240234375|      1.00000000|[130, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       7|[-0.366381243202321, 0.6079244504107191, 4.6660611268301695, 5.8436765638586925, 5.681393876821632, 7.864991400094347]| 97.1924896240234375|      0.10000000|[155, 62, 0, 31]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 13 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 17 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       8|[-0.3801625534273936, 0.6264638151617838, 4.700815127158326, 5.870734696863244, 5.596749999640836, 7.84597040121395]| 95.4627609252929688|      1.00000000|[165, 66, 0, 33]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
       9|[-0.957572844830987, 0.6939671523981535, 4.090587522945312, 6.015157342257988, 5.078988753030013, 7.8189830540896645]| 57.0640716552734375|     10.00000000|[186, 74, 0, 37]                                                           |  | trying linear partial model with 7 points | trying quadratic partial model with 12 points | trying quadratic partial model with 17 points | iterate success | actual_k=2
      10|[-0.957572844830987, 0.6939671523981535, 4.090587522945312, 6.015157342257988, 5.078988753030013, 7.8189830540896645]| 57.0640716552734375|      1.00000000|[211, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 11 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 16 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 21 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
