k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6086585916488357, 0.0505992677921722, 0.1384813989461593, 0.7794992559302371, -0.0047328177995176, 0.0009225121810408, -0.0040463374032924, 0.0039738724421261, 0.0032374911823596, 0.0004216686889395, -0.0012149530103179, -0.0014572357961419, -0.001080912962843, -0.0027840416150861, 0.00103171614351, 0.003164626559806, 0.0079070976958251, 0.0011439820497373, -0.0003495454572224, 0.0036036976647497, 0.0029763042734688, 0.0016656842165277]| 13.1513357162475586|      2.00000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[0.6086585916488357, 0.0505992677921722, 0.1384813989461593, 0.7794992559302371, -0.0047328177995176, 0.0009225121810408, -0.0040463374032924, 0.0039738724421261, 0.0032374911823596, 0.0004216686889395, -0.0012149530103179, -0.0014572357961419, -0.001080912962843, -0.0027840416150861, 0.00103171614351, 0.003164626559806, 0.0079070976958251, 0.0011439820497373, -0.0003495454572224, 0.0036036976647497, 0.0029763042734688, 0.0016656842165277]| 13.1513357162475586|      1.00000000|[234, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       3|[0.6086585916488357, 0.0505992677921722, 0.1384813989461593, 0.7794992559302371, -0.0047328177995176, 0.0009225121810408, -0.0040463374032924, 0.0039738724421261, 0.0032374911823596, 0.0004216686889395, -0.0012149530103179, -0.0014572357961419, -0.001080912962843, -0.0027840416150861, 0.00103171614351, 0.003164626559806, 0.0079070976958251, 0.0011439820497373, -0.0003495454572224, 0.0036036976647497, 0.0029763042734688, 0.0016656842165277]| 13.1513357162475586|      0.50000000|[351, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       4|[0.9136539396729005, 0.075687356593445, 0.2062659192197813, 1.1690166428832147, -0.0039607357394826, 0.0029187915312506, -0.0036433049386529, 0.0013703154466759, 0.0047309199816086, -0.00107637536957, -0.0034421418511934, -0.0006175223624189, -0.0031842079739491, -0.0022085142871481, 0.0015726114641809, 0.0024214002542316, 0.0083904261189752, 0.0009593909952551, 0.0005468898322049, 0.003477806980883, 0.0037994544432267, 0.0007368783958125]| 12.5803775787353516|      1.00000000|[468, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       5|[0.9136539396729005, 0.075687356593445, 0.2062659192197813, 1.1690166428832147, -0.0039607357394826, 0.0029187915312506, -0.0036433049386529, 0.0013703154466759, 0.0047309199816086, -0.00107637536957, -0.0034421418511934, -0.0006175223624189, -0.0031842079739491, -0.0022085142871481, 0.0015726114641809, 0.0024214002542316, 0.0083904261189752, 0.0009593909952551, 0.0005468898322049, 0.003477806980883, 0.0037994544432267, 0.0007368783958125]| 12.5803775787353516|      0.50000000|[585, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       6|[0.9136539396729005, 0.075687356593445, 0.2062659192197813, 1.1690166428832147, -0.0039607357394826, 0.0029187915312506, -0.0036433049386529, 0.0013703154466759, 0.0047309199816086, -0.00107637536957, -0.0034421418511934, -0.0006175223624189, -0.0031842079739491, -0.0022085142871481, 0.0015726114641809, 0.0024214002542316, 0.0083904261189752, 0.0009593909952551, 0.0005468898322049, 0.003477806980883, 0.0037994544432267, 0.0007368783958125]| 12.5803775787353516|      0.25000000|[701, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       7|[1.065185522822351, 0.0883060470974896, 0.2398689029910423, 1.364568710238047, -0.0042025135222133, 0.0032934888141778, -0.0034796469853695, 0.0018258335169354, 0.0056403046803765, -0.0001741303782593, -0.0027559554939663, -0.0022219588132933, -0.0029897029654365, -0.0032056066354058, 0.0017376575271785, 0.0022470242199903, 0.0078943957261832, 0.0001741448132558, 0.0001232857041708, 0.0036719660089146, 0.0032609161589, 0.0020008686567436]| 12.3832559585571289|      0.50000000|[818, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       8|[1.065185522822351, 0.0883060470974896, 0.2398689029910423, 1.364568710238047, -0.0042025135222133, 0.0032934888141778, -0.0034796469853695, 0.0018258335169354, 0.0056403046803765, -0.0001741303782593, -0.0027559554939663, -0.0022219588132933, -0.0029897029654365, -0.0032056066354058, 0.0017376575271785, 0.0022470242199903, 0.0078943957261832, 0.0001741448132558, 0.0001232857041708, 0.0036719660089146, 0.0032609161589, 0.0020008686567436]| 12.3832559585571289|      0.25000000|[934, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       9|[1.2174260943368185, 0.1020012499996868, 0.2749548747243223, 1.559162501694087, -0.0051736640029486, 0.0015161109660591, -0.0038733357508902, 0.0003772937721556, 0.0084452200393918, 0.0009376428720255, -0.0037289040577005, -0.0049217646154814, -0.0021208696441246, -0.0051656115533644, 0.0013341526966524, 0.0030126514255393, 0.009023484135248, -0.0017491008357232, -0.0011858759409792, 0.0026452161686558, 0.0029028593779846, 0.0027562180077534]| 12.2450628280639648|      0.50000000|[1050, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | iterate success | actual_k=4
      10|[1.2174260943368185, 0.1020012499996868, 0.2749548747243223, 1.559162501694087, -0.0051736640029486, 0.0015161109660591, -0.0038733357508902, 0.0003772937721556, 0.0084452200393918, 0.0009376428720255, -0.0037289040577005, -0.0049217646154814, -0.0021208696441246, -0.0051656115533644, 0.0013341526966524, 0.0030126514255393, 0.009023484135248, -0.0017491008357232, -0.0011858759409792, 0.0026452161686558, 0.0029028593779846, 0.0027562180077534]| 12.2450628280639648|      0.25000000|[1166, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      11|[1.2174260943368185, 0.1020012499996868, 0.2749548747243223, 1.559162501694087, -0.0051736640029486, 0.0015161109660591, -0.0038733357508902, 0.0003772937721556, 0.0084452200393918, 0.0009376428720255, -0.0037289040577005, -0.0049217646154814, -0.0021208696441246, -0.0051656115533644, 0.0013341526966524, 0.0030126514255393, 0.009023484135248, -0.0017491008357232, -0.0011858759409792, 0.0026452161686558, 0.0029028593779846, 0.0027562180077534]| 12.2450628280639648|      0.12500000|[1282, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
