k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6086585485476752, 0.050599473707634, 0.1384813977418705, 0.7794992754388204, -0.0047327376407361, 0.0009223873009766, -0.0040463495215168, 0.0039738893039355, 0.0032375379429151, 0.0004216718425405, -0.0012149941420723, -0.0014573707017666, -0.0010809541638961, -0.0027838741981676, 0.0010316381100019, 0.0031647868917324, 0.0079071868142221, 0.00114406518138, -0.0003495236642305, 0.0036037853978884, 0.0029761956023178, 0.0016656623243788]| 13.1513357162475586|      2.00000000|[118, 8, 0, 2]                                                             |  | trying linear partial model with 61 points | iterate success | actual_k=4
       2|[1.8267009123692832, 0.1715295397951946, 0.4132855519146531, 2.3353859477035366, -0.0207136210328193, 0.0152529118710873, 0.0454610577669357, -0.010556153773206, -0.0025137391851853, -0.0010252089353884, -0.0005894204219452, -0.0148313450843255, 0.0113560715237523, -0.0086018861283527, -0.00797372494409, -0.0027933243079003, 0.0257909177553283, 0.0163927526064283, -0.0118402360154333, -0.0229321114453367, 0.0113200256206704, 0.0203067747552615]| 12.2805366516113281|      4.00000000|[234, 16, 0, 4]                                                            |  | trying linear partial model with 61 points | iterate success | actual_k=4
       3|[1.8267009123692832, 0.1715295397951946, 0.4132855519146531, 2.3353859477035366, -0.0207136210328193, 0.0152529118710873, 0.0454610577669357, -0.010556153773206, -0.0025137391851853, -0.0010252089353884, -0.0005894204219452, -0.0148313450843255, 0.0113560715237523, -0.0086018861283527, -0.00797372494409, -0.0027933243079003, 0.0257909177553283, 0.0163927526064283, -0.0118402360154333, -0.0229321114453367, 0.0113200256206704, 0.0203067747552615]| 12.2805366516113281|      2.00000000|[351, 24, 0, 6]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       4|[1.8267009123692832, 0.1715295397951946, 0.4132855519146531, 2.3353859477035366, -0.0207136210328193, 0.0152529118710873, 0.0454610577669357, -0.010556153773206, -0.0025137391851853, -0.0010252089353884, -0.0005894204219452, -0.0148313450843255, 0.0113560715237523, -0.0086018861283527, -0.00797372494409, -0.0027933243079003, 0.0257909177553283, 0.0163927526064283, -0.0118402360154333, -0.0229321114453367, 0.0113200256206704, 0.0203067747552615]| 12.2805366516113281|      1.00000000|[468, 32, 0, 8]                                                            |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       5|[1.8267009123692832, 0.1715295397951946, 0.4132855519146531, 2.3353859477035366, -0.0207136210328193, 0.0152529118710873, 0.0454610577669357, -0.010556153773206, -0.0025137391851853, -0.0010252089353884, -0.0005894204219452, -0.0148313450843255, 0.0113560715237523, -0.0086018861283527, -0.00797372494409, -0.0027933243079003, 0.0257909177553283, 0.0163927526064283, -0.0118402360154333, -0.0229321114453367, 0.0113200256206704, 0.0203067747552615]| 12.2805366516113281|      0.50000000|[585, 40, 0, 10]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       6|[1.5198523291001311, 0.1444439167494645, 0.3465162019881423, 1.9472521171730162, -0.0203827940370385, 0.0158209127845299, 0.0455234647022922, -0.0109123113494944, -0.0016132656762794, -0.0009479760246464, -0.0006284143989362, -0.0147427506120301, 0.0117347044979008, -0.0088417931342913, -0.0072888856905167, -0.002421686414657, 0.0249673574714051, 0.0162753522428839, -0.0110730235930244, -0.0235782312109164, 0.0118758148008118, 0.0206156714997473]| 12.1452627182006836|      1.00000000|[701, 48, 0, 12]                                                           |  | trying linear partial model with 61 points | iterate success | actual_k=4
       7|[1.5198523291001311, 0.1444439167494645, 0.3465162019881423, 1.9472521171730162, -0.0203827940370385, 0.0158209127845299, 0.0455234647022922, -0.0109123113494944, -0.0016132656762794, -0.0009479760246464, -0.0006284143989362, -0.0147427506120301, 0.0117347044979008, -0.0088417931342913, -0.0072888856905167, -0.002421686414657, 0.0249673574714051, 0.0162753522428839, -0.0110730235930244, -0.0235782312109164, 0.0118758148008118, 0.0206156714997473]| 12.1452627182006836|      0.50000000|[818, 56, 0, 14]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       8|[1.5198523291001311, 0.1444439167494645, 0.3465162019881423, 1.9472521171730162, -0.0203827940370385, 0.0158209127845299, 0.0455234647022922, -0.0109123113494944, -0.0016132656762794, -0.0009479760246464, -0.0006284143989362, -0.0147427506120301, 0.0117347044979008, -0.0088417931342913, -0.0072888856905167, -0.002421686414657, 0.0249673574714051, 0.0162753522428839, -0.0110730235930244, -0.0235782312109164, 0.0118758148008118, 0.0206156714997473]| 12.1452627182006836|      0.25000000|[934, 64, 0, 16]                                                           |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
       9|[1.5198523291001311, 0.1444439167494645, 0.3465162019881423, 1.9472521171730162, -0.0203827940370385, 0.0158209127845299, 0.0455234647022922, -0.0109123113494944, -0.0016132656762794, -0.0009479760246464, -0.0006284143989362, -0.0147427506120301, 0.0117347044979008, -0.0088417931342913, -0.0072888856905167, -0.002421686414657, 0.0249673574714051, 0.0162753522428839, -0.0110730235930244, -0.0235782312109164, 0.0118758148008118, 0.0206156714997473]| 12.1452627182006836|      0.12500000|[1050, 72, 0, 18]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      10|[1.5198523291001311, 0.1444439167494645, 0.3465162019881423, 1.9472521171730162, -0.0203827940370385, 0.0158209127845299, 0.0455234647022922, -0.0109123113494944, -0.0016132656762794, -0.0009479760246464, -0.0006284143989362, -0.0147427506120301, 0.0117347044979008, -0.0088417931342913, -0.0072888856905167, -0.002421686414657, 0.0249673574714051, 0.0162753522428839, -0.0110730235930244, -0.0235782312109164, 0.0118758148008118, 0.0206156714997473]| 12.1452627182006836|      0.06250000|[1166, 80, 0, 20]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
      11|[1.5198523291001311, 0.1444439167494645, 0.3465162019881423, 1.9472521171730162, -0.0203827940370385, 0.0158209127845299, 0.0455234647022922, -0.0109123113494944, -0.0016132656762794, -0.0009479760246464, -0.0006284143989362, -0.0147427506120301, 0.0117347044979008, -0.0088417931342913, -0.0072888856905167, -0.002421686414657, 0.0249673574714051, 0.0162753522428839, -0.0110730235930244, -0.0235782312109164, 0.0118758148008118, 0.0206156714997473]| 12.1452627182006836|      0.03125000|[1282, 88, 0, 22]                                                          |  | trying linear partial model with 61 points | exploitation failed, decreasing delta | actual_k=4
