k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.10000000|[15, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       2|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.01000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       3|[0.25, 0.39, 0.415, 0.39]                                                       |  0.0053136153581918|      0.00100000|[41, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       4|[0.2490055337597205, 0.39000332205451, 0.4150674940369092, 0.3899195611046822]  |  0.0051820585504174|      0.01000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       5|[0.2490055337597205, 0.39000332205451, 0.4150674940369092, 0.3899195611046822]  |  0.0051820585504174|      0.00100000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       6|[0.2480116501095074, 0.3900102926315979, 0.4151341510854564, 0.3898317912990934]|  0.0050560501404107|      0.01000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       7|[0.2480116501095074, 0.3900102926315979, 0.4151341510854564, 0.3898317912990934]|  0.0050560501404107|      0.00100000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
       8|[0.2470188449156579, 0.3900257893043055, 0.4151980020087583, 0.3897316875539396]|  0.0049355532974005|      0.01000000|[107, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
       9|[0.2470188449156579, 0.3900257893043055, 0.4151980020087583, 0.3897316875539396]|  0.0049355532974005|      0.00100000|[120, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      10|[0.2460271243568838, 0.3900525741454313, 0.4152582680178077, 0.3896215017393177]|  0.0048205312341452|      0.01000000|[133, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      11|[0.2460271243568838, 0.3900525741454313, 0.4152582680178077, 0.3896215017393177]|  0.0048205312341452|      0.00100000|[146, 22, 0, 22]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      12|[0.2450365574180477, 0.3900862004280853, 0.4153192511745634, 0.3895034870478937]|  0.0047109522856772|      0.01000000|[159, 24, 0, 24]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      13|[0.2450365574180477, 0.3900862004280853, 0.4153192511745634, 0.3895034870478937]|  0.0047109522856772|      0.00100000|[172, 26, 0, 26]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      14|[0.2440488894602377, 0.390139262979801, 0.4153827389716756, 0.3893705747823245] |  0.0046067684888840|      0.01000000|[185, 28, 0, 28]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      15|[0.2440488894602377, 0.390139262979801, 0.4153827389716756, 0.3893705747823245] |  0.0046067684888840|      0.00100000|[198, 30, 0, 30]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      16|[0.2430618623091914, 0.3901917134998131, 0.415438776208516, 0.3892295564355208] |  0.0045079314149916|      0.01000000|[211, 32, 0, 32]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      17|[0.2430618623091914, 0.3901917134998131, 0.415438776208516, 0.3892295564355208] |  0.0045079314149916|      0.00100000|[224, 34, 0, 34]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      18|[0.2420772135699012, 0.3902535748842387, 0.4154927089057778, 0.3890755067893116]|  0.0044143968261778|      0.01000000|[237, 36, 0, 36]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
      19|[0.2420772135699012, 0.3902535748842387, 0.4154927089057778, 0.3890755067893116]|  0.0044143968261778|      0.00100000|[250, 38, 0, 38]                                                           |  | trying linear partial model with 8 points | exploitation failed, decreasing delta | actual_k=1
      20|[0.2410954613564281, 0.3903287450385495, 0.4155361831772688, 0.3889063263325213]|  0.0043261004611850|      0.01000000|[264, 40, 0, 40]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
