k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[3.0, 0.1]                                                                      | 87.6860481455954357|      0.10000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[2.9126391916513072, 0.0513369836049696]                                        | 75.6229629516601562|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[2.9126391916513072, 0.0513369836049696]                                        | 75.6229629516601562|      0.10000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[2.8247344637420255, 0.0036635233655958]                                        | 64.9289703369140625|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[2.8247344637420255, 0.0036635233655958]                                        | 64.9289703369140625|      0.10000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[2.8247344637420255, 0.0036635233655958]                                        | 64.9289703369140625|      0.01000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[2.815812304400614, -0.0008525670549405]                                        | 63.9302291870117188|      0.10000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[2.7271640287864165, -0.0471287297159619]                                       | 54.6123542785644531|      1.00000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[2.7271640287864165, -0.0471287297159619]                                       | 54.6123542785644531|      0.10000000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[2.6370502506453812, -0.0904820108968402]                                       | 46.4325218200683594|      1.00000000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      11|[2.6370502506453812, -0.0904820108968402]                                       | 46.4325218200683594|      0.10000000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[2.6370502506453812, -0.0904820108968402]                                       | 46.4325218200683594|      0.01000000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[2.628047081764622, -0.0948343608488237]                                        | 45.6732101440429688|      0.10000000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[2.538465479561817, -0.1392768691801311]                                        | 38.6303558349609375|      1.00000000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      15|[2.538465479561817, -0.1392768691801311]                                        | 38.6303558349609375|      0.10000000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[2.447528238549348, -0.1808751647827178]                                        | 32.5178260803222656|      1.00000000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[2.447528238549348, -0.1808751647827178]                                        | 32.5178260803222656|      0.10000000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[2.3577737057016517, -0.2249673844284985]                                       | 27.2477951049804688|      1.00000000|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[2.3577737057016517, -0.2249673844284985]                                       | 27.2477951049804688|      0.10000000|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[2.2656478913085247, -0.2638625553678721]                                       | 22.7277240753173828|      1.00000000|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[2.2656478913085247, -0.2638625553678721]                                       | 22.7277240753173828|      0.10000000|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      22|[2.1732481989113603, -0.3021025454948239]                                       | 18.8770866394042969|      1.00000000|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      23|[2.1732481989113603, -0.3021025454948239]                                       | 18.8770866394042969|      0.10000000|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[2.1732481989113603, -0.3021025454948239]                                       | 18.8770866394042969|      0.01000000|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[2.1640236501012087, -0.3059635944778245]                                       | 18.5258522033691406|      0.10000000|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[2.072149671647722, -0.3454499476030282]                                        | 15.3244924545288086|      1.00000000|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[2.072149671647722, -0.3454499476030282]                                        | 15.3244924545288086|      0.10000000|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[2.072149671647722, -0.3454499476030282]                                        | 15.3244924545288086|      0.01000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[2.0628526676111227, -0.3491331141677462]                                       | 15.0337572097778320|      0.10000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[2.0628526676111227, -0.3491331141677462]                                       | 15.0337572097778320|      0.01000000|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[2.0535614772003603, -0.3528309217277679]                                       | 14.7480916976928711|      0.10000000|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[1.9600441254657337, -0.3882499127430715]                                       | 12.1554183959960938|      1.00000000|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[1.9600441254657337, -0.3882499127430715]                                       | 12.1554183959960938|      0.10000000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[1.8671774587122973, -0.4253414509439362]                                       |  9.9990186691284180|      1.00000000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[1.8671774587122973, -0.4253414509439362]                                       |  9.9990186691284180|      0.10000000|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      36|[1.8671774587122973, -0.4253414509439362]                                       |  9.9990186691284180|      0.01000000|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[1.8577542466087547, -0.428688550233119]                                        |  9.8049039840698242|      0.10000000|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      38|[1.7624031746097968, -0.4588244601853599]                                       |  8.0573978424072266|      1.00000000|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[1.7624031746097968, -0.4588244601853599]                                       |  8.0573978424072266|      0.10000000|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[1.668314977230786, -0.4926979175519808]                                        |  6.6246266365051270|      1.00000000|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[1.668314977230786, -0.4926979175519808]                                        |  6.6246266365051270|      0.10000000|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      42|[1.668314977230786, -0.4926979175519808]                                        |  6.6246266365051270|      0.01000000|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[1.6587605952158606, -0.4956498295277807]                                       |  6.4966697692871094|      0.10000000|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[1.6587605952158606, -0.4956498295277807]                                       |  6.4966697692871094|      0.01000000|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[1.6492007712423769, -0.4985840697353989]                                       |  6.3713126182556152|      0.10000000|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[1.6492007712423769, -0.4985840697353989]                                       |  6.3713126182556152|      0.01000000|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[1.6396297462090836, -0.5014815651731998]                                       |  6.2485098838806152|      0.10000000|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[1.5430484007639884, -0.5274053710669182]                                       |  5.1512165069580078|      1.00000000|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      49|[1.5430484007639884, -0.5274053710669182]                                       |  5.1512165069580078|      0.10000000|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[1.5430484007639884, -0.5274053710669182]                                       |  5.1512165069580078|      0.01000000|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[1.5334115730868787, -0.530075867710184]                                        |  5.0535788536071777|      0.10000000|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      52|[1.5334115730868787, -0.530075867710184]                                        |  5.0535788536071777|      0.01000000|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      53|[1.5237886714457092, -0.5327961184347272]                                       |  4.9579873085021973|      0.10000000|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      54|[1.5237886714457092, -0.5327961184347272]                                       |  4.9579873085021973|      0.01000000|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      55|[1.5141381878251194, -0.5354168370172406]                                       |  4.8644022941589355|      0.10000000|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      56|[1.4179707431775013, -0.5628362204885612]                                       |  4.0309925079345703|      1.00000000|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      57|[1.4179707431775013, -0.5628362204885612]                                       |  4.0309925079345703|      0.10000000|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      58|[1.4179707431775013, -0.5628362204885612]                                       |  4.0309925079345703|      0.01000000|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[1.4082724789008745, -0.5652741848075582]                                       |  3.9570631980895996|      0.10000000|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      60|[1.3103036058190292, -0.585326613764502]                                        |  3.2991178035736084|      1.00000000|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[1.3103036058190292, -0.585326613764502]                                        |  3.2991178035736084|      0.10000000|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      62|[1.2137559416664063, -0.6113755781714099]                                       |  2.7692327499389648|      1.00000000|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      63|[1.2137559416664063, -0.6113755781714099]                                       |  2.7692327499389648|      0.10000000|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      64|[1.2137559416664063, -0.6113755781714099]                                       |  2.7692327499389648|      0.01000000|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      65|[1.2039366834809104, -0.6132682399707216]                                       |  2.7221534252166748|      0.10000000|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      66|[1.1049461509978145, -0.6274412593636784]                                       |  2.3023707866668701|      1.00000000|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      67|[1.1049461509978145, -0.6274412593636784]                                       |  2.3023707866668701|      0.10000000|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      68|[1.1049461509978145, -0.6274412593636784]                                       |  2.3023707866668701|      0.01000000|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
