k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7514694982056085|      0.10000000|[14, 2, 0, 2]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.1765179271961257, 0.3494379096107933, 5.571833961996554, 5.563646557205875, 6.454647054315484, 7.61016787720784]|261.2750854492187500|      1.00000000|[28, 4, 0, 4]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       3|[1.1765179271961257, 0.3494379096107933, 5.571833961996554, 5.563646557205875, 6.454647054315484, 7.61016787720784]|261.2750854492187500|      0.10000000|[42, 6, 0, 6]                                                              |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.1372411904947262, 0.3794461445485071, 5.524778172989998, 5.584965060424632, 6.387319281683972, 7.629011681600097]|250.9926605224609375|      1.00000000|[55, 8, 0, 8]                                                              |  | trying linear partial model with 8 points | iterate success | actual_k=1
       5|[1.1372411904947262, 0.3794461445485071, 5.524778172989998, 5.584965060424632, 6.387319281683972, 7.629011681600097]|250.9926605224609375|      0.10000000|[68, 10, 0, 10]                                                            |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.0496996807846348, 0.3851631248521439, 5.496056729189837, 5.583368868681823, 6.349075736315174, 7.625301925615549]|240.1034698486328125|      1.00000000|[81, 12, 0, 12]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       7|[0.3538568186994229, 0.3929105617558089, 4.938601040314353, 5.589247256563843, 5.968397300477774, 7.380281076520737]|153.2430419921875000|     10.00000000|[94, 14, 0, 14]                                                            |  | trying linear partial model with 8 points | iterate success | actual_k=1
       8|[0.3538568186994229, 0.3929105617558089, 4.938601040314353, 5.589247256563843, 5.968397300477774, 7.380281076520737]|153.2430419921875000|      1.00000000|[108, 16, 0, 16]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.3538568186994229, 0.3929105617558089, 4.938601040314353, 5.589247256563843, 5.968397300477774, 7.380281076520737]|153.2430419921875000|      0.10000000|[121, 18, 0, 18]                                                           |  | trying linear partial model with 8 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[0.2704277731473637, 0.3831037228729789, 4.891609095329218, 5.570046600143319, 5.95227361356379, 7.369959308782918]|146.3781280517578125|      1.00000000|[134, 20, 0, 20]                                                           |  | trying linear partial model with 8 points | iterate success | actual_k=1
