k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]| 15.0000174966258228|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.6046763138891167, 0.0529367346040174, 0.1347814624024979, 0.7824561744217241, -0.0059130106764598, -0.003015887569427, -0.0064709675745004, 0.0186285257361853, -0.0106775454561019, -0.0074138816972693, 0.0025840742617936, -0.01018558451606, -0.0137255813737867, -0.0083292608843303, 0.0026641279863595, 0.0060976236981296, 0.0079780411566009, 0.001626565956361, 0.0026407499619839, 0.0055152121901952, -0.0025427039407364, 0.005999842207941]| 13.1520252227783203|      2.00000000|[83, 32, 0, 2]                                                             |  | trying linear partial model with 49 points | iterate success | actual_k=16
       2|[0.6046763138891167, 0.0529367346040174, 0.1347814624024979, 0.7824561744217241, -0.0059130106764598, -0.003015887569427, -0.0064709675745004, 0.0186285257361853, -0.0106775454561019, -0.0074138816972693, 0.0025840742617936, -0.01018558451606, -0.0137255813737867, -0.0083292608843303, 0.0026641279863595, 0.0060976236981296, 0.0079780411566009, 0.001626565956361, 0.0026407499619839, 0.0055152121901952, -0.0025427039407364, 0.005999842207941]| 13.1520252227783203|      1.00000000|[166, 64, 0, 4]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       3|[0.6046763138891167, 0.0529367346040174, 0.1347814624024979, 0.7824561744217241, -0.0059130106764598, -0.003015887569427, -0.0064709675745004, 0.0186285257361853, -0.0106775454561019, -0.0074138816972693, 0.0025840742617936, -0.01018558451606, -0.0137255813737867, -0.0083292608843303, 0.0026641279863595, 0.0060976236981296, 0.0079780411566009, 0.001626565956361, 0.0026407499619839, 0.0055152121901952, -0.0025427039407364, 0.005999842207941]| 13.1520252227783203|      0.50000000|[247, 96, 0, 6]                                                            |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       4|[0.9098296709201477, 0.0798778158247734, 0.2021014311871734, 1.1716493498121827, -0.0061705941716843, -0.0001112511360456, -0.001864223666721, 0.0192951510712193, -0.0100691009952332, -0.0071543207781386, -0.0003493406576872, -0.0072503322120585, -0.0185487546126302, -0.0034014326487407, 0.0025275822498071, 0.0015152581948866, 0.0045677561441496, -0.0014232674936196, 0.0046688042166603, 0.0027224482383817, -0.000821717083902, 0.0056775793984005]| 12.5809412002563477|      1.00000000|[332, 128, 0, 8]                                                           |  | trying linear partial model with 49 points | iterate success | actual_k=16
       5|[0.9098296709201477, 0.0798778158247734, 0.2021014311871734, 1.1716493498121827, -0.0061705941716843, -0.0001112511360456, -0.001864223666721, 0.0192951510712193, -0.0100691009952332, -0.0071543207781386, -0.0003493406576872, -0.0072503322120585, -0.0185487546126302, -0.0034014326487407, 0.0025275822498071, 0.0015152581948866, 0.0045677561441496, -0.0014232674936196, 0.0046688042166603, 0.0027224482383817, -0.000821717083902, 0.0056775793984005]| 12.5809412002563477|      0.50000000|[418, 160, 0, 10]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       6|[0.9098296709201477, 0.0798778158247734, 0.2021014311871734, 1.1716493498121827, -0.0061705941716843, -0.0001112511360456, -0.001864223666721, 0.0192951510712193, -0.0100691009952332, -0.0071543207781386, -0.0003493406576872, -0.0072503322120585, -0.0185487546126302, -0.0034014326487407, 0.0025275822498071, 0.0015152581948866, 0.0045677561441496, -0.0014232674936196, 0.0046688042166603, 0.0027224482383817, -0.000821717083902, 0.0056775793984005]| 12.5809412002563477|      0.25000000|[503, 192, 0, 12]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       7|[1.0622998881445151, 0.0958766174927309, 0.2343552392759767, 1.3662484508849109, -0.0065591563518689, -0.0014629676776911, 0.0005324632259782, 0.0261973179692842, -0.0111136743386955, -0.008064269361165, -0.0001081798447254, -0.0062800791889842, -0.0192540594777058, -0.000608367711643, 0.0041239736566989, 0.0035260884803166, 0.0028700650143793, -0.0029600190679774, 0.0066121442161842, 0.0005924706018909, -0.0001176974340255, 0.0064047360047391]| 12.3837947845458984|      0.50000000|[586, 224, 0, 14]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
       8|[1.0622998881445151, 0.0958766174927309, 0.2343552392759767, 1.3662484508849109, -0.0065591563518689, -0.0014629676776911, 0.0005324632259782, 0.0261973179692842, -0.0111136743386955, -0.008064269361165, -0.0001081798447254, -0.0062800791889842, -0.0192540594777058, -0.000608367711643, 0.0041239736566989, 0.0035260884803166, 0.0028700650143793, -0.0029600190679774, 0.0066121442161842, 0.0005924706018909, -0.0001176974340255, 0.0064047360047391]| 12.3837947845458984|      0.25000000|[670, 256, 0, 16]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
       9|[1.2144382315312545, 0.1108991986553414, 0.2666252472618206, 1.5609759448579694, -0.0061280246181446, 7.18029745756e-05, -5.22491404113e-05, 0.0219605185821974, -0.0037736076760206, -0.0061271364878169, -0.0018836471727708, -0.0103142722921868, -0.0219768995030597, -0.0014925050027749, 0.0049440943795372, 0.0043609709690901, 0.0030775928760559, -0.0088195101978174, 0.0071318716773305, 0.003936351179845, 6.76223591017e-05, 0.0025604540473752]| 12.2455320358276367|      0.50000000|[752, 288, 0, 18]                                                          |  | trying linear partial model with 49 points | iterate success | actual_k=16
      10|[1.2144382315312545, 0.1108991986553414, 0.2666252472618206, 1.5609759448579694, -0.0061280246181446, 7.18029745756e-05, -5.22491404113e-05, 0.0219605185821974, -0.0037736076760206, -0.0061271364878169, -0.0018836471727708, -0.0103142722921868, -0.0219768995030597, -0.0014925050027749, 0.0049440943795372, 0.0043609709690901, 0.0030775928760559, -0.0088195101978174, 0.0071318716773305, 0.003936351179845, 6.76223591017e-05, 0.0025604540473752]| 12.2455320358276367|      0.25000000|[835, 320, 0, 20]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
      11|[1.2144382315312545, 0.1108991986553414, 0.2666252472618206, 1.5609759448579694, -0.0061280246181446, 7.18029745756e-05, -5.22491404113e-05, 0.0219605185821974, -0.0037736076760206, -0.0061271364878169, -0.0018836471727708, -0.0103142722921868, -0.0219768995030597, -0.0014925050027749, 0.0049440943795372, 0.0043609709690901, 0.0030775928760559, -0.0088195101978174, 0.0071318716773305, 0.003936351179845, 6.76223591017e-05, 0.0025604540473752]| 12.2455320358276367|      0.12500000|[919, 352, 0, 22]                                                          |  | trying linear partial model with 49 points | exploitation failed, decreasing delta | actual_k=16
