k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[3.0, 0.1]                                                                      | 87.6860481455954357|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      5.00000000|[7, 2, 0, 2]                                                               |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       2|[2.1401527526657613, -0.4105513796394371]                                       | 16.5282554626464844|      1.00000000|[15, 5, 0, 5]                                                              |  | trying quadratic partial model with 4 points | (iterate failure) trying more points before decreasing delta | trying quadratic partial model with 6 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[1.4183651462011486, -1.1026660024831427]                                       |  3.9482703208923340|      5.00000000|[21, 7, 0, 7]                                                              |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       4|[1.4183651462011486, -1.1026660024831427]                                       |  3.9482703208923340|      1.00000000|[28, 10, 0, 10]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
       5|[1.4183651462011486, -1.1026660024831427]                                       |  3.9482703208923340|      0.20000000|[36, 13, 0, 13]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
       6|[1.4183651462011486, -1.1026660024831427]                                       |  3.9482703208923340|      0.04000000|[42, 15, 0, 15]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
       7|[1.379655295564687, -1.0925889263346347]                                        |  3.7031555175781250|      0.20000000|[47, 17, 0, 17]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
       8|[1.379655295564687, -1.0925889263346347]                                        |  3.7031555175781250|      0.04000000|[54, 20, 0, 20]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
       9|[1.3410273239030892, -1.0822024059687572]                                       |  3.4735441207885742|      0.20000000|[59, 22, 0, 22]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      10|[1.3410273239030892, -1.0822024059687572]                                       |  3.4735441207885742|      0.04000000|[65, 24, 0, 24]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      11|[1.3028014214591388, -1.0704218973912134]                                       |  3.2583353519439697|      0.20000000|[71, 26, 0, 26]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      12|[1.3028014214591388, -1.0704218973912134]                                       |  3.2583353519439697|      0.04000000|[77, 28, 0, 28]                                                            |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      13|[1.2649168163404139, -1.0575861389407644]                                       |  3.0568327903747559|      0.20000000|[82, 30, 0, 30]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      14|[1.2649168163404139, -1.0575861389407644]                                       |  3.0568327903747559|      0.04000000|[89, 33, 0, 33]                                                            |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      15|[1.226434515794988, -1.0466722695659034]                                        |  2.8683121204376221|      0.20000000|[94, 35, 0, 35]                                                            |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      16|[1.226434515794988, -1.0466722695659034]                                        |  2.8683121204376221|      0.04000000|[102, 38, 0, 38]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      17|[1.188652901147014, -1.0335364561311755]                                        |  2.6918103694915771|      0.20000000|[107, 40, 0, 40]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      18|[1.188652901147014, -1.0335364561311755]                                        |  2.6918103694915771|      0.04000000|[115, 43, 0, 43]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      19|[1.1506641680207172, -1.0210122333824772]                                       |  2.5266766548156738|      0.20000000|[120, 45, 0, 45]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      20|[1.1506641680207172, -1.0210122333824772]                                       |  2.5266766548156738|      0.04000000|[126, 47, 0, 47]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      21|[1.1124635230880968, -1.0091500781511604]                                       |  2.3722825050354004|      0.20000000|[131, 49, 0, 49]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      22|[1.1124635230880968, -1.0091500781511604]                                       |  2.3722825050354004|      0.04000000|[137, 51, 0, 51]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      23|[1.0744438643432914, -0.9967200520478675]                                       |  2.2279710769653320|      0.20000000|[143, 53, 0, 53]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      24|[1.0744438643432914, -0.9967200520478675]                                       |  2.2279710769653320|      0.04000000|[150, 56, 0, 56]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      25|[1.0367416925085065, -0.9833579324951787]                                       |  2.0932376384735107|      0.20000000|[156, 58, 0, 58]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      26|[1.0367416925085065, -0.9833579324951787]                                       |  2.0932376384735107|      0.04000000|[164, 61, 0, 61]                                                           |  | trying quadratic partial model with 4 points | trying quadratic partial model with 6 points | exploitation failed, decreasing delta | actual_k=1
      27|[0.9984386420990552, -0.971830732951012]                                        |  1.9673925638198853|      0.20000000|[170, 63, 0, 63]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      28|[0.9984386420990552, -0.971830732951012]                                        |  1.9673925638198853|      0.04000000|[176, 65, 0, 65]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      29|[0.9606118446909426, -0.9588256032767022]                                       |  1.8500347137451172|      0.20000000|[182, 67, 0, 67]                                                           |  | trying quadratic partial model with 4 points | iterate success | actual_k=1
      30|[0.9606118446909426, -0.9588256032767022]                                       |  1.8500347137451172|      0.04000000|[188, 69, 0, 69]                                                           |  | trying quadratic partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
