k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, 10.0, 10.0]                                                              |83210000.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.837735710342441, 10.088547766945183, 9.017233703635014]                      |33320054.0000000000000000|      2.00000000|[6, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[10.81561832209714, 10.665254504742816, 7.3706751907947865]                     |5525594.5000000000000000|      4.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[8.72679777600936, 11.243285067725107, 4.008724954027454]                       |2163650.5000000000000000|      8.00000000|[17, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[8.72679777600936, 11.243285067725107, 4.008724954027454]                       |2163650.5000000000000000|      4.00000000|[22, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[7.12911674301855, 7.63910750939479, 3.332470974483135]                         |274260.0312500000000000|      8.00000000|[27, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[7.12911674301855, 7.63910750939479, 3.332470974483135]                         |274260.0312500000000000|      4.00000000|[32, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[7.12911674301855, 7.63910750939479, 3.332470974483135]                         |274260.0312500000000000|      2.00000000|[37, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[6.368438032920611, 5.843742306354332, 3.7774784887064667]                      |81425.2343750000000000|      4.00000000|[42, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       9|[6.368438032920611, 5.843742306354332, 3.7774784887064667]                      |81425.2343750000000000|      2.00000000|[47, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      10|[6.368438032920611, 5.843742306354332, 3.7774784887064667]                      |81425.2343750000000000|      1.00000000|[53, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[6.051379378177231, 5.2366074857064175, 3.048876320847255]                      |47289.0898437500000000|      2.00000000|[58, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[4.519882913364298, 4.353887443747992, 2.1132888552458793]                      |14264.0703125000000000|      4.00000000|[64, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      13|[4.519882913364298, 4.353887443747992, 2.1132888552458793]                      |14264.0703125000000000|      2.00000000|[69, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[4.519882913364298, 4.353887443747992, 2.1132888552458793]                      |14264.0703125000000000|      1.00000000|[74, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[4.864522988960251, 3.527857996058911, 1.6673083962079436]                      |7470.4189453125000000|      2.00000000|[80, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[3.957714600750772, 1.7700567649345667, 1.3709414295421776]                     |829.1981811523437500|      4.00000000|[85, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      17|[3.957714600750772, 1.7700567649345667, 1.3709414295421776]                     |829.1981811523437500|      2.00000000|[91, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[3.793878400419643, 0.7534142840009457, -0.343583509157225]                     |250.0462951660156250|      4.00000000|[97, 36, 0, 36]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      19|[3.793878400419643, 0.7534142840009457, -0.343583509157225]                     |250.0462951660156250|      2.00000000|[103, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[2.0536216615979224, 0.0658184797195064, 0.3626165283110198]                    | 18.5426311492919922|      4.00000000|[108, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[2.0536216615979224, 0.0658184797195064, 0.3626165283110198]                    | 18.5426311492919922|      2.00000000|[113, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[2.0536216615979224, 0.0658184797195064, 0.3626165283110198]                    | 18.5426311492919922|      1.00000000|[118, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[1.6160640700138955, -0.5415864344484095, -0.300408828890236]                   | 13.6733455657958984|      2.00000000|[124, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[1.6160640700138955, -0.5415864344484095, -0.300408828890236]                   | 13.6733455657958984|      1.00000000|[129, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[0.7523579500890699, -0.8775222273575025, 0.0753023386932437]                   |  1.1572771072387695|      2.00000000|[134, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      26|[0.7523579500890699, -0.8775222273575025, 0.0753023386932437]                   |  1.1572771072387695|      1.00000000|[140, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      27|[0.7523579500890699, -0.8775222273575025, 0.0753023386932437]                   |  1.1572771072387695|      0.50000000|[146, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.5234403910337279, -0.4335540661652064, 0.0974162032057007]                   |  0.1152513176202774|      1.00000000|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      29|[0.5234403910337279, -0.4335540661652064, 0.0974162032057007]                   |  0.1152513176202774|      0.50000000|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      30|[0.5234403910337279, -0.4335540661652064, 0.0974162032057007]                   |  0.1152513176202774|      0.25000000|[164, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      31|[0.5234403910337279, -0.4335540661652064, 0.0974162032057007]                   |  0.1152513176202774|      0.12500000|[170, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      32|[0.5234403910337279, -0.4335540661652064, 0.0974162032057007]                   |  0.1152513176202774|      0.06250000|[175, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      33|[0.5311973037783772, -0.4116583762926271, 0.1554391216920689]                   |  0.0759991556406021|      0.12500000|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[0.5311973037783772, -0.4116583762926271, 0.1554391216920689]                   |  0.0759991556406021|      0.06250000|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      35|[0.4740167161264899, -0.3872026380333985, 0.1616477658259313]                   |  0.0416072383522987|      0.12500000|[192, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      36|[0.4740167161264899, -0.3872026380333985, 0.1616477658259313]                   |  0.0416072383522987|      0.06250000|[197, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      37|[0.4740167161264899, -0.3872026380333985, 0.1616477658259313]                   |  0.0416072383522987|      0.03125000|[203, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      38|[0.4740167161264899, -0.3872026380333985, 0.1616477658259313]                   |  0.0416072383522987|      0.01562500|[209, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      39|[0.4740167161264899, -0.3872026380333985, 0.1616477658259313]                   |  0.0416072383522987|      0.00781250|[214, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      40|[0.4678783605404542, -0.3879401649599171, 0.1664239359424624]                   |  0.0375385247170925|      0.01562500|[219, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      41|[0.4533949362145807, -0.3832690223677923, 0.1628811303196922]                   |  0.0327426344156265|      0.03125000|[225, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.4362139939204762, -0.3945763783865303, 0.1864081662943355]                   |  0.0221971664577723|      0.06250000|[231, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      43|[0.4362139939204762, -0.3945763783865303, 0.1864081662943355]                   |  0.0221971664577723|      0.03125000|[236, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      44|[0.4362139939204762, -0.3945763783865303, 0.1864081662943355]                   |  0.0221971664577723|      0.01562500|[241, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      45|[0.4303168237824207, -0.404692519078006, 0.1967535859026983]                    |  0.0190902724862099|      0.03125000|[246, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.4303168237824207, -0.404692519078006, 0.1967535859026983]                    |  0.0190902724862099|      0.01562500|[251, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      47|[0.4151687718393819, -0.4016403860424043, 0.1944380662495776]                   |  0.0158134903758764|      0.03125000|[257, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      48|[0.4151687718393819, -0.4016403860424043, 0.1944380662495776]                   |  0.0158134903758764|      0.01562500|[263, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      49|[0.4151687718393819, -0.4016403860424043, 0.1944380662495776]                   |  0.0158134903758764|      0.00781250|[269, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | exploitation failed, decreasing delta | actual_k=1
      50|[0.4080607163632218, -0.4032778826455107, 0.1972361563969185]                   |  0.0141974156722426|      0.01562500|[275, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
