k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[25.0, 39.0, 41.5, 39.0]                                                        |897.5453780404944837|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[24.195816180345798, 38.5175504612019, 41.80072948234171, 39.173472202875175]   |810.4383544921875000|      5.00000000|[12, 4, 0, 2]                                                              |  | trying linear partial model with 7 points | iterate success | actual_k=2
       2|[24.195816180345798, 38.5175504612019, 41.80072948234171, 39.173472202875175]   |810.4383544921875000|      1.00000000|[22, 8, 0, 4]                                                              |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       3|[23.39450912906405, 38.030279519600356, 42.0975225750091, 39.353438586352276]   |729.9520263671875000|      5.00000000|[33, 12, 0, 6]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       4|[19.096478905176728, 35.79899052014981, 43.085537166851964, 40.10981994637354]  |412.6895141601562500|     25.00000000|[44, 16, 0, 8]                                                             |  | trying linear partial model with 7 points | iterate success | actual_k=2
       5|[19.096478905176728, 35.79899052014981, 43.085537166851964, 40.10981994637354]  |412.6895141601562500|      5.00000000|[55, 20, 0, 10]                                                            |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
       6|[19.096478905176728, 35.79899052014981, 43.085537166851964, 40.10981994637354]  |412.6895141601562500|      1.00000000|[65, 24, 0, 12]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       7|[18.245224642037318, 35.355059434851604, 43.331174900904095, 40.24381052291784] |363.7340698242187500|      5.00000000|[75, 28, 0, 14]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
       8|[18.245224642037318, 35.355059434851604, 43.331174900904095, 40.24381052291784] |363.7340698242187500|      1.00000000|[85, 32, 0, 16]                                                            |  | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
       9|[17.378886905831685, 34.938975149194405, 43.57088459031493, 40.38118613522875]  |318.9951782226562500|      5.00000000|[96, 36, 0, 18]                                                            |  | trying linear partial model with 7 points | iterate success | actual_k=2
      10|[17.378886905831685, 34.938975149194405, 43.57088459031493, 40.38118613522875]  |318.9951782226562500|      1.00000000|[106, 40, 0, 20]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      11|[16.504594705097464, 34.524766742692975, 43.78853715589169, 40.51030586422752]  |278.2035827636718750|      5.00000000|[116, 44, 0, 22]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      12|[16.504594705097464, 34.524766742692975, 43.78853715589169, 40.51030586422752]  |278.2035827636718750|      1.00000000|[126, 48, 0, 24]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      13|[15.61895586722213, 34.13062363496246, 43.99342998907739, 40.64563504210316]    |241.1091461181640625|      5.00000000|[136, 52, 0, 26]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      14|[15.61895586722213, 34.13062363496246, 43.99342998907739, 40.64563504210316]    |241.1091461181640625|      1.00000000|[146, 56, 0, 28]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      15|[14.724851072004713, 33.747807086890035, 44.18746860218758, 40.77360817331987]  |207.4714508056640625|      5.00000000|[158, 60, 0, 30]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      16|[14.724851072004713, 33.747807086890035, 44.18746860218758, 40.77360817331987]  |207.4714508056640625|      1.00000000|[168, 64, 0, 32]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      17|[13.820604357172394, 33.38039101700797, 44.372229406551504, 40.88852882193523]  |177.0657501220703125|      5.00000000|[178, 68, 0, 34]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      18|[13.820604357172394, 33.38039101700797, 44.372229406551504, 40.88852882193523]  |177.0657501220703125|      1.00000000|[189, 72, 0, 36]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      19|[12.9079086201306, 33.027039318632816, 44.54884452867882, 40.99310495437989]    |149.6876068115234375|      5.00000000|[199, 76, 0, 38]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      20|[12.9079086201306, 33.027039318632816, 44.54884452867882, 40.99310495437989]    |149.6876068115234375|      1.00000000|[211, 80, 0, 40]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
      21|[11.987683318471781, 32.68314630450719, 44.706914617763, 41.09278863388385]     |125.1479110717773438|      5.00000000|[222, 84, 0, 42]                                                           |  | trying linear partial model with 7 points | iterate success | actual_k=2
      22|[11.987683318471781, 32.68314630450719, 44.706914617763, 41.09278863388385]     |125.1479110717773438|      1.00000000|[233, 88, 0, 44]                                                           |  | trying linear partial model with 7 points | exploitation failed, decreasing delta | actual_k=2
