k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.6120001572, 0.57175904776, -1.847081276, 0.01574151594, -0.0127909362, -0.0044008498, -0.0340938396, -0.107513871, 1.1202240291, -3.177064e-07, 5.882e-13, 399.75152639, 0.01597732412, -0.0252244646, -0.0094001416, -0.0085667661, -0.1218804907, 0.7190133075, -3.780477e-07, 9.307e-13, 402.01753386, 0.01484625118, -0.0210628994, -0.001166948, -0.0249509707, -0.1139847055, 0.92166020737, -3.295265e-07, 6.733e-13, 400.40175368, 0.01991666998, -1.22433082, 0.0119988756, -1.411897512, -0.1148065151, 0.44915582738, 5.95875e-08, -2.484e-13, 407.03024568, 0.02082242153, -1.238434791, 0.01389314763, -1.049686225, -0.1299513286, 0.33798380231, 4.5673127e-08, -1.792e-13, 405.91764962, 0.01658816461, -1.247226838, 0.01846788123, -0.8617315756, -0.1321089362, 0.28256800868, 4.7465711e-08, -1.509e-13, 404.73590637]|127387.7641439087601611|      0.10000000|[96, 26, 0, 2]                                                             |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       2|[-0.5939477181718439, 0.5814462071293262, -1.8680846433171252, 0.0227169789772825, -0.0211834717763698, -0.0204501093266867, -0.0051794515289006, -0.1259220396816858, 1.1115878486920951, 0.0218881324369317, 0.0005743209822287, 399.7438397989581, 0.0266887472000294, -0.0278053761864807, -0.0178944763225128, -0.0071878882110555, -0.1321862066384972, 0.7150672351235372, -0.0066754809344044, -0.0014450202832599, 402.0115489528854, -0.0063843066752029, -0.0334908748283032, -0.0010735294530812, -0.0289328488921282, -0.1142754247005819, 0.9408976922428656, 0.0119859364786319, -0.0058237271832175, 400.3985126759032, 0.0501684551114423, -1.2157995794413867, 0.0022277926449254, -1.4154476397816902, -0.088886038191827, 0.4452842525102477, -0.0010672160927303, 0.0037473764689439, 407.03933143791437, 0.0326257405005932, -1.2361598677090764, 0.0035050596297553, -1.0430208244534338, -0.1097600148843909, 0.3351884544707235, 0.0138948452297851, -0.0039460879436473, 405.90518017110713, 0.0487074243954876, -1.2431652077996367, 0.0065446762903615, -0.856108498427231, -0.1033183521882597, 0.3006468927707552, -0.0070564717875534, -0.0031884879302645, 404.73505016228296]|92252.9531250000000000|      1.00000000|[189, 52, 0, 4]                                                            |  | trying linear partial model with 52 points | iterate success | actual_k=13
       3|[-0.5939477181718439, 0.5814462071293262, -1.8680846433171252, 0.0227169789772825, -0.0211834717763698, -0.0204501093266867, -0.0051794515289006, -0.1259220396816858, 1.1115878486920951, 0.0218881324369317, 0.0005743209822287, 399.7438397989581, 0.0266887472000294, -0.0278053761864807, -0.0178944763225128, -0.0071878882110555, -0.1321862066384972, 0.7150672351235372, -0.0066754809344044, -0.0014450202832599, 402.0115489528854, -0.0063843066752029, -0.0334908748283032, -0.0010735294530812, -0.0289328488921282, -0.1142754247005819, 0.9408976922428656, 0.0119859364786319, -0.0058237271832175, 400.3985126759032, 0.0501684551114423, -1.2157995794413867, 0.0022277926449254, -1.4154476397816902, -0.088886038191827, 0.4452842525102477, -0.0010672160927303, 0.0037473764689439, 407.03933143791437, 0.0326257405005932, -1.2361598677090764, 0.0035050596297553, -1.0430208244534338, -0.1097600148843909, 0.3351884544707235, 0.0138948452297851, -0.0039460879436473, 405.90518017110713, 0.0487074243954876, -1.2431652077996367, 0.0065446762903615, -0.856108498427231, -0.1033183521882597, 0.3006468927707552, -0.0070564717875534, -0.0031884879302645, 404.73505016228296]|92252.9531250000000000|      0.10000000|[282, 78, 0, 6]                                                            |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       4|[-0.6008858653357511, 0.6155981325130062, -1.8635873873744944, 0.0093807057483923, -0.0146845651910961, -0.0170098031049683, -0.0089584946257307, -0.148827493966325, 1.1143558126428463, 0.0192197533085625, 0.0129205093993673, 399.725136196742, 0.0167990142524456, -0.0111536998418959, -0.018062895447525, 6.27102965604e-05, -0.1287332446732042, 0.7279869930341898, -0.0095417891910835, 0.0192142820146907, 402.026607415908, -0.0018780674783258, -0.0152652381093358, 0.0063769739344338, -0.0292273874070364, -0.1263444879714797, 0.9401401861872382, 0.0334729462632804, -0.0200480048001143, 400.3950667043541, 0.0774599949233183, -1.2017080086039085, -0.006019463978125, -1.4280374579430641, -0.0593402348652063, 0.4502863897313988, 0.0016591263763077, 0.0082418257815576, 407.04529013523967, 0.0546398921013326, -1.2223233614046198, -0.0188961390483121, -1.0410238508514849, -0.0869858571192076, 0.3433878865812168, 0.0151775165525612, -0.0038089296326852, 405.91447961958045, 0.0557295621584928, -1.2353203150851688, -0.0104714251463096, -0.8614121119396317, -0.1082329277480347, 0.3081190258016971, 0.0091955611306307, -0.0172685193217305, 404.7396355143403]|60965.5742187500000000|      1.00000000|[372, 104, 0, 8]                                                           |  | trying linear partial model with 52 points | iterate success | actual_k=13
       5|[-0.6008858653357511, 0.6155981325130062, -1.8635873873744944, 0.0093807057483923, -0.0146845651910961, -0.0170098031049683, -0.0089584946257307, -0.148827493966325, 1.1143558126428463, 0.0192197533085625, 0.0129205093993673, 399.725136196742, 0.0167990142524456, -0.0111536998418959, -0.018062895447525, 6.27102965604e-05, -0.1287332446732042, 0.7279869930341898, -0.0095417891910835, 0.0192142820146907, 402.026607415908, -0.0018780674783258, -0.0152652381093358, 0.0063769739344338, -0.0292273874070364, -0.1263444879714797, 0.9401401861872382, 0.0334729462632804, -0.0200480048001143, 400.3950667043541, 0.0774599949233183, -1.2017080086039085, -0.006019463978125, -1.4280374579430641, -0.0593402348652063, 0.4502863897313988, 0.0016591263763077, 0.0082418257815576, 407.04529013523967, 0.0546398921013326, -1.2223233614046198, -0.0188961390483121, -1.0410238508514849, -0.0869858571192076, 0.3433878865812168, 0.0151775165525612, -0.0038089296326852, 405.91447961958045, 0.0557295621584928, -1.2353203150851688, -0.0104714251463096, -0.8614121119396317, -0.1082329277480347, 0.3081190258016971, 0.0091955611306307, -0.0172685193217305, 404.7396355143403]|60965.5742187500000000|      0.10000000|[463, 130, 0, 10]                                                          |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       6|[-0.5776914286184305, 0.6394947841479034, -1.8568748850932, 0.0070465116409842, -0.0035315975409577, 0.0004486088553241, -0.0068473010383482, -0.1669513189303335, 1.1003735004084305, 0.0130271959046703, 0.0102697060359307, 399.7233874663149, -0.0073683077345044, -0.0142102660701105, -0.0083556555498594, -0.0021056563020909, -0.1240267419377891, 0.7201027782063014, -0.0027631219382822, 0.017619876400267, 402.0287791136305, 0.0036296520777556, -0.013466375085022, 0.0071770337139613, -0.01479918482725, -0.1206347380383979, 0.9356293432888002, 0.0379090394155217, -0.021112472235237, 400.40162793539935, 0.1080044547146792, -1.1898464160597906, -0.0102897947906276, -1.4383226824816981, -0.0234157003013072, 0.4404800912393138, 0.0064053226521794, -0.0070076652604402, 407.0561786694137, 0.0945043606795669, -1.212024591694978, -0.025755706245846, -1.0413549392300279, -0.0748678926074432, 0.3388067542439068, 0.0251476810297941, -0.0027852483647287, 405.9129329461028, 0.0724490235032248, -1.2333731189579542, -0.0343920304009873, -0.8592373108164097, -0.0885572625518555, 0.3234522439112776, 0.0032851165725668, -0.0297278347232564, 404.73838529068905]|33626.9531250000000000|      1.00000000|[556, 156, 0, 12]                                                          |  | trying linear partial model with 52 points | iterate success | actual_k=13
       7|[-0.5776914286184305, 0.6394947841479034, -1.8568748850932, 0.0070465116409842, -0.0035315975409577, 0.0004486088553241, -0.0068473010383482, -0.1669513189303335, 1.1003735004084305, 0.0130271959046703, 0.0102697060359307, 399.7233874663149, -0.0073683077345044, -0.0142102660701105, -0.0083556555498594, -0.0021056563020909, -0.1240267419377891, 0.7201027782063014, -0.0027631219382822, 0.017619876400267, 402.0287791136305, 0.0036296520777556, -0.013466375085022, 0.0071770337139613, -0.01479918482725, -0.1206347380383979, 0.9356293432888002, 0.0379090394155217, -0.021112472235237, 400.40162793539935, 0.1080044547146792, -1.1898464160597906, -0.0102897947906276, -1.4383226824816981, -0.0234157003013072, 0.4404800912393138, 0.0064053226521794, -0.0070076652604402, 407.0561786694137, 0.0945043606795669, -1.212024591694978, -0.025755706245846, -1.0413549392300279, -0.0748678926074432, 0.3388067542439068, 0.0251476810297941, -0.0027852483647287, 405.9129329461028, 0.0724490235032248, -1.2333731189579542, -0.0343920304009873, -0.8592373108164097, -0.0885572625518555, 0.3234522439112776, 0.0032851165725668, -0.0297278347232564, 404.73838529068905]|33626.9531250000000000|      0.10000000|[648, 182, 0, 14]                                                          |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
       8|[-0.5790749283809891, 0.6433923559641374, -1.8508081749260854, 0.0100194463658267, 0.0007441287413225, -0.0023161314488795, -0.0029096604560418, -0.1542554733025022, 1.1118023724126629, 0.0015514026813234, 0.0069222509384842, 399.7145196401925, -0.013503652421494, 0.0037569832078531, -0.0030278904289731, -0.0004889178019225, -0.1241775851508614, 0.7137598079192395, 0.0070048710745588, 0.0027623660451041, 402.03321083441716, -0.0067963484213988, -0.0233070012621711, 0.0075704583655829, -0.0127114863964716, -0.1370645490970761, 0.9249853486962969, 0.0369910858273136, -0.0162476668032365, 400.41114744716486, 0.0999564666794091, -1.1929607105351476, -0.0370042033368205, -1.4361669921010938, -0.0079144457807937, 0.4276845866429644, 0.0084195082454332, -0.0126126349490217, 407.06591501534905, 0.1266791507857314, -1.2201740481743941, -0.0524848366596438, -1.0251280707138204, -0.0711471364179568, 0.3528000524917108, 0.0205668705599804, -0.0097610337865023, 405.9004740633852, 0.1068495683655506, -1.1977995914820212, -0.0336886011811957, -0.8628042251380109, -0.0527929497951911, 0.3343065576085962, 0.0145788039046347, -0.0249058254407535, 404.7309166994878]|17033.7871093750000000|      1.00000000|[740, 208, 0, 16]                                                          |  | trying linear partial model with 52 points | iterate success | actual_k=13
       9|[-0.5790749283809891, 0.6433923559641374, -1.8508081749260854, 0.0100194463658267, 0.0007441287413225, -0.0023161314488795, -0.0029096604560418, -0.1542554733025022, 1.1118023724126629, 0.0015514026813234, 0.0069222509384842, 399.7145196401925, -0.013503652421494, 0.0037569832078531, -0.0030278904289731, -0.0004889178019225, -0.1241775851508614, 0.7137598079192395, 0.0070048710745588, 0.0027623660451041, 402.03321083441716, -0.0067963484213988, -0.0233070012621711, 0.0075704583655829, -0.0127114863964716, -0.1370645490970761, 0.9249853486962969, 0.0369910858273136, -0.0162476668032365, 400.41114744716486, 0.0999564666794091, -1.1929607105351476, -0.0370042033368205, -1.4361669921010938, -0.0079144457807937, 0.4276845866429644, 0.0084195082454332, -0.0126126349490217, 407.06591501534905, 0.1266791507857314, -1.2201740481743941, -0.0524848366596438, -1.0251280707138204, -0.0711471364179568, 0.3528000524917108, 0.0205668705599804, -0.0097610337865023, 405.9004740633852, 0.1068495683655506, -1.1977995914820212, -0.0336886011811957, -0.8628042251380109, -0.0527929497951911, 0.3343065576085962, 0.0145788039046347, -0.0249058254407535, 404.7309166994878]|17033.7871093750000000|      0.10000000|[830, 234, 0, 18]                                                          |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
      10|[-0.5790749283809891, 0.6433923559641374, -1.8508081749260854, 0.0100194463658267, 0.0007441287413225, -0.0023161314488795, -0.0029096604560418, -0.1542554733025022, 1.1118023724126629, 0.0015514026813234, 0.0069222509384842, 399.7145196401925, -0.013503652421494, 0.0037569832078531, -0.0030278904289731, -0.0004889178019225, -0.1241775851508614, 0.7137598079192395, 0.0070048710745588, 0.0027623660451041, 402.03321083441716, -0.0067963484213988, -0.0233070012621711, 0.0075704583655829, -0.0127114863964716, -0.1370645490970761, 0.9249853486962969, 0.0369910858273136, -0.0162476668032365, 400.41114744716486, 0.0999564666794091, -1.1929607105351476, -0.0370042033368205, -1.4361669921010938, -0.0079144457807937, 0.4276845866429644, 0.0084195082454332, -0.0126126349490217, 407.06591501534905, 0.1266791507857314, -1.2201740481743941, -0.0524848366596438, -1.0251280707138204, -0.0711471364179568, 0.3528000524917108, 0.0205668705599804, -0.0097610337865023, 405.9004740633852, 0.1068495683655506, -1.1977995914820212, -0.0336886011811957, -0.8628042251380109, -0.0527929497951911, 0.3343065576085962, 0.0145788039046347, -0.0249058254407535, 404.7309166994878]|17033.7871093750000000|      0.01000000|[922, 260, 0, 20]                                                          |  | trying linear partial model with 52 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=13
