k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 3.0]                                                                      |889.3031475218829200|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.7036309226937327, 2.044926510672277]                                         | 99.3338851928710938|      2.00000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | iterate success | actual_k=1
       2|[1.7036309226937327, 2.044926510672277]                                         | 99.3338851928710938|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       3|[2.0142420056341277, 1.0943894229399809]                                        | 14.8707723617553711|      2.00000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       4|[2.0142420056341277, 1.0943894229399809]                                        | 14.8707723617553711|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       5|[1.674548428883548, 0.1538532599380483]                                         |  0.6863281726837158|      2.00000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       6|[1.674548428883548, 0.1538532599380483]                                         |  0.6863281726837158|      1.00000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[1.674548428883548, 0.1538532599380483]                                         |  0.6863281726837158|      0.50000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       8|[1.674548428883548, 0.1538532599380483]                                         |  0.6863281726837158|      0.25000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[1.4307211535144366, 0.0986422122566686]                                        |  0.2154343575239182|      0.50000000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[1.4307211535144366, 0.0986422122566686]                                        |  0.2154343575239182|      0.25000000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[1.4307211535144366, 0.0986422122566686]                                        |  0.2154343575239182|      0.12500000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[1.4307211535144366, 0.0986422122566686]                                        |  0.2154343575239182|      0.06250000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[1.4930336781112414, 0.0938049321973187]                                        |  0.1875905245542526|      0.12500000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      14|[1.4930336781112414, 0.0938049321973187]                                        |  0.1875905245542526|      0.06250000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[1.4930336781112414, 0.0938049321973187]                                        |  0.1875905245542526|      0.03125000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      16|[1.4930336781112414, 0.0938049321973187]                                        |  0.1875905245542526|      0.01562500|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[1.4779130707120858, 0.0898669305618948]                                        |  0.1864160299301147|      0.03125000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      18|[1.4779130707120858, 0.0898669305618948]                                        |  0.1864160299301147|      0.01562500|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[1.4779130707120858, 0.0898669305618948]                                        |  0.1864160299301147|      0.00781250|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[1.4854323423449007, 0.087746621536789]                                         |  0.1860959529876709|      0.01562500|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[1.4854323423449007, 0.087746621536789]                                         |  0.1860959529876709|      0.00781250|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[1.4854323423449007, 0.087746621536789]                                         |  0.1860959529876709|      0.00390625|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[1.4827922162784652, 0.0848676419578709]                                        |  0.1858707368373871|      0.00781250|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      24|[1.4813276068273324, 0.0771936550276206]                                        |  0.1855201572179794|      0.01562500|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[1.4813276068273324, 0.0771936550276206]                                        |  0.1855201572179794|      0.00781250|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[1.4864451202913005, 0.0712905869951391]                                        |  0.1852677166461945|      0.01562500|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[1.4864451202913005, 0.0712905869951391]                                        |  0.1852677166461945|      0.00781250|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[1.4864451202913005, 0.0712905869951391]                                        |  0.1852677166461945|      0.00390625|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[1.482905145576972, 0.0696391124768938]                                         |  0.1851124763488770|      0.00781250|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[1.482905145576972, 0.0696391124768938]                                         |  0.1851124763488770|      0.00390625|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[1.4862539032190472, 0.0676279905718014]                                        |  0.1850782930850983|      0.00781250|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      32|[1.4862539032190472, 0.0676279905718014]                                        |  0.1850782930850983|      0.00390625|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[1.4833577771395512, 0.0650066850203323]                                        |  0.1848982572555542|      0.00781250|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      34|[1.4854160666496288, 0.0574702003926889]                                        |  0.1845952719449997|      0.01562500|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
