k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[10.0, -1.0, 0.05, -1e-05, -0.05, 0.001, -1e-06]                                |3097556.5274337721057236|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[9.658630871974967, -1.1227995499149162, 0.5097108010044812, -0.7090145362960649, 0.2926226388180874, 0.1047486187538266, 0.1618998566980025]|89163.8906250000000000|      1.11111111|[33, 0, 0, 2]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       2|[9.658630871974967, -1.1227995499149162, 0.5097108010044812, -0.7090145362960649, 0.2926226388180874, 0.1047486187538266, 0.1618998566980025]|89163.8906250000000000|      1.00000000|[65, 0, 0, 4]                                                              |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       3|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      1.11111111|[97, 0, 0, 6]                                                              |  | trying linear partial model with 17 points | iterate success | actual_k=0
       4|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      1.00000000|[129, 0, 0, 8]                                                             |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       5|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.90000000|[161, 0, 0, 10]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       6|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.81000000|[193, 0, 0, 12]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       7|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.72900000|[225, 0, 0, 14]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       8|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.65610000|[257, 0, 0, 16]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
       9|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.59049000|[289, 0, 0, 18]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      10|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.53144100|[321, 0, 0, 20]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      11|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.47829690|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.43046721|[385, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.38742049|[417, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.34867844|[449, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.31381060|[481, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.28242954|[513, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.25418658|[545, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.22876792|[577, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[10.026377496897798, -1.1619674105124422, -0.0989118410435698, -0.119815703505569, 0.4725228294051064, 0.092945740121041, -0.174475123140839]|50989.5507812500000000|      0.20589113|[609, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[10.031516125675655, -1.1368971340707539, -0.1672162652843104, -0.2314965034412482, 0.4995426537512768, 0.0834301207029937, -0.0202755101617603]|11457.7832031250000000|      0.22876792|[641, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
