k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[2.0, 0.0]                                                                      |416.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[2.0, 0.0]                                                                      |416.0000000000000000|      0.50000000|[7, 2, 0, 2]                                                               |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       2|[1.5039284983621137, 0.062554498341307]                                         |120.6605148315429688|      1.00000000|[12, 4, 0, 4]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       3|[1.5039284983621137, 0.062554498341307]                                         |120.6605148315429688|      0.50000000|[18, 6, 0, 6]                                                              |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       4|[1.0456116219749751, 0.2624185541861141]                                        | 31.4075222015380859|      1.00000000|[24, 8, 0, 8]                                                              |  | trying linear partial model with 4 points | iterate success | actual_k=1
       5|[1.0456116219749751, 0.2624185541861141]                                        | 31.4075222015380859|      0.50000000|[29, 10, 0, 10]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       6|[1.0456116219749751, 0.2624185541861141]                                        | 31.4075222015380859|      0.25000000|[34, 12, 0, 12]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       7|[0.9176358686664119, 0.4771793666382599]                                        | 17.8073768615722656|      0.50000000|[40, 14, 0, 14]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
       8|[0.9176358686664119, 0.4771793666382599]                                        | 17.8073768615722656|      0.25000000|[46, 16, 0, 16]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
       9|[0.9802579221614587, 0.7192092788723957]                                        |  5.6591882705688477|      0.50000000|[52, 18, 0, 18]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      10|[0.9802579221614587, 0.7192092788723957]                                        |  5.6591882705688477|      0.25000000|[57, 20, 0, 20]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      11|[0.9442290320850876, 0.9665994950893366]                                        |  0.6517721414566040|      0.50000000|[62, 22, 0, 22]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      12|[0.9442290320850876, 0.9665994950893366]                                        |  0.6517721414566040|      0.25000000|[68, 24, 0, 24]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      13|[0.9442290320850876, 0.9665994950893366]                                        |  0.6517721414566040|      0.12500000|[74, 26, 0, 26]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[0.9442290320850876, 0.9665994950893366]                                        |  0.6517721414566040|      0.06250000|[80, 28, 0, 28]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[0.9918999396919378, 1.0070189776186709]                                        |  0.0118863731622696|      0.12500000|[85, 30, 0, 30]                                                            |  | trying linear partial model with 4 points | iterate success | actual_k=1
      16|[0.9918999396919378, 1.0070189776186709]                                        |  0.0118863731622696|      0.06250000|[90, 32, 0, 32]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[0.9918999396919378, 1.0070189776186709]                                        |  0.0118863731622696|      0.03125000|[95, 34, 0, 34]                                                            |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[0.9918999396919378, 1.0070189776186709]                                        |  0.0118863731622696|      0.01562500|[100, 36, 0, 36]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[0.9918999396919378, 1.0070189776186709]                                        |  0.0118863731622696|      0.00781250|[106, 38, 0, 38]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      20|[0.9996375276466897, 1.0059396774322171]                                        |  0.0027477252297103|      0.01562500|[111, 40, 0, 40]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      21|[0.9996375276466897, 1.0059396774322171]                                        |  0.0027477252297103|      0.00781250|[116, 42, 0, 42]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      22|[0.9996375276466897, 1.0059396774322171]                                        |  0.0027477252297103|      0.00390625|[121, 44, 0, 44]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[0.9996375276466897, 1.0059396774322171]                                        |  0.0027477252297103|      0.00195312|[126, 46, 0, 46]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.9991015798343839, 1.0040615248270996]                                        |  0.0012781269615516|      0.00390625|[131, 48, 0, 48]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      25|[0.9991015798343839, 1.0040615248270996]                                        |  0.0012781269615516|      0.00195312|[136, 50, 0, 50]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[0.9995491988418338, 1.0021603845140785]                                        |  0.0003601589996833|      0.00390625|[142, 52, 0, 52]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      27|[0.9995491988418338, 1.0021603845140785]                                        |  0.0003601589996833|      0.00195312|[147, 54, 0, 54]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[0.9995491988418338, 1.0021603845140785]                                        |  0.0003601589996833|      0.00097656|[152, 56, 0, 56]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      29|[0.9994698992353325, 1.0011870470141253]                                        |  0.0001285908801947|      0.00195312|[158, 58, 0, 58]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      30|[0.9994698992353325, 1.0011870470141253]                                        |  0.0001285908801947|      0.00097656|[163, 60, 0, 60]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      31|[0.9994698992353325, 1.0011870470141253]                                        |  0.0001285908801947|      0.00048828|[169, 62, 0, 62]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[0.9997528248210467, 1.0007890876040721]                                        |  0.0000504743147758|      0.00097656|[174, 64, 0, 64]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      33|[0.9997528248210467, 1.0007890876040721]                                        |  0.0000504743147758|      0.00048828|[180, 66, 0, 66]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      34|[0.9999078450559609, 1.0003260678357375]                                        |  0.0000084564553617|      0.00097656|[186, 68, 0, 68]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      35|[0.9999078450559609, 1.0003260678357375]                                        |  0.0000084564553617|      0.00048828|[191, 70, 0, 70]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      36|[0.9999078450559609, 1.0003260678357375]                                        |  0.0000084564553617|      0.00024414|[196, 72, 0, 72]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      37|[0.9999078450559609, 1.0003260678357375]                                        |  0.0000084564553617|      0.00012207|[201, 74, 0, 74]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[0.9999548812494377, 1.0002134234497386]                                        |  0.0000035157966067|      0.00024414|[206, 76, 0, 76]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      39|[0.9999548812494377, 1.0002134234497386]                                        |  0.0000035157966067|      0.00012207|[211, 78, 0, 78]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[0.9999548812494377, 1.0002134234497386]                                        |  0.0000035157966067|      0.00006104|[216, 80, 0, 80]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      41|[0.9999656315849866, 1.0001533424994795]                                        |  0.0000018219266167|      0.00012207|[221, 82, 0, 82]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      42|[0.9999656315849866, 1.0001533424994795]                                        |  0.0000018219266167|      0.00006104|[226, 84, 0, 84]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      43|[0.9999668929548277, 1.0000923203785348]                                        |  0.0000007148927921|      0.00012207|[231, 86, 0, 86]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      44|[0.9999668929548277, 1.0000923203785348]                                        |  0.0000007148927921|      0.00006104|[237, 88, 0, 88]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      45|[0.9999903828318091, 1.000035986410293]                                         |  0.0000001021585092|      0.00012207|[243, 90, 0, 90]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      46|[0.9999903828318091, 1.000035986410293]                                         |  0.0000001021585092|      0.00006104|[248, 92, 0, 92]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      47|[0.9999903828318091, 1.000035986410293]                                         |  0.0000001021585092|      0.00003052|[253, 94, 0, 94]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      48|[0.9999903828318091, 1.000035986410293]                                         |  0.0000001021585092|      0.00001526|[258, 96, 0, 96]                                                           |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      49|[0.9999986698154314, 1.0000231740511778]                                        |  0.0000000417739017|      0.00003052|[264, 98, 0, 98]                                                           |  | trying linear partial model with 4 points | iterate success | actual_k=1
      50|[0.9999986698154314, 1.0000231740511778]                                        |  0.0000000417739017|      0.00001526|[270, 100, 0, 100]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      51|[0.9999986698154314, 1.0000231740511778]                                        |  0.0000000417739017|      0.00000763|[276, 102, 0, 102]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      52|[0.999997509306395, 1.0000156334358388]                                         |  0.0000000187007938|      0.00001526|[281, 104, 0, 104]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      53|[0.999997509306395, 1.0000156334358388]                                         |  0.0000000187007938|      0.00000763|[286, 106, 0, 106]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      54|[0.9999970061032644, 1.000008020653987]                                         |  0.0000000054638476|      0.00001526|[291, 108, 0, 108]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      55|[0.9999970061032644, 1.000008020653987]                                         |  0.0000000054638476|      0.00000763|[296, 110, 0, 110]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      56|[0.9999970061032644, 1.000008020653987]                                         |  0.0000000054638476|      0.00000381|[301, 112, 0, 112]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      57|[0.9999972834908174, 1.0000042160552731]                                        |  0.0000000020824897|      0.00000763|[307, 114, 0, 114]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      58|[0.9999972834908174, 1.0000042160552731]                                        |  0.0000000020824897|      0.00000381|[312, 116, 0, 116]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      59|[0.9999972834908174, 1.0000042160552731]                                        |  0.0000000020824897|      0.00000191|[318, 118, 0, 118]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      60|[0.9999989471458695, 1.0000032831937213]                                        |  0.0000000008782207|      0.00000381|[323, 120, 0, 120]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      61|[0.9999989471458695, 1.0000032831937213]                                        |  0.0000000008782207|      0.00000191|[329, 122, 0, 122]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      62|[0.9999989471458695, 1.0000032831937213]                                        |  0.0000000008782207|      0.00000095|[334, 124, 0, 124]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      63|[0.9999991240404615, 1.0000023460688603]                                        |  0.0000000004675182|      0.00000191|[339, 126, 0, 126]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      64|[0.9999997765894844, 1.000000553819274]                                         |  0.0000000000267839|      0.00000381|[344, 128, 0, 128]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      65|[0.9999997765894844, 1.000000553819274]                                         |  0.0000000000267839|      0.00000191|[349, 130, 0, 130]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      66|[0.9999997765894844, 1.000000553819274]                                         |  0.0000000000267839|      0.00000095|[354, 132, 0, 132]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      67|[0.9999997765894844, 1.000000553819274]                                         |  0.0000000000267839|      0.00000048|[359, 134, 0, 134]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      68|[0.9999997765894844, 1.000000553819274]                                         |  0.0000000000267839|      0.00000024|[365, 136, 0, 136]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      69|[0.9999999619942386, 1.0000004039243242]                                        |  0.0000000000125524|      0.00000048|[371, 138, 0, 138]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      70|[0.9999999619942386, 1.0000004039243242]                                        |  0.0000000000125524|      0.00000024|[377, 140, 0, 140]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      71|[1.0000000671199882, 1.0000001899336806]                                        |  0.0000000000042367|      0.00000048|[382, 142, 0, 142]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      72|[1.0000000671199882, 1.0000001899336806]                                        |  0.0000000000042367|      0.00000024|[387, 144, 0, 144]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      73|[1.0000000671199882, 1.0000001899336806]                                        |  0.0000000000042367|      0.00000012|[393, 146, 0, 146]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      74|[1.0000000281420993, 1.0000000772767728]                                        |  0.0000000000007120|      0.00000024|[398, 148, 0, 148]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      75|[1.0000000281420993, 1.0000000772767728]                                        |  0.0000000000007120|      0.00000012|[404, 150, 0, 150]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      76|[1.0000000281420993, 1.0000000772767728]                                        |  0.0000000000007120|      0.00000006|[409, 152, 0, 152]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      77|[0.9999999787295851, 1.0000000439433494]                                        |  0.0000000000001838|      0.00000012|[414, 154, 0, 154]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
      78|[0.9999999787295851, 1.0000000439433494]                                        |  0.0000000000001838|      0.00000006|[419, 156, 0, 156]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      79|[0.9999999787295851, 1.0000000439433494]                                        |  0.0000000000001838|      0.00000003|[424, 158, 0, 158]                                                         |  | trying linear partial model with 4 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      80|[0.9999999905080479, 1.0000000165673337]                                        |  0.0000000000000292|      0.00000006|[430, 160, 0, 160]                                                         |  | trying linear partial model with 4 points | iterate success | actual_k=1
